ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,candidato_padrao,candidato_nota,virada_alta,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,mediana_1a,media_1a,max_drawdown,vol_anual,ret_ytd,min_ytd,max_ytd,rel_ibov_ytd,beta,corr_ibov,corr_usd,close,div_ge5_5a,divo_qualidade_ok,auvp_ok,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
PETR4,BOVA11+DIVO11+AUVP11,BOVA11,Energia,70.18,73.74,50.0,,,0.9,DY5a=41.0%>=20,85.49,82.62,36.19,,False,11,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$44.07, preço 9.4% acima do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.61,True,658580045824.0,4.53,1.26,7.78,41.01,27.73,30.77,19.69,24.32,2.85,1.29,0.92,0.85,0.76,0.3,185.78,96.8,4.88,10.07,0.28,65.87,33.99,26.84,48.2,79.6,0.0,16.4,36.98,35.94,-22.2,26.0,66.9,27.87,48.2,51.54,0.35,0.23,-0.05,48.20000076293945,True,True,True,141.1982697875757,261.9227904559529,140.98234218740566,95.6982355764445,319.2053030658242,56.477880000000006,128.74613890321578,58.37609300511776,150.32588162269207,134.86424054531074,121.37781649077967,8,True,5.7,151.82119205298017,211.8794175170974,n/d,2026-08-24,última,,,False,False,,,Em Alta,46.869998931884766,2.837639985841589,-0.10362536178352144,True,False,False,sem sinal (Em Alta)
RIAA3,SMALL11,SMALL11,Consumo discricionário,69.96,69.95,70.0,,,0.9,,65.01,94.69,38.55,93.15,False,12,Rompimento,,,False,4,8,False,,False,,False,False,True,True,True,True,7,10,True,True,False,False,False,True,True,False,True,False,True,0.47,True,3705225216.0,2.37,0.67,44.72,13.16,28.35,8.06,8.96,14.35,2.63,2.11,3.3,1.61,0.68,0.16,31.2,16.6,5.53,4.35,1.05,64.01,35.99,6.26,10.43,18.0,-29.3,-12.7,8.27,8.21,-37.2,45.1,-12.1,6.55,10.43,-27.46,1.57,0.61,0.07,7.380000114440918,False,False,False,6.939522907080284,12.872814992633927,41.25949431069289,27.780243829555687,87.70182380410876,51.88018214566937,37.678481596934645,32.705779242026615,,,,6,False,12.6,,,n/d,n/d,,,Rompimento,False,False,,,Lateral,7.239999771118164,1.933706460616813,-31.877732747878106,False,True,False,"Rompimento (vol x4.4, +1.9% do topo, MM50>MM200)"
VTRU3,SMALL11,SMALL11,Consumo discricionário,69.43,72.86,50.0,,,0.9,P/L=1.94<2,85.57,90.43,54.94,7.53,False,13,Fundo duplo,,,False,7,8,False,,True,,,,True,True,False,True,4,8,True,True,True,True,False,True,True,True,True,False,True,0.37,True,2199328000.0,1.94,0.53,0.18,0.21,27.23,9.79,15.07,46.56,2.99,2.1,1.95,2.56,0.56,,0.4,-23.9,4.37,6.37,0.37,51.99,48.01,10.1,16.86,45.8,-12.6,10.7,13.42,13.31,-28.8,39.1,5.3,12.0,16.86,-10.06,1.17,0.52,0.06,14.729999542236328,,False,False,0.21692588491918285,0.31584408844233025,78.96494599961743,68.90570692455287,,0.4136666666666666,20.28357816198964,37.98809963132845,,,,2,False,364.0,,,n/d,n/d,,,Fundo duplo,False,False,,,Em Alta,14.1899995803833,3.8054966724561545,-15.090597020706841,False,True,False,Fundo duplo — rompeu pescoço ~R$13.59 (candidato)
PETR3,BOVA11+DIVO11+AUVP11,BOVA11,Energia,69.14,72.52,50.0,,,0.9,DY5a=38.9%>=20,85.49,78.24,36.19,,False,14,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$48.98, preço 9.3% acima do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.65,True,690062753792.0,5.06,1.4,6.96,38.86,27.73,30.77,19.69,24.32,3.07,1.29,0.92,0.85,0.76,0.34,196.61,96.8,3.62,10.07,0.28,65.87,33.99,28.69,53.54,86.6,0.0,15.7,40.67,39.48,-22.9,29.1,75.2,29.47,53.54,59.84,0.37,0.22,-0.05,53.540000915527344,True,True,True,148.59386105933942,275.6416122650746,140.19861899816942,95.41801048979195,317.4308354675535,56.477880000000006,128.03043697191325,56.84294583927006,152.32927513638901,134.11452798504132,120.70307518653719,8,True,5.6,125.44466403162056,184.51489079487743,2026-11-10,2026-08-24,última,,,False,False,,,Em Alta,52.369998931884766,2.234107327678858,-0.42774695978846644,True,False,False,sem sinal (Em Alta)
CXSE3,BOVA11+DIVO11+Wishlist,BOVA11,Insurance,69.01,65.75,87.5,,1.6,0.3,,64.06,34.55,100.0,82.88,False,15,Não,,,False,4,6,False,,True,,True,True,True,,True,True,7,8,True,False,False,,True,,True,True,True,True,True,,True,59370004480.0,12.8,4.2,7.01,9.62,32.79,28.44,-1.21,75.43,,,,,,1.0,123.15,12.8,11.51,20.76,,8.23,91.77,12.84,22.04,54.1,-10.2,5.2,17.14,16.77,-18.8,22.4,26.8,15.42,22.04,11.44,0.69,0.54,0.05,19.790000915527344,True,True,False,13.600300045258544,25.2285565839546,20.48574313521385,12.802873172961636,34.665329090028884,22.898448930232796,16.56970835583551,,20.553262173664947,21.69209603272332,19.52288642945099,4,True,1.9,-1.3497446878174557,3.8568025408161732,2026-11-09,2026-11-04,próxima,"A Caixa Seguridade (CXSE3) apresenta-se como um ativo de alta qualidade e robustez financeira, embora opere atualmente com múltiplos que exigem cautela sob a ótica de valor. O retorno sobre o patrimônio líquido (ROE) de 32,8% e o retorno sobre o capital investido (ROIC) de -1,2% situam-se abaixo das médias do setor de seguros, que são de 34,3% e 19,5%, respectivamente, sugerindo que a companhia entrega uma rentabilidade ligeiramente inferior à de seus pares diretos, apesar de manter uma margem líquida expressiva de 75,43%. Essa rentabilidade robusta convive com um valuation esticado, evidenciado pelo preço sobre lucro (P/L) de 12,8 e preço sobre valor patrimonial (P/VP) de 4,2, indicando que o mercado já precifica com otimismo a qualidade da empresa, enquanto o indicador preço/lucro ao crescimento (PEG) em 1,0 sinaliza um preço justo em relação ao seu crescimento. No quesito expansão, a companhia destaca-se positivamente com um crescimento anual composto (CAGR) de receita nos últimos cinco anos de 12,8%, superando amplamente a média setorial negativa de -2,5%, o que reflete forte tração operacional. O dividendo atual de 7,01% mostra-se sustentável e atraente, sendo plenamente suportado pela alta geração de lucros e pela excelente saúde financeira da empresa, que obteve nota máxima de cem pontos no quesito segurança. No checklist de critérios fundamentalistas, a CXSE3 atendeu a quatro dos seis requisitos aplicáveis, falhando justamente em superar as médias setoriais de ROE e ROIC, mas validando sua solidez pelo valor de mercado bilionário e pela ausência de venda de ações por controladores. Sob a perspectiva de valuation, a análise dos preços-teto revela uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 12,49 por Graham e R$ 13,26 por Bazin até os otimistas R$ 24,61 por Gordon e R$ 33,81 por Lynch. A média dessas metodologias resulta em R$ 20,19 e a mediana em R$ 21,44, enquanto o preço-teto ajustado com margem de segurança de R$ 19,29 converge exatamente com a cotação atual de R$ 19,30, indicando um potencial de valorização nulo de -0,0% no momento. Em balanço, os prós da companhia residem em seu crescimento de receita muito acima do setor, margem líquida formidável, segurança financeira impecável e proventos consistentes, ao passo que os contras concentram-se no ROE e ROIC abaixo dos pares, na tendência gráfica de baixa e na ausência de margem de segurança para novos aportes na faixa de preço atual.",,True,False,,,Lateral,19.34000015258789,2.3267877941523185,-10.62464113786149,True,False,False,sem sinal (Lateral)
BRSR6,SMALL11+DIVO11,SMALL11,Produtos financeiros,68.32,69.35,62.5,17.35,,0.4,,44.79,90.26,90.71,84.93,False,16,Fundo duplo,,,False,2,6,False,,True,,False,False,True,,False,True,5,8,False,False,False,,False,,True,True,True,False,True,,True,6130527232.0,3.86,0.51,10.98,10.16,13.26,9.63,0.0,22.38,,,,,,0.48,39.23,-29.2,4.61,1.0,,93.0,6.99,10.14,18.55,47.9,-19.2,3.9,14.16,14.36,-29.2,29.3,1.1,13.13,18.55,-14.26,1.1,0.65,0.01,14.989999771118164,False,False,False,10.882923706524284,20.187823475602546,51.45531009515949,50.677378943351016,70.76282873596658,33.86735001593388,30.042959979632492,,29.09835182330505,27.02758674576821,24.32482807119139,4,True,4.7,62.273705420990176,94.11842740231403,n/d,n/d,,,Fundo duplo,False,False,,,Em Alta,14.449999809265137,3.7370240067877925,-19.512333346969825,False,True,False,Fundo duplo — rompeu pescoço ~R$14.49 (candidato)
PLPL3,SMALL11,SMALL11,Consumo discricionário,68.31,71.54,50.0,,,0.9,,77.33,81.68,52.17,58.9,False,17,Não,,,False,5,8,False,,True,,False,False,True,False,False,True,5,10,True,True,True,False,False,True,True,False,True,True,True,0.52,True,1545208832.0,4.84,1.32,6.81,6.32,27.32,38.02,24.26,8.62,2.0,1.22,0.7,3.0,1.2,0.32,30.59,-37.3,3.11,7.78,1.2,73.04,24.14,6.46,17.36,17.8,-56.2,-14.1,13.8,12.36,-62.8,50.5,-41.7,6.46,16.13,-57.06,1.52,0.52,0.05,7.610000133514404,False,False,False,3.435971055889842,6.373726308675656,20.833161522534265,14.28125181751044,33.52347041015989,10.95072400487419,19.02500033378601,31.058247860222146,,,,6,False,9.8,,,n/d,2025-12-30,última,,,False,False,,,Lateral,7.449999809265137,2.1476554140348325,-56.215636075489826,True,False,False,sem sinal (Lateral)
VLID3,SMALL11+DIVO11,SMALL11,Bens Industriais,67.8,67.41,70.0,,,0.7,,61.18,76.09,66.26,76.03,False,18,Rompimento,,,False,5,8,False,,True,,False,False,True,True,False,True,7,10,True,False,True,False,False,True,True,True,True,True,True,0.1,True,1407655424.0,6.19,0.82,10.9,8.58,13.18,13.73,15.68,11.15,3.22,0.48,0.43,2.3,0.41,1.0,53.12,-32.9,10.34,7.18,1.13,45.32,54.23,16.3,22.63,10.4,-20.4,1.8,19.44,19.23,-27.9,31.7,-12.6,16.3,22.63,-27.96,0.93,0.51,0.06,18.0,False,False,False,11.033779725542331,20.467661390881023,38.529886914378025,37.897583058638894,42.92203930432147,34.50011568062855,19.061708548328916,33.06638762225458,32.34934035991878,34.50011568062855,31.05010411256569,7,True,3.9,72.50057840314273,79.71855755510431,2026-11-04,2026-08-13,última,"A Valid (VLID3) apresenta-se como um caso de investimento intrigante no setor de bens industriais, onde a eficiência operacional se destaca mesmo diante de desafios históricos de receita. O retorno sobre o capital investido (ROIC) de 15,7% situa-se confortavelmente acima da média setorial de 12,6%, sugerindo uma alocação de capital eficiente que, embora não seja totalmente acompanhada pelo retorno sobre o patrimônio líquido (ROE) de 13,2% — ligeiramente abaixo dos 14,5% dos pares —, revela uma operação saudável com margem líquida de 11,15%. Essa qualidade operacional convive com múltiplos de preço bastante descontados, visto que o preço sobre o lucro (P/L) de 6,19 e o preço sobre o valor patrimonial (P/VP) de 0,82 indicam uma clara assimetria favorável entre o valor intrínseco e a cotação de mercado. No âmbito financeiro, a excelente rentabilidade é sustentada por um endividamento extremamente controlado, evidenciado pela relação dívida líquida sobre EBITDA de apenas 0,48, patamar muito abaixo da média do setor de 2,39, o que confere robustez ao balanço junto a uma liquidez corrente de 2,3. Essa estrutura de capital desalavancada e a forte geração de caixa dão sustentabilidade ao expressivo dividendo distribuído, cujo rendimento (DY) de 10,9% mostra-se plenamente coerente com a lucratividade e a saúde financeira da companhia. Por outro lado, o crescimento histórico é o ponto de maior atenção, dado que a taxa de crescimento anual composta (CAGR) da receita nos últimos cinco anos recuou 32,9%, desempenho severamente abaixo da média setorial de 21,6% de expansão. No checklist de critérios fundamentalistas, a empresa atende a 5 dos 8 requisitos avaliados, penalizada justamente pela falta de crescimento recente e pela margem líquida abaixo do sarrafo de 15%, embora passe com folga nos crivos de endividamento, governança e escala. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 10,93 pelo modelo de Bazin até os otimistas R$ 42,52 pelo critério de Lynch, resultando em uma média de R$ 32,09 e um preço-teto ajustado com margem de segurança de R$ 31,05, o que projeta um expressivo potencial de valorização de 74,1% frente à cotação atual de R$ 17,83. Em suma, os principais atrativos de VLID3 residem em seu valuation descontado, endividamento mínimo e robusto retorno em dividendos, enquanto os riscos concentram-se na contração histórica de sua receita e na necessidade de retomar uma trajetória consistente de crescimento para destravar valor no longo prazo.",Rompimento,False,False,,,Lateral,17.530000686645508,2.6811140612934548,-21.1627256897861,True,True,True,"Rompimento (vol x0.9, +2.7% do topo, MM50>MM200)"
TGMA3,SMALL11+DIVO11,SMALL11,Bens Industriais,66.94,66.4,70.0,,,0.7,,78.21,35.13,69.98,84.25,False,19,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$35.09, preço 1.7% abaixo do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,True,True,True,True,True,True,True,0.03,True,2274193920.0,8.89,2.27,10.6,10.07,25.55,24.91,27.01,10.14,6.14,0.07,0.04,2.22,0.23,3.31,89.48,23.5,6.79,14.79,1.33,34.75,65.25,26.65,39.14,29.4,-11.9,11.5,33.03,32.86,-31.9,31.1,-2.0,26.65,39.14,-17.36,0.89,0.5,0.15,34.4900016784668,False,False,False,24.796825712578503,31.51254184312688,35.21687084955929,36.41838354911356,49.476681632060085,48.62311810956445,16.9180209900716,30.936316354968,34.237344880130294,33.364706346343084,30.028235711708778,8,True,2.9,-12.93640402906574,-0.7325508438413508,n/d,2026-08-07,última,,,False,False,,,Em Alta,35.38999938964844,-2.5430848451636012,-12.763275361550509,True,False,False,sem sinal (Em Alta)
LAVV3,SMALL11+DIVO11,SMALL11,Imobiliário,66.32,63.9,80.0,,,0.8,,65.88,55.03,54.87,95.21,False,20,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$10.01, preço 8.4% acima do pescoço; falta fechar acima e segurar",False,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,True,True,0.37,True,2120462848.0,5.53,1.38,23.77,14.04,24.9,19.67,8.69,19.91,7.04,1.5,2.42,4.12,0.86,0.99,77.62,-30.3,3.1,4.85,1.47,60.31,33.37,9.22,18.94,17.7,-42.7,-4.6,12.97,13.34,-51.3,36.2,-26.9,9.22,18.94,-42.26,1.49,0.71,0.06,10.850000381469727,True,True,False,10.87755223835616,19.079417300457102,24.581620847994476,18.630259476441136,38.473391927033,24.13514352590192,12.115018383345681,10.850000381469727,19.842800510124903,18.854838388449117,16.969354549604205,8,True,3.5,56.39957560356841,82.88294758047763,n/d,2026-02-03,última,,,False,False,,,Lateral,10.359999656677246,4.729736882536129,-42.83455930899712,True,False,False,sem sinal (Lateral)
GRND3,SMALL11+DIVO11,SMALL11,Consumo discricionário,66.23,63.8,80.0,,,0.9,DY5a=20.2%>=20,61.95,64.01,67.72,,False,21,Não,,,False,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,True,True,-0.31,True,3319948800.0,5.43,0.98,42.64,20.24,18.04,16.72,7.81,24.95,8.3,-3.59,-6.43,2.05,0.02,0.36,109.9,-24.5,4.91,2.66,2.01,29.93,70.07,3.37,4.83,9.3,-23.9,-4.1,3.9,4.02,-30.3,28.2,-14.5,3.37,4.83,-29.86,0.77,0.47,0.03,3.680000066757202,True,True,False,5.320161706304863,9.868899965195519,8.979742336009746,7.567041799466929,20.331492081531504,6.059476722895763,8.200368472884374,2.472513719788801,,,,6,False,8.2,,,2026-11-05,2026-04-24,última,,,False,False,,,Lateral,3.554507255554199,3.530526235581899,-24.625123929148664,True,False,False,sem sinal (Lateral)
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,65.82,65.08,70.0,,,0.9,,67.31,74.48,56.52,48.63,False,22,Não,,,False,6,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,0.13,True,10896793600.0,7.45,1.07,8.24,4.37,14.41,11.89,23.53,9.35,2.01,0.59,0.35,1.69,0.32,0.77,32.55,3.2,6.65,6.22,1.29,46.72,53.28,10.5,16.05,8.0,-29.3,-17.0,14.31,14.07,-34.6,38.4,-12.6,10.5,15.66,-27.96,1.46,0.66,0.11,11.34000015258789,False,False,False,3.53916735135904,6.56515543677102,20.168456647220072,19.051724567022355,21.445016015947875,15.912032174595407,13.365540153642343,30.415347100790523,,,,6,False,8.6,,,2026-11-05,2026-06-24,última,,,False,False,,,Em Baixa,11.739999771118164,-3.4071518426629033,-31.321864012005395,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.4%))
DIRR3,BOVA11+SMALL11+DIVO11+AUVP11,BOVA11,Consumo discricionário,65.78,65.04,70.0,,,0.9,,71.57,51.34,54.44,91.1,False,23,Não,,,False,5,8,False,,True,,False,False,True,False,True,True,7,10,True,True,False,True,False,True,True,False,True,True,True,0.5,True,3750125312.0,6.75,2.48,13.96,12.12,36.78,26.14,9.99,17.73,4.95,0.6,0.83,4.18,1.16,1.01,81.81,8.6,4.98,5.44,1.01,82.45,14.5,10.3,16.95,11.3,-32.4,-9.6,13.86,13.88,-39.2,40.3,-15.9,10.3,16.88,-31.26,1.49,0.64,0.07,11.460000038146973,False,False,True,9.921281531128217,18.403977240242842,22.495555630436645,13.28611940775441,31.935076819742832,25.21970917692569,11.67455745909444,10.01255604534732,17.86860416383405,15.845048323998626,14.260543491598764,8,True,3.2,24.437551868495678,55.921501783199965,n/d,2025-12-17,última,,,False,False,,,Lateral,11.289999961853027,1.5057579882050254,-33.5955331030203,True,False,False,sem sinal (Lateral)
B3SA3,BOVA11+AUVP11,BOVA11,Produtos financeiros,65.55,65.35,66.66666666666667,,,0.4,,93.23,26.23,,37.67,False,24,Fundo duplo,,,False,5,6,False,,True,,False,False,True,,True,True,6,9,True,True,True,,True,,True,False,True,True,True,,True,86143442944.0,15.74,4.48,4.66,3.56,28.49,23.11,22.2,49.45,,,,,,1.26,56.04,33.0,13.6,9.25,0.57,63.98,35.97,11.68,19.55,47.7,-11.7,7.9,14.95,15.04,-27.8,35.2,31.0,13.18,19.55,15.64,1.63,0.8,0.07,17.260000228881836,False,False,True,4.389132227967175,8.141840282879109,14.529542759382737,9.749687262099508,17.638695106100897,9.269808879890308,11.562687668410204,,9.082581037529831,8.705824581384707,7.835242123246236,4,True,3.3,-54.604623294643886,-47.37786258929712,2026-11-12,2026-06-25,última,"A B3 (B3SA3) apresenta uma sólida eficiência operacional no setor de produtos financeiros, destacando-se com um ROE de 28,5% e um ROIC de 22,2%, ambos significativamente acima da média dos seus pares setoriais, que registram 17,1% e 2,4%, respectivamente. Essa elevada qualidade e rentabilidade, contudo, cobram o seu preço no mercado, visto que a companhia negocia com múltiplos de valuation esticados, evidenciados pelo P/L de 15,74 e pelo P/VP de 4,48, indicando que o investidor paga um prêmio alto pela geração de valor da empresa. O crescimento robusto é outro ponto forte, com um CAGR de receita de cinco anos de 33,0% que supera com folga a média setorial de 6,8%, o que justifica o score de qualidade de 93,0 e o cumprimento de 5 dos 6 critérios do checklist de investimentos. No que tange aos proventos, o dividend yield de 4,66% mostra-se moderado e condizente com a necessidade de reinvestimento para sustentar essa expansão, embora o score de dividendos de 38,0 sinalize que a distribuição atual não é o principal atrativo do papel. Sob a ótica do valuation restrito aos modelos matemáticos de preço-teto, há uma dispersão relevante entre as metodologias, variando desde os conservadores R$ 4,39 pelo método de Bazin e R$ 9,75 por Graham, até os mais otimistas R$ 14,53 por fluxo de caixa descontado e R$ 17,64 pelo modelo de Lynch. Essa disparidade resulta em uma média de preço-teto de R$ 9,08 e uma mediana de R$ 8,71, o que coloca o preço atual de R$ 17,26 em um patamar de prêmio elevado, gerando um upside negativo de 54,6% em relação ao preço-teto ajustado com margem de segurança de R$ 7,84. Em termos de tendência de mercado, o papel demonstra força de curto prazo ao registrar um sinal gráfico de fundo duplo em uma tendência de alta. Como balanço final, os prós da B3SA3 concentram-se em sua espetacular rentabilidade, forte histórico de crescimento frente aos pares e dominância de mercado, enquanto os contras residem no valuation esticado que limita a margem de segurança para novos aportes e no rendimento de dividendos menos competitivo frente a outras opções do mercado.",Fundo duplo,False,False,,,Em Alta,16.6200008392334,3.8507783232937465,-13.832821017162,True,True,True,Fundo duplo — rompeu pescoço ~R$16.00 (candidato)
PINE4,DIVO11,SMALL11,Financial Services,65.41,63.72,75.0,14.09,,0.4,,64.18,74.18,44.14,74.66,False,25,Não,,,False,4,6,False,,True,,False,False,True,,True,True,6,8,True,True,False,,True,,True,False,True,True,True,,True,2906463232.0,4.7,1.57,8.44,8.57,33.43,18.92,0.0,39.51,,,,,,0.31,40.29,76.3,3.73,1.87,,95.52,4.47,5.92,15.72,94.7,-26.7,-9.7,11.91,11.45,-36.3,47.7,-8.2,10.01,15.72,-23.56,1.13,0.41,-0.07,11.520000457763672,False,False,False,7.054618533593199,13.086317379815382,32.47659703518482,20.116156246839708,57.779716241863795,12.77531889407378,29.6578735189235,,10.972084935827453,12.77531889407378,11.497787004666403,3,True,4.6,-0.19282510602939285,-4.756210938923722,n/d,n/d,,,,False,False,,,Em Baixa,11.15999984741211,3.2258119648186367,-27.158034885702918,False,False,False,sem sinal (Em Baixa)
INTB3,SMALL11+AUVP11,SMALL11,Tecnologia de informação,65.12,66.02,60.0,,,0.5,,71.21,54.49,78.16,47.26,False,26,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$13.81, preço 10.0% acima do pescoço; falta fechar acima e segurar",False,5,8,False,,True,,False,False,True,True,True,True,6,10,True,True,True,False,False,True,True,False,True,True,True,-0.17,True,4970336768.0,8.13,1.47,8.12,4.3,18.07,19.14,17.52,13.1,6.44,-1.0,-0.8,2.64,0.26,0.69,34.94,14.3,7.65,5.97,1.67,43.4,56.17,9.95,15.19,52.6,0.0,10.2,12.69,12.65,-17.9,37.4,33.5,10.4,15.19,18.14,1.04,0.48,0.08,15.1899995803833,False,False,True,4.663444434590999,8.650689426166304,24.756149377623455,20.842273028714338,29.99473247623519,16.69375551878737,18.79733588336404,14.842934609421398,19.22541004575887,18.79733588336404,16.917602295027635,7,True,6.4,11.37329007484238,26.566231579011944,n/d,n/d,,,,False,False,,,Em Alta,14.930000305175781,1.7414552571535236,-2.9954091745174494,False,False,False,sem sinal (Em Alta)
ALPA4,SMALL11,SMALL11,Consumo discricionário,64.23,63.21,70.0,,,0.9,,74.7,40.71,58.4,77.4,False,27,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$12.73, preço 11.8% acima do pescoço; falta fechar acima e segurar",False,6,8,False,,False,,False,False,True,True,True,True,7,10,True,True,True,False,True,True,True,False,True,False,True,0.19,True,9665257472.0,13.64,2.64,12.82,8.78,19.37,-7.05,17.96,14.52,8.69,0.82,0.64,1.91,0.39,0.15,119.81,92.8,11.42,7.61,0.98,45.48,54.52,8.0,16.06,78.0,-11.4,15.0,11.94,11.66,-31.7,41.6,21.3,10.97,16.06,5.94,1.08,0.45,0.07,14.229999542236328,False,False,False,8.927829262824957,16.561123282540297,13.823130053858602,11.24830274042791,31.297652952132687,10.329989999999999,12.623386690693518,6.468533120636318,11.426042164425946,11.24830274042791,10.123472466385119,7,True,4.8,-28.858237582246925,-19.704550021157097,n/d,n/d,,,,False,False,,,Em Alta,14.989999771118164,-5.070048302109775,-12.26880305401572,False,False,False,sem sinal (Em Alta)
CEAB3,BOVA11+SMALL11,BOVA11,Consumo discricionário,63.85,63.35,66.66666666666667,,,0.9,,58.99,87.6,43.36,62.33,False,28,Não,,,False,5,8,False,,False,,False,,True,True,False,True,6,9,True,True,True,False,False,True,True,False,False,False,True,0.51,True,2817123328.0,4.81,0.71,5.95,6.49,14.79,7.33,14.93,7.02,2.15,1.94,1.82,1.67,0.72,0.47,31.2,-9.5,5.09,5.91,0.81,60.22,39.78,7.28,17.96,29.0,-47.7,-9.7,12.03,12.53,-59.5,52.6,-24.3,7.28,13.6,-39.66,1.79,0.59,0.12,9.390000343322754,False,False,False,4.3508499559490845,8.070826668285552,25.86642506216767,24.102115019773887,32.527513545043576,9.563210218899743,17.701008191297127,108.51436156988416,,,,5,False,24.9,,,n/d,n/d,,,,False,False,,,Lateral,8.770000457763672,7.069553628246683,-48.04710067978593,False,False,False,sem sinal (Lateral)
MULT3,BOVA11+SMALL11,BOVA11,Imobiliário,62.7,61.41,70.0,,,0.8,,85.81,40.39,43.28,40.41,False,29,Não,,,False,7,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,True,True,True,True,False,True,True,True,0.74,True,14451501056.0,10.49,2.15,3.96,3.71,20.52,17.07,18.7,43.42,7.74,2.13,1.59,1.64,0.75,0.84,38.92,62.0,11.32,10.89,0.29,52.11,47.88,25.88,35.12,13.7,-16.2,0.7,28.59,29.15,-25.0,27.3,10.9,26.35,35.12,-4.46,1.26,0.81,0.06,29.43000030517578,False,False,False,7.7989820915116885,14.46711177975418,37.17326063332498,29.395073578481696,45.57309716870356,26.401494917066593,29.5981966742251,25.758897460115012,29.766733173095876,29.395073578481696,26.45556622063353,7,True,5.8,-10.106809560648033,1.1441823460017986,2026-10-29,2026-07-01,última,,,False,False,,,Lateral,28.350000381469727,3.809523489149469,-16.57729672695978,True,False,False,sem sinal (Lateral)
SEER3,SMALL11,SMALL11,Consumo discricionário,62.23,62.62,60.0,,,0.9,,69.03,78.66,39.63,39.73,False,30,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$11.85, preço 15.1% acima do pescoço; falta fechar acima e segurar",False,6,8,False,,False,,False,False,True,True,True,False,6,10,True,True,True,False,False,True,True,True,True,False,True,0.74,True,1746472064.0,6.26,1.12,3.62,3.7,17.83,-1.1,17.04,11.85,2.82,1.79,1.47,1.64,0.92,0.46,23.18,29.3,5.48,9.65,0.47,59.3,40.7,8.0,13.64,70.5,0.0,18.3,10.64,10.65,-25.4,52.3,52.1,8.89,13.64,36.74,1.44,0.48,0.02,13.640000343322754,False,False,False,3.607100459197608,6.691171351811562,28.87060775543554,24.434837905080453,37.91298659257062,9.05503288980084,24.58114835324801,34.60621898861132,,,,5,False,10.5,,,n/d,n/d,,,,False,False,,,Em Alta,13.210000038146973,3.255112066116994,-0.872092177056838,False,False,False,sem sinal (Em Alta)
