ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
POMO3,SMALL11,SMALL11,Bens Industriais,75.03,73.57,83.33333333333333,,,0.7,79.62,78.23,48.05,85.71,11,Não,3,5,False,,True,,False,True,True,True,True,5,6,True,True,,False,False,,True,,True,,True,5226295296.0,4.21,1.29,24.26,11.85,30.91,,13.81,,1.97,0.84,0.28,4.210000038146973,3.56,6.61,13.25,8.58,26.85,8.0,7.59,6.84,4.0,62.36,90.04,n/d,2026-04-27,última,,,Em Baixa,4.989999771118164,-15.631257890747518,-37.5452682521373,True,False,False,sem sinal (Em Baixa; sem novo topo (-15.6%))
POMO4,BOVA11+SMALL11,BOVA11,Bens Industriais,73.43,71.68,83.33333333333333,,,0.7,79.62,74.41,48.05,76.43,12,Não,3,5,False,,True,,False,True,True,True,True,5,6,True,True,,False,False,,True,,True,,True,5611129344.0,4.52,1.38,22.6,9.47,30.91,,13.81,,1.97,0.84,0.3,4.519999980926514,3.06,5.67,13.25,8.58,24.47,9.17,8.58,7.72,3.0,70.84,102.82,n/d,2026-04-27,última,,,Em Baixa,5.380000114440918,-15.98513225317606,-43.15146077270641,True,False,False,sem sinal (Em Baixa; sem novo topo (-16.0%))
RIAA3,SMALL11,SMALL11,Consumo discricionário,73.08,74.21,66.66666666666667,,,0.8,79.27,83.94,43.5,88.57,13,Não,3,5,False,,False,,False,True,True,True,True,4,6,True,True,,False,False,,True,,True,,True,3896009216.0,2.58,0.73,43.46,13.09,28.02,,14.35,,1.61,0.68,0.17,7.760000228881836,7.26,13.46,39.88,26.8,84.55,26.71,26.8,24.12,3.0,210.82,244.25,2026-11-04,2026-07-01,última,,,Em Baixa,8.420000076293945,-7.83847792674377,-28.37008112858783,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.8%))
ITSA4,BOVA11,BOVA11,Financial Services,72.24,70.87,80.0,,,0.4,85.64,42.33,,75.71,14,Não,4,4,True,,True,,False,True,,True,True,4,5,True,True,,,True,,True,,True,,True,148049100800.0,8.69,1.64,73.0,9.4,18.4,,203.02,,,,2.58,13.210000038146973,8.87,12.08,14.79,16.59,19.41,11.91,12.08,10.87,3.0,-17.73,-9.85,n/d,2026-09-01,próxima,,,Lateral,13.880000114440918,-4.827089847044519,-12.227658489715232,True,False,False,sem sinal (Lateral; sem novo topo (-4.8%))
MILS3,SMALL11,SMALL11,Bens Industriais,71.96,69.95,83.33333333333333,,,0.7,85.58,59.8,57.45,50.0,15,Não,4,5,False,,True,,False,True,True,True,True,5,6,True,True,,True,False,,True,,True,,True,3554190848.0,8.67,1.88,7.69,5.73,26.26,,23.53,,2.98,0.99,0.66,15.600000381469727,6.39,11.85,23.85,18.32,34.1,22.03,21.08,18.97,4.0,21.63,41.21,n/d,2026-04-22,última,,,Lateral,15.8100004196167,-1.3282734508116123,-2.132993775809111,True,False,False,sem sinal (Lateral; sem novo topo (-1.3%))
ISAE4,BOVA11,BOVA11,Serviços públicos,71.34,69.22,83.33333333333333,,,0.0,71.7,55.43,79.4,72.14,16,Não,3,5,False,,True,,False,True,True,True,True,5,6,False,False,,True,True,,True,,True,,True,18537529344.0,7.46,0.82,9.99,8.9,13.19,,26.39,,5.28,0.79,1.69,26.270000457763672,16.71,25.51,38.38,50.42,46.91,35.59,38.38,34.55,5.0,31.5,35.47,n/d,2026-04-20,última,,,Em Baixa,28.530000686645508,-7.921486766524022,-18.019236862253795,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.9%))
BBDC3,BOVA11,BOVA11,Produtos financeiros,70.6,68.94,80.0,15.65,,0.4,72.39,64.31,66.43,70.0,17,Não,2,4,False,,True,,False,True,,True,True,4,5,False,False,,,True,,True,,True,,True,165008867328.0,6.92,0.89,137.0,8.69,13.76,,26.07,,,,1.26,15.149999618530273,9.41,16.32,27.13,28.95,31.05,17.62,16.32,14.69,3.0,-3.06,16.29,2026-11-04,2026-09-02,próxima,,,Lateral,16.50238800048828,-8.19510716823524,-16.713426245301953,True,False,False,sem sinal (Lateral; sem novo topo (-8.2%))
ITUB4,BOVA11,BOVA11,Produtos financeiros,70.41,68.72,80.0,15.95,,0.4,85.53,39.2,70.71,62.86,18,Não,4,4,True,,True,,False,True,,True,True,4,5,True,True,,,True,,True,,True,,True,449141276672.0,9.7,2.14,2.19,7.15,21.48,,32.58,,,,1.48,40.75,20.81,38.61,55.65,42.4,57.65,38.36,38.61,34.75,3.0,-14.72,-5.87,n/d,2026-09-01,próxima,,,Em Baixa,43.16999816894531,-5.60574072640605,-16.35820625379285,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.6%))
CURY3,BOVA11+SMALL11,BOVA11,Consumo discricionário,69.74,67.34,83.33333333333333,,,0.8,85.99,42.63,50.29,79.29,19,Não,4,5,False,,True,,False,True,True,True,True,5,6,True,True,,True,False,,True,,True,,True,9660371968.0,8.76,6.25,13.94,9.82,73.69,,18.37,,1.94,0.71,0.85,31.360000610351562,22.0,40.82,47.43,20.1,71.98,40.47,40.82,36.73,5.0,17.14,29.04,n/d,2026-05-18,última,,,Em Baixa,32.029998779296875,-2.0917833108953343,-23.59754312876331,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.1%))
CYRE3,BOVA11+SMALL11,BOVA11,Consumo discricionário,69.48,69.98,66.66666666666667,,,0.8,78.52,62.3,63.58,63.57,20,Não,4,5,False,,True,,False,True,True,False,True,4,6,True,True,,True,False,,True,,True,,True,7938736128.0,4.82,0.89,17.53,7.26,21.14,,20.76,,3.78,0.75,0.35,21.670000076293945,11.24,20.86,59.62,49.68,94.54,56.18,54.65,49.19,4.0,126.98,159.23,2026-08-13,2025-12-10,última,,,Em Baixa,21.829999923706055,-0.7329356297356648,-39.83087347335578,True,False,False,sem sinal (Em Baixa; sem novo topo (-0.7%))
BBDC4,BOVA11,BOVA11,Produtos financeiros,68.97,67.02,80.0,15.65,,0.4,72.39,57.2,66.43,68.57,21,Não,2,4,False,,True,,False,True,,True,True,4,5,False,False,,,True,,True,,True,,True,188206235648.0,7.9,1.03,132.0,8.32,13.76,,26.07,,,,1.68,17.309999465942383,10.29,16.24,24.68,28.83,28.54,17.07,16.24,14.61,3.0,-15.58,-1.39,n/d,2026-09-02,próxima,,,Em Baixa,18.95059585571289,-8.657228523376116,-18.498902923992844,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.7%))
PSSA3,BOVA11,BOVA11,Insurance,68.83,66.86,80.0,,1.8,0.3,66.55,49.07,100.0,46.43,22,Não,3,4,False,,True,,False,True,,True,True,4,5,True,False,,,True,,True,,True,,True,32318830592.0,8.88,2.08,4.07,5.33,24.17,,8.34,,,,0.7,50.41999816894531,19.21,35.63,75.26,55.68,102.59,43.36,35.63,32.06,3.0,-36.41,-13.99,2026-11-05,2026-06-23,última,,,Em Baixa,55.45000076293945,-9.071239900425743,-9.234925541984019,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.1%))
PETR4,BOVA11,BOVA11,Energia,68.33,71.57,50.0,,,0.9,82.9,77.97,24.21,99.29,23,Não,4,5,False,,True,,False,True,True,False,False,3,6,True,True,,True,False,,True,,True,,True,558426685440.0,4.03,1.18,9.25,39.11,25.6,,21.6,,0.74,0.83,,40.869998931884766,114.18,166.24,105.56,88.82,,118.7,109.87,98.88,4.0,141.94,190.43,n/d,2026-06-02,última,,,Em Alta,43.04999923706055,-5.063880008850452,-16.859804978609183,True,False,False,sem sinal (Em Alta; sem novo topo (-5.1%))
DIRR3,BOVA11+SMALL11,BOVA11,Consumo discricionário,68.33,68.62,66.66666666666667,,,0.8,84.98,45.37,51.95,86.43,24,Não,4,5,False,,True,,False,True,False,True,True,4,6,True,True,,True,False,,True,,True,,True,6021643776.0,7.28,2.83,22.8,12.12,42.94,,18.16,,4.26,1.3,1.45,11.579999923706055,10.03,16.45,18.63,12.1,27.28,16.9,16.45,14.8,5.0,27.83,45.91,n/d,2025-12-17,última,,,Em Baixa,12.380000114440918,-6.46203702212963,-32.900199036552195,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.5%))
LEVE3,SMALL11,SMALL11,Consumo discricionário,67.72,64.96,83.33333333333333,,,0.8,79.99,59.77,22.25,95.71,25,Não,3,5,False,,True,,True,True,False,True,True,5,6,True,True,,False,False,,True,,True,,True,4352157696.0,6.55,4.06,8.88,19.55,67.71,,12.31,,1.37,1.44,0.19,32.11000061035156,44.84,83.17,64.93,29.52,147.0,73.89,64.93,58.43,5.0,81.98,130.12,n/d,2026-04-30,última,,,Lateral,32.47999954223633,-1.139159289099212,-11.322835067066405,True,False,False,sem sinal (Lateral; sem novo topo (-1.1%))
GRND3,SMALL11,SMALL11,Consumo discricionário,67.21,67.31,66.66666666666667,,,0.8,77.8,38.49,65.18,96.43,26,Não,4,5,False,,True,,False,True,True,False,True,4,6,True,True,,True,False,,True,,True,,True,3211689472.0,5.09,1.01,29.15,19.55,17.92,,24.95,,2.05,0.02,49.3,3.559999942779541,4.97,5.01,5.04,7.44,13.76,5.62,5.03,4.53,4.0,27.11,57.8,2026-11-05,2026-04-24,última,,,Em Baixa,3.8499999046325684,-7.532466728222009,-28.40221170542636,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.5%))
PETR3,BOVA11,BOVA11,Energia,67.1,70.12,50.0,,,0.9,82.9,72.45,24.21,98.57,27,Não,4,5,False,,True,,False,True,True,False,False,3,6,True,True,,True,False,,True,,True,,True,588886179840.0,4.5,1.32,8.24,37.2,25.6,,21.6,,0.74,0.83,,45.689998626708984,121.42,176.78,105.56,88.82,,123.14,113.49,102.14,4.0,123.55,169.52,2026-08-06,2026-06-02,última,,,Em Alta,48.70000076293945,-6.180702441633368,-16.33828883951265,True,False,False,sem sinal (Em Alta; sem novo topo (-6.2%))
INTB3,SMALL11,SMALL11,Tecnologia de informação,66.34,63.34,83.33333333333333,,,0.5,68.49,52.91,75.74,41.43,28,Não,3,5,False,,True,,False,True,True,True,True,5,6,True,True,,False,False,,True,,True,,True,4816547328.0,8.04,1.46,8.17,4.3,18.59,,13.1,,2.64,0.26,0.66,14.720000267028809,4.52,8.39,24.25,20.39,30.12,20.79,22.32,20.08,4.0,36.45,41.21,n/d,2026-08-04,última,,,Lateral,15.130000114440918,-2.7098469551284587,-5.996863574759104,True,False,False,sem sinal (Lateral; sem novo topo (-2.7%))
SANB11,BOVA11,BOVA11,Produtos financeiros,66.3,63.88,80.0,14.99,,0.4,66.63,64.28,57.0,64.29,29,Não,2,4,False,,True,,True,True,,True,False,4,5,False,False,,,True,,True,,True,,True,157281763328.0,14.31,0.87,7.31,7.32,11.15,,28.66,,,,0.29,29.270000457763672,15.3,28.38,27.11,39.42,61.38,23.6,27.11,24.4,3.0,-16.64,-19.38,n/d,2026-07-22,última,,,Lateral,29.479999542236328,-0.7123442596116303,-19.718206293424966,True,False,False,sem sinal (Lateral; sem novo topo (-0.7%))
PLPL3,SMALL11,SMALL11,Consumo discricionário,66.12,68.97,50.0,,,0.8,74.97,79.87,48.11,56.43,30,Não,3,5,False,,True,,False,True,False,False,True,3,6,True,True,,False,False,,True,,True,,True,1424679296.0,4.2,1.34,21.35,6.32,37.97,,9.85,,2.87,1.28,0.28,7.019999980926514,3.17,5.88,22.13,14.04,35.61,14.02,14.04,12.63,3.0,79.98,99.65,n/d,2025-12-30,última,,,Em Baixa,7.929999828338623,-11.475408160289447,-59.610219642270245,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.5%))
EVEN3,SMALL11,SMALL11,Consumo discricionário,66.1,66.0,66.66666666666667,,,0.8,55.0,81.31,67.81,73.57,31,Não,2,5,False,,True,,False,True,True,False,True,4,6,False,True,,False,False,,True,,True,,True,904719168.0,2.29,0.46,20.09,9.08,12.19,,11.31,,4.53,0.65,0.24,4.559999942779541,2.96,5.49,26.37,20.99,37.28,28.21,26.37,23.73,3.0,420.41,518.74,n/d,2026-06-02,última,,,Em Baixa,5.110000133514404,-10.763212844704961,-46.548229326958726,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.8%))
TGMA3,SMALL11,SMALL11,Bens Industriais,65.54,62.4,83.33333333333333,,,0.7,69.56,36.68,69.3,80.71,32,Não,3,5,False,,True,,False,True,True,True,True,5,6,True,True,,False,False,,True,,True,,True,2207596544.0,9.27,2.22,14.87,10.07,25.56,,10.14,,2.22,0.23,5.48,33.47999954223633,24.08,27.85,29.82,34.99,42.45,31.84,29.82,26.84,5.0,-19.83,-4.9,n/d,2026-08-07,última,,,Em Alta,33.290000915527344,0.5707378236218696,-15.317907833418221,True,False,False,sem sinal (Em Alta; sem novo topo (+0.6%))
VIVA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,65.49,62.34,83.33333333333333,,,0.8,75.17,52.01,71.81,11.43,33,Não,4,5,False,,True,,False,True,True,True,True,5,6,True,True,,True,False,,True,,True,,True,5085970944.0,8.69,1.68,6.28,1.97,19.7,,18.56,,4.19,0.38,0.58,21.6299991607666,3.04,5.64,32.99,26.87,42.25,34.04,32.99,29.69,3.0,37.28,57.37,n/d,2025-12-22,última,,,Em Baixa,23.350000381469727,-7.366172131063841,-39.73503176095192,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.4%))
EZTC3,SMALL11,SMALL11,Consumo discricionário,65.18,64.92,66.66666666666667,,,0.8,66.6,64.06,70.36,48.57,34,Não,3,5,False,,True,,False,True,True,False,True,4,6,False,True,,True,False,,True,,True,,True,2984383232.0,5.12,0.58,3.52,5.5,10.55,,36.95,,3.06,0.34,0.68,10.760000228881836,4.22,7.84,27.82,29.62,27.46,28.3,27.82,25.04,3.0,132.74,163.03,2026-11-05,2026-08-14,próxima,,,Em Baixa,12.0600004196167,-10.77943735905924,-35.14712749925304,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.8%))
MULT3,BOVA11+SMALL11,BOVA11,Imobiliário,65.18,61.98,83.33333333333333,,,0.8,88.2,42.63,41.35,33.57,35,Não,5,5,True,,True,,False,True,True,True,True,5,6,True,True,,True,True,,True,,True,,True,13646185472.0,9.93,2.1,4.1,3.71,21.9,,43.42,,1.64,0.75,0.72,27.790000915527344,7.36,13.65,37.1,28.84,49.14,32.18,32.97,29.67,4.0,6.78,15.8,2026-10-29,2026-07-01,última,,,Em Baixa,29.219999313354492,-4.89390291386349,-21.226054091124226,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
VLID3,SMALL11,SMALL11,Bens Industriais,65.17,64.9,66.66666666666667,,,0.7,57.04,77.39,65.48,67.86,36,Não,2,5,False,,True,,False,True,True,False,True,4,6,False,True,,False,False,,True,,True,,True,1332479744.0,5.49,0.78,10.96,8.3,13.44,,11.15,,2.3,0.41,0.75,17.030000686645508,10.1,18.73,41.07,39.05,48.4,36.81,40.06,36.06,4.0,111.73,116.17,2026-11-04,2026-08-12,próxima,,,Lateral,18.65999984741211,-8.73525816771462,-26.2084771073389,True,False,False,sem sinal (Lateral; sem novo topo (-8.7%))
CMIG4,BOVA11,BOVA11,Serviços públicos,64.27,60.91,83.33333333333333,,,0.0,63.45,60.68,38.44,95.0,37,Não,3,5,False,,True,,True,True,True,False,True,5,6,True,True,,False,False,,True,,True,,True,31238647808.0,6.39,1.08,11.73,17.42,17.04,,11.15,,0.93,0.69,,10.920000076293945,13.59,19.79,17.78,19.71,,17.72,18.75,16.87,4.0,54.51,62.26,2026-08-13,2026-06-24,última,,,Em Alta,11.279999732971191,-3.1914863936120086,-18.114255608932794,True,False,False,sem sinal (Em Alta; sem novo topo (-3.2%))
KEPL3,SMALL11,SMALL11,Bens Industriais,63.91,66.36,50.0,,,0.7,65.17,63.28,59.66,92.86,38,Não,3,5,False,,True,,False,True,True,False,False,3,6,True,True,,False,False,,True,,True,,True,1058604224.0,7.19,1.34,8.83,16.53,19.63,,10.19,,2.02,0.42,,6.110000133514404,7.21,10.5,8.84,9.35,,8.98,9.09,8.18,4.0,33.95,46.91,n/d,2025-12-16,última,,,Em Baixa,6.489999771118164,-5.855156409940665,-41.80952253795805,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.9%))
LOGG3,SMALL11,SMALL11,Imobiliário,63.22,59.67,83.33333333333333,,,0.8,71.29,51.44,29.01,89.29,39,Não,3,5,False,,True,,True,True,True,True,False,5,6,False,False,,True,True,,True,,True,,True,2207587584.0,5.49,0.59,45.23,13.22,11.02,,149.65,,0.45,0.63,1.81,25.25,23.84,31.33,43.18,66.55,74.72,47.93,43.18,38.86,5.0,53.91,89.8,2026-11-05,2026-06-12,última,,,Em Baixa,26.549999237060547,-4.896419112682715,-12.020908262115682,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
RECV3,BOVA11+SMALL11,BOVA11,Energia,62.89,65.17,50.0,,,0.9,61.34,77.91,51.52,77.86,40,Pivô de alta,2,5,False,,True,,False,True,True,False,False,3,6,False,False,,True,False,,True,,True,,True,2997482496.0,5.59,0.71,13.55,9.76,12.35,,17.93,,2.18,0.77,1.0,10.229999542236328,7.13,12.57,23.05,24.28,28.13,22.01,23.66,21.3,4.0,108.19,115.11,n/d,2026-05-19,última,"A Petrorecôncavo (RECV3) apresenta um cenário de valuation bastante descontado que contrasta diretamente com seus indicadores operacionais recentes, uma vez que seu múltiplo preço/lucro de 6,01 e a relação preço/valor patrimonial de 0,68 sugerem uma barganha de preço, embora o retorno sobre o patrimônio líquido de 11,3% (abaixo da média setorial de 13,8%) e o retorno sobre o capital investido de 10,2% (abaixo dos pares de 13,0%) revelem uma qualidade de rentabilidade inferior à do setor de energia. Essa rentabilidade mais modesta convive com uma estrutura de endividamento equilibrada, medida pela relação dívida/patrimônio de 0,77, e uma sólida liquidez corrente de 2,18, o que garante fôlego financeiro mesmo diante de uma expressiva contração histórica de receita, cujo crescimento anual composto nos últimos cinco anos foi negativo em 45,6%, posicionando-se muito abaixo da expansão média de 31,9% observada em seus pares. O expressivo dividendo distribuído, com um rendimento de 13,34%, mostra-se atraente, mas sua sustentabilidade futura exige cautela, dado que o checklist de critérios fundamentalistas revela fragilidades importantes ao atender apenas dois dos sete requisitos avaliados, falhando em superar a taxa Selic e a média do setor em termos de retornos, além de registrar vendas recentes por parte de iniciados. Sob a ótica do valuation, as estimativas de preço-teto apresentam uma dispersão acentuada entre os métodos analíticos, variando desde os conservadores R$ 7,13 pelo método de Bazin até os otimistas R$ 24,53 pelo modelo de Lynch, resultando em uma média de R$ 19,70 e um preço-teto ajustado com margem de segurança de R$ 19,38, o que projeta um expressivo potencial de valorização de 89,5% frente ao preço atual de R$ 10,23. Em um balanço final, o ativo traz como pontos positivos o seu valuation extremamente atrativo por múltiplos, a robusta liquidez de curto prazo, a margem líquida saudável de 17,93% e o elevado retorno via proventos, enquanto os fatores contrários residem no encolhimento severo de sua receita no longo prazo, na rentabilidade abaixo da média de seus pares e no fraco desempenho no checklist qualitativo de investimentos.",Pivô de alta,Em Alta,10.890000343322754,-6.060613225702127,-28.163128924980096,True,True,True,Pivô de alta
BPAC11,BOVA11,BOVA11,Produtos financeiros,62.01,58.84,80.0,15.65,,0.4,88.56,15.95,66.43,17.14,41,Não,4,4,True,,True,,False,True,,True,True,4,5,True,True,,,True,,True,,True,,True,181652979712.0,87.8,3.49,1.72,2.48,24.84,,38.77,,,,2.23,53.90999984741211,9.57,17.74,8.14,14.61,18.42,11.81,9.57,8.61,3.0,-84.03,-78.08,n/d,2026-08-11,próxima,,,Lateral,57.119998931884766,-5.6197464014321135,-17.694656721508228,True,False,False,sem sinal (Lateral; sem novo topo (-5.6%))
ALUP11,SMALL11,SMALL11,Serviços públicos,60.26,62.07,50.0,,,0.0,69.35,51.29,67.68,45.0,42,Não,2,5,False,,True,,False,True,False,False,True,3,6,False,False,,True,False,,True,,True,,True,15249531904.0,7.68,1.14,2.58,4.6,12.68,,25.17,,3.3,1.14,0.94,32.060001373291016,10.53,19.54,55.29,51.43,53.41,53.38,53.41,48.07,3.0,49.93,66.49,n/d,2026-05-15,última,,,Em Baixa,33.709999084472656,-4.894683346169693,-13.046444835611426,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
HYPE3,BOVA11+SMALL11,BOVA11,Cuidados de saúde,60.18,59.04,66.66666666666667,,,0.2,65.36,53.26,62.97,37.14,43,Pivô de alta,3,5,False,,True,,False,True,True,True,False,4,6,False,True,,True,False,,True,,True,,True,15206233088.0,8.24,1.08,4.93,3.87,12.95,,19.49,,1.96,0.62,0.93,21.600000381469727,5.97,11.08,34.71,34.4,33.25,34.12,34.4,30.96,3.0,43.34,57.97,2026-10-27,2026-06-29,última,"A Hypera (HYPE3) apresenta-se como um caso de estudo interessante no setor de saúde, onde a eficiência no uso do capital próprio se destaca com um ROE de 12,1%, posicionando-se acima da média setorial de 8,9%, embora o retorno sobre o capital investido (ROIC) de 10,7% fique ligeiramente abaixo dos 12,4% dos seus pares. Essa sólida rentabilidade convive com múltiplos de valuation bastante atrativos, evidenciados pelo P/L de 8,71 e pelo P/VP de 1,05, o que sugere uma relação de qualidade versus preço altamente favorável para o investidor focado em valor. No âmbito financeiro, a companhia demonstra um perfil de endividamento equilibrado, com uma relação dívida/patrimônio de 0,62 e uma confortável liquidez corrente de 1,96, garantindo que a operação permaneça saudável e menos exposta a riscos de crédito. O dividendo atual de 4,87% mostra-se sustentável e coerente com a forte margem líquida de 19,49%, embora o crescimento de longo prazo acenda um sinal de alerta, dado que o CAGR de receita de cinco anos de 86,7% ficou significativamente abaixo da média do setor de 208,6%. Essa perda de tração frente aos concorrentes reflete-se no checklist de critérios fundamentais da empresa, que atendeu a apenas 3 dos 7 requisitos analisados, penalizado principalmente pelo crescimento inferior aos pares, pela ausência de vendas de insiders e por retornos que não superam a taxa Selic. No campo do valuation, as estimativas de preço-teto revelam uma enorme dispersão entre os métodos de fluxo de caixa e ativos frente aos de dividendos, variando desde os conservadores R$ 5,97 por Bazin até os R$ 33,88 por Graham. Tomando como referência a média de R$ 32,08 e o preço-teto ajustado com margem de segurança de R$ 29,57, o papel projeta um upside expressivo de 36,9% em relação à cotação atual de R$ 21,60, corroborado por uma tendência gráfica de curto prazo em alta com pivô de alta armado. Em suma, os principais prós da tese residem no valuation descontado, na excelente margem líquida e no robusto potencial de valorização perante os modelos matemáticos, enquanto os contras concentram-se no crescimento histórico abaixo da média setorial e no fraco desempenho no checklist de qualidade e governança.",Pivô de alta,Em Alta,21.649999618530273,-0.2309433623165158,-19.416687525219388,True,True,True,Pivô de alta
AXIA3,BOVA11,BOVA11,Serviços públicos,60.09,55.99,83.33333333333333,,,0.0,63.25,38.72,68.86,40.71,44,Não,2,5,False,,True,,False,True,True,True,True,5,6,False,False,,True,False,,True,,True,,True,120898387968.0,10.14,1.23,6.87,4.28,10.01,,27.05,,2.05,0.63,1.79,53.04999923706055,16.21,28.76,66.31,71.17,52.0,54.56,59.15,53.24,4.0,0.35,2.85,2026-11-04,2025-11-17,última,,,Em Baixa,53.709999084472656,-1.2288211853701436,-21.80129407313872,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.2%))
TIMS3,BOVA11,BOVA11,Comunicação,60.09,55.99,83.33333333333333,,,0.4,69.46,42.1,34.61,72.86,45,Não,5,5,True,,True,,False,True,True,True,True,5,6,True,True,,True,True,,True,,True,,True,44811419648.0,10.42,1.84,8.46,8.95,17.25,,15.78,,0.85,0.66,8.94,18.760000228881836,11.99,13.23,14.19,20.35,18.2,15.59,14.19,12.77,5.0,-31.93,-16.89,2026-07-27,2026-06-23,última,,,Em Baixa,22.670000076293945,-17.247462877165155,-33.82630092564565,True,False,False,sem sinal (Em Baixa; sem novo topo (-17.2%))
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,60.02,55.9,83.33333333333333,,,0.8,56.73,58.62,56.79,43.57,46,Não,3,5,False,,True,,False,True,True,True,True,5,6,True,True,,False,False,,True,,True,,True,11910299648.0,8.37,1.17,6.8,4.35,14.48,,9.37,,1.78,0.28,0.91,12.390000343322754,3.85,7.15,19.61,18.8,20.06,19.49,19.61,17.65,3.0,42.45,57.32,2026-11-05,2026-06-24,última,,,Em Baixa,13.899999618530273,-10.863304436314658,-28.469941411042765,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.9%))
TAEE11,BOVA11+SMALL11,BOVA11,Serviços públicos,59.94,61.7,50.0,,,0.0,84.51,20.95,50.38,83.57,47,Não,4,5,False,,True,,False,True,False,False,True,3,6,True,True,,True,False,,True,,True,,True,40564875264.0,39.25,1.7,8.34,10.68,20.56,,33.52,,2.29,1.49,,39.25,29.95,43.6,10.4,22.8,,32.12,29.95,26.95,3.0,-31.33,-18.17,n/d,2026-05-12,última,,,Em Baixa,41.59000015258789,-5.62635283482269,-11.82997062940927,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.6%))
CPFE3,BOVA11,BOVA11,Serviços públicos,59.64,55.46,83.33333333333333,,,0.0,73.22,39.07,22.64,82.14,48,Não,3,5,False,,True,,True,True,False,True,True,5,6,True,True,,False,False,,True,,True,,True,51620999168.0,8.96,2.12,8.33,10.17,24.76,,12.79,,1.15,1.43,4.08,44.79999923706055,32.55,39.45,43.29,48.71,61.84,45.17,43.29,38.96,5.0,-13.03,0.82,2026-08-13,2026-04-30,última,,,Lateral,47.189998626708984,-5.0646311913552955,-15.458677600321579,True,False,False,sem sinal (Lateral; sem novo topo (-5.1%))
SUZB3,BOVA11,BOVA11,Materiais,59.38,66.92,16.666666666666668,,,1.0,85.59,70.76,40.73,25.71,49,Não,4,5,False,,False,,False,True,False,False,False,1,6,True,True,,True,False,,True,,True,,True,51478097920.0,4.54,1.07,2.69,3.06,26.3,,22.96,,3.52,2.02,0.3,41.70000076293945,9.12,16.92,121.77,89.64,166.0,125.8,121.77,109.59,3.0,162.81,201.68,2026-08-12,2026-04-30,última,,,Em Alta,43.099998474121094,-3.2482546653041178,-30.085105586198146,True,False,False,sem sinal (Em Alta; sem novo topo (-3.2%))
