ticker,origem,setor,investment,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,roe_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,market_cap,pl,pvp,dy,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_upside_pct,teto_upside_media_pct,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
PETR3,BOVA11,Energy,64.7,82.65,64.4,34.52,63.64,21,Não,5,7,False,True,True,True,True,False,,True,False,620592496640.0,5.82,1.41,6.11,24.17,16.79,21.6,,0.74,0.83,,48.150001525878906,49.03,29.85,83.94,79.73,,60.64,64.38,33.71,25.94,,Em Alta,49.040000915527344,-1.814843745989081,-11.833844580588849,True,False,False,sem sinal (-1.8% do topo; Em Alta)
ENJU3,SMALL11,Consumer Cyclical,63.41,6.72,94.04,90.36,98.48,22,Não,2,7,False,False,False,False,False,True,,False,True,159914016.0,-8.51,0.5,27.62,-5.92,-14.95,-6.61,,2.42,0.03,-2.75,0.7799999713897705,3.59,1.99,,,,2.79,2.79,257.86,257.86,,Em Baixa,0.9900000095367432,-21.212124861012803,-27.087428180438,False,False,False,sem sinal (-21.2% do topo; Em Baixa)
VIVA3,BOVA11,Consumer Cyclical,62.67,78.42,37.93,90.23,38.64,23,Não,5,7,False,True,True,True,True,False,,True,False,5314052608.0,9.22,1.78,3.05,19.31,17.48,18.97,,4.14,0.41,,22.600000381469727,11.49,6.99,24.87,26.46,,17.45,18.18,-19.56,-22.77,,Em Baixa,23.520000457763672,-3.9115648740995823,-37.0324383709557,True,False,False,sem sinal (-3.9% do topo; Em Baixa)
FESA4,SMALL11,Basic Materials,62.58,31.76,64.18,94.0,89.39,24,Rompimento,1,7,False,False,False,False,False,False,,True,False,2087424256.0,13.26,0.65,11.57,4.93,4.41,7.06,,3.27,0.12,,6.159999847412109,11.88,7.23,4.71,9.95,,8.44,8.59,39.48,37.08,Rompimento,Lateral,6.099999904632568,0.983605634714424,-30.78651560179102,True,True,True,Rompimento
KEPL3,SMALL11,Industrials,62.26,68.03,45.33,73.7,67.42,25,Não,5,7,False,True,True,True,False,False,,True,True,1100186112.0,7.73,1.44,6.8,18.67,13.9,10.19,,2.02,0.42,,6.349999904632568,7.2,4.38,8.33,9.03,,7.24,7.77,22.3,13.94,,Em Baixa,6.550000190734863,-3.053439393562163,-39.52381043207078,True,False,False,sem sinal (-3.1% do topo; Em Baixa)
LEVE3,SMALL11,Consumer Cyclical,61.79,85.53,46.49,28.72,81.06,26,Rompimento,6,7,False,True,True,True,False,True,,True,True,4402307072.0,6.6,4.09,8.82,62.01,33.17,12.31,,1.37,1.44,0.19,32.47999954223633,47.75,36.81,63.23,29.65,147.64,65.01,47.75,47.0,100.17,Rompimento,Em Baixa,32.34000015258789,0.43289854356181046,-10.30102081343549,True,True,True,Rompimento
MDIA3,SMALL11,Consumer Defensive,61.08,41.57,65.0,89.4,60.98,27,Não,2,7,False,False,False,False,False,True,,True,False,5879222272.0,8.53,0.71,6.03,8.33,9.09,6.67,,2.65,0.21,0.16,17.520000457763672,17.61,13.57,26.39,33.77,61.62,30.59,26.39,50.63,74.61,,Em Baixa,18.008699417114258,-2.7136826931886016,-39.5192605242667,True,False,False,sem sinal (-2.7% do topo; Em Baixa)
JBSS3,BOVA11,,61.05,70.83,75.41,,9.47,28,Não,3,4,False,True,True,False,,,,,True,,3.69,0.84,0.0,22.87,11.19,,,,,,,,,,,,,,,,,,,,,True,False,False,histórico insuficiente
TEND3,SMALL11,Real Estate,60.6,76.74,52.18,56.89,44.7,29,Não,4,7,False,True,True,False,False,True,,True,False,3903264512.0,6.44,2.86,3.89,44.45,12.59,13.44,,2.0,1.07,0.05,31.860000610351562,20.66,15.92,63.56,35.21,148.42,56.75,35.21,10.53,78.14,,Em Baixa,34.599998474121094,-7.91906931966746,-16.025298461864534,True,False,False,sem sinal (-7.9% do topo; Em Baixa)
SANB11,BOVA11,Financial Services,60.56,54.63,59.89,,75.76,30,Rompimento,3,6,False,True,False,False,,True,,True,False,156368273408.0,7.0,1.1,7.98,15.69,0.0,28.66,,,,0.14,29.100000381469727,38.7,29.84,53.41,49.74,124.71,59.28,49.74,70.94,103.72,Rompimento,Lateral,28.93000030517578,0.5876255599746028,-20.184491264342174,True,True,True,Rompimento
SEER3,SMALL11,Consumer Defensive,60.47,69.31,70.75,40.55,45.83,31,Rompimento,5,7,False,True,True,True,False,True,,True,False,1581299840.0,6.37,1.11,3.91,17.4,16.63,10.92,,1.56,1.16,0.09,12.350000381469727,8.05,6.2,24.91,22.03,58.16,23.87,22.03,78.39,93.29,Rompimento,Em Alta,12.210000038146973,1.146603954835057,-12.597308694654751,True,True,True,Rompimento
ITSA4,BOVA11,Industrials,60.46,62.88,27.84,88.03,83.33,32,Não,4,7,False,True,True,False,True,False,,True,False,152980324352.0,9.16,1.73,9.43,18.83,0.36,203.02,,2.38,0.13,0.82,13.649999618530273,21.45,16.54,19.15,16.26,30.74,20.83,19.15,40.27,52.59,,Em Alta,13.930000305175781,-2.010055136477429,-9.304131364638668,True,False,False,sem sinal (-2.0% do topo; Em Alta)
PGMN3,SMALL11,Healthcare,59.93,46.38,77.46,50.02,69.7,33,Não,2,7,False,False,False,False,False,True,,True,False,2549322752.0,7.16,0.69,7.26,9.61,12.78,2.0,,1.73,1.07,0.01,3.5399999618530273,4.28,3.3,6.35,7.55,14.83,7.27,6.35,79.45,105.23,,Em Baixa,3.630000114440918,-2.479342968333542,-53.54330688952109,True,False,False,sem sinal (-2.5% do topo; Em Baixa)
B3SA3,BOVA11,Financial Services,59.59,91.86,25.97,,51.52,34,Não,5,6,False,True,True,True,,True,,True,False,78473289728.0,15.9,4.32,4.95,27.15,21.56,46.96,,,,0.41,15.699999809265137,12.95,9.99,12.69,8.99,29.62,14.85,12.69,-19.19,-5.44,,Em Alta,16.0,-1.8750011920928955,-21.62081832816336,True,False,False,sem sinal (-1.9% do topo; Em Alta)
PSSA3,BOVA11,Financial Services,59.5,78.31,38.51,,57.58,35,Não,5,6,False,True,True,True,,True,,True,False,34773831680.0,9.48,2.25,5.58,23.7,77.55,8.31,,,,0.26,54.25,50.45,38.89,73.53,55.72,171.68,78.05,55.72,2.71,43.88,,Lateral,55.45000076293945,-2.1641131585727336,-2.3402326821154062,True,False,False,sem sinal (-2.2% do topo; Lateral)
BBDC3,BOVA11,Financial Services,59.41,51.05,59.09,,79.55,36,Não,1,6,False,False,False,False,,False,,True,False,180995014656.0,7.21,0.99,8.63,13.7,0.0,25.36,,,,,15.949999809265137,22.94,13.97,22.45,28.32,,21.92,22.69,42.28,37.42,,Em Alta,16.50238800048828,-3.347322770539629,-12.308965529329141,True,False,False,sem sinal (-3.3% do topo; Em Alta)
CMIN3,BOVA11,Basic Materials,59.26,82.01,32.59,31.75,96.21,37,Não,5,7,False,True,True,True,False,False,,True,True,31928393728.0,13.96,4.4,19.01,31.49,21.67,12.51,,1.37,1.31,,5.909999847412109,18.72,11.4,4.3,3.58,,9.5,7.85,32.78,60.73,,Em Alta,5.980000019073486,-1.1705714287309044,-7.26305322256896,True,False,False,sem sinal (-1.2% do topo; Em Alta)
MULT3,BOVA11,Real Estate,58.99,87.29,36.3,53.36,45.83,38,Não,5,7,False,True,False,True,True,True,,True,False,14274723840.0,10.63,2.18,3.91,20.52,18.7,43.42,,1.64,0.75,0.17,29.06999969482422,18.94,14.6,35.14,28.64,82.04,35.87,28.64,-1.46,23.41,,Em Baixa,29.739999771118164,-2.2528583774389044,-17.597759648606093,True,False,False,sem sinal (-2.3% do topo; Em Baixa)
GMAT3,SMALL11,Consumer Cyclical,58.78,54.87,72.2,61.72,37.12,39,Não,3,7,False,True,True,False,False,False,,True,False,9096800256.0,5.28,0.84,3.0,15.83,10.88,4.49,,1.71,0.56,,3.950000047683716,1.98,1.2,7.59,8.9,,4.92,4.78,21.08,24.46,,Lateral,4.03000020980835,-1.98511558212644,-47.922247402485276,True,False,False,sem sinal (-2.0% do topo; Lateral)
LOGG3,SMALL11,Real Estate,58.54,55.29,56.55,37.84,97.73,40,Não,3,7,False,False,False,False,True,True,,True,False,2260919552.0,5.61,0.6,27.06,10.75,2.79,149.65,,0.45,0.63,0.1,25.860000610351562,116.63,89.91,59.23,66.86,138.29,94.18,89.91,247.68,264.2,,Em Baixa,26.549999237060547,-2.598864958707159,-9.895470651886551,True,False,False,sem sinal (-2.6% do topo; Em Baixa)
COGN3,BOVA11,Consumer Defensive,58.44,45.49,74.65,60.83,53.03,41,Não,2,7,False,False,False,False,False,True,,True,False,4522778112.0,7.16,0.35,5.09,4.94,10.12,8.92,,1.65,0.49,0.13,2.259999990463257,1.92,1.48,4.06,6.77,9.47,4.74,4.06,79.45,109.66,,Em Baixa,2.3299999237060547,-3.004289078750577,-52.186949300984885,True,False,False,sem sinal (-3.0% do topo; Em Baixa)
IGTI11,BOVA11,Real Estate,58.37,75.94,42.92,75.81,25.0,42,Não,3,6,False,True,False,False,True,True,,,False,,10.53,1.54,1.16,14.63,12.57,46.59,,2.82,0.81,0.09,25.56999969482422,4.94,3.81,31.2,30.12,72.85,28.58,30.12,17.79,11.79,,Em Baixa,26.541290283203125,-3.6595454780643966,-15.961681674728256,True,False,False,sem sinal (-3.7% do topo; Em Baixa)
TAEE11,BOVA11,Utilities,58.25,75.63,31.26,53.48,78.03,43,Não,7,7,True,True,True,True,True,True,,True,True,41226313728.0,8.79,1.73,8.19,19.7,10.69,33.52,,2.29,1.49,,39.88999938964844,54.45,33.15,46.05,48.52,,45.54,47.28,18.53,14.17,,Em Baixa,41.59000015258789,-4.087522858144721,-10.392295088454794,True,False,False,sem sinal (-4.1% do topo; Em Baixa)
HYPE3,BOVA11,Healthcare,58.21,62.78,49.68,68.58,50.76,44,Não,3,7,False,False,True,False,True,False,,True,False,15163994112.0,9.0,1.07,4.89,11.91,10.63,19.49,,1.96,0.62,0.1,21.540000915527344,17.56,13.53,30.75,32.92,71.8,33.31,30.75,42.76,54.66,,Lateral,21.649999618530273,-0.5080771590812438,-19.640534332083416,True,False,False,sem sinal (-0.5% do topo; Lateral)
ABCB4,SMALL11,Financial Services,58.15,54.7,48.82,,84.85,45,Não,1,6,False,False,False,False,,False,,True,False,6174486528.0,6.21,0.88,10.56,14.08,0.0,41.54,,,,2.96,23.959999084472656,42.17,21.26,32.42,48.62,48.85,38.66,42.17,76.0,61.37,,Lateral,24.09000015258789,-0.5396474358314585,-12.325604124022549,True,False,False,sem sinal (-0.5% do topo; Lateral)
BMGB4,SMALL11,Financial Services,57.83,52.34,57.91,,70.45,46,Rompimento,1,6,False,False,False,False,,False,,True,False,3520618240.0,5.9,0.83,7.49,13.98,0.0,28.17,,,,0.69,5.460000038146973,6.82,5.25,11.89,11.7,14.89,10.11,11.7,114.35,85.18,Rompimento,Lateral,5.400000095367432,1.111110031850071,-6.2207223226564246,True,True,True,Rompimento
BBDC4,BOVA11,Financial Services,56.78,51.05,52.46,,78.79,47,Não,1,6,False,False,False,False,,False,,True,False,198100385792.0,8.26,1.13,8.28,13.7,0.0,25.36,,,,,18.219999313354492,25.14,15.31,22.38,28.29,,22.78,23.76,30.42,25.03,,Em Alta,18.950593948364258,-3.8552598245757186,-14.208401168223507,True,False,False,sem sinal (-3.9% do topo; Em Alta)
BBSE3,BOVA11,Financial Services,56.47,69.17,25.76,,88.26,48,Pivô de alta,4,6,False,True,True,False,,False,,True,True,81668325376.0,8.74,7.37,11.29,84.38,0.0,98.33,,,,,42.06999969482422,79.16,48.19,48.84,24.86,,50.26,48.52,15.32,19.48,Pivô de alta,Em Alta,42.58000183105469,-1.197750385859564,-1.797386683055735,True,True,True,Pivô de alta
CMIG4,BOVA11,Utilities,56.09,58.59,49.44,42.41,81.82,49,Não,6,7,False,True,True,True,False,True,,True,True,32268492800.0,6.67,1.12,9.37,16.75,9.62,11.15,,0.93,0.69,,11.279999732971191,17.62,10.72,17.16,19.58,,16.27,17.39,54.14,44.23,,Em Alta,11.34000015258789,-0.5291042223046771,-15.414728167395497,True,False,False,sem sinal (-0.5% do topo; Em Alta)
SMTO3,BOVA11,Basic Materials,55.03,48.12,77.15,55.3,26.52,50,Não,3,7,False,False,True,False,False,True,,True,False,4499459584.0,5.72,0.65,1.51,11.35,6.93,11.25,,2.62,1.61,0.09,13.9399995803833,3.51,2.7,31.31,34.29,73.11,28.99,31.31,124.62,107.93,,Em Baixa,16.1200008392334,-13.523580306176763,-34.85117715011583,True,False,False,sem sinal (-13.5% do topo; Em Baixa)
SUZB3,BOVA11,Basic Materials,54.86,66.41,57.8,56.6,19.7,51,Não,5,7,False,True,True,False,True,False,,True,True,53107621888.0,4.79,1.13,0.01,23.68,6.83,22.96,,3.52,2.02,,43.02000045776367,0.07,0.04,91.13,87.71,,44.74,43.89,2.03,3.99,,Em Alta,43.31999969482422,-0.6925190193304398,-27.871972790001507,True,False,False,sem sinal (-0.7% do topo; Em Alta)
