ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
GMAT3,SMALL11,SMALL11,Bens de primeira necessidade,60.55,59.47,66.66666666666667,,,0.0,,52.79,80.56,60.87,34.03,35,Não,4,8,False,,True,,False,,True,True,False,True,4,6,True,True,False,False,False,True,True,False,True,0.89,True,8290754048.0,4.91,0.78,3.23,3.24,15.83,10.88,4.49,3.6,1.92,1.71,0.56,0.37,15.9,-25.0,3.57,7.51,0.8,-52.0,-13.8,1.23,0.54,3.5999999046325684,0.8328833588124346,1.5449986305970662,9.714867359751839,8.725808969191174,12.135501072034431,4.3716568399516245,8.093969987605906,7.7410919720746865,,,,6,False,14.6,,,n/d,2025-11-21,última,,,False,False,,,Em Baixa,3.9800000190734863,-9.54774152311133,-52.53673364017555,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.5%))
TOTS3,BOVA11+SMALL11+Wishlist,BOVA11,Tecnologia de informação,60.54,58.62,71.42857142857143,,,0.5,,87.32,33.36,47.62,14.58,36,Não,6,8,False,,True,,False,False,True,True,True,True,5,7,True,True,True,True,True,False,True,False,True,1.32,True,16806077440.0,12.43,3.25,2.3,1.39,26.12,23.37,21.63,7.21,2.09,1.84,0.92,0.83,17.25,269.5,27.05,47.43,8.4,-38.2,-6.7,0.94,0.43,29.31999969482422,2.906400337822472,5.391372626660686,31.25422332714568,21.881544623435456,38.65563959387594,16.44065963660094,28.541592623280213,21.33859105881133,,,,6,False,13.3,,,2026-11-04,2026-06-16,última,"A TOTVS (TOTS3) apresenta uma sólida eficiência operacional no setor de tecnologia da informação, com um retorno sobre o patrimônio líquido (ROE) de 26,1% e um retorno sobre o capital investido (ROIC) de 23,4%, ambos significativamente acima das médias setoriais de 8,9% e 13,4%, respectivamente. Essa alta qualidade de rentabilidade convive com múltiplos de preço que sugerem um valuation atrativo, dado que o preço sobre o lucro (P/L) de 12,43 e o preço sobre o valor patrimonial (P/VP) de 3,25 refletem uma relação de preço e qualidade bastante equilibrada, reforçada por um indicador preço/lucro ao crescimento (PEG) de 0,83. No que tange à saúde financeira, a companhia concilia essa forte rentabilidade com um endividamento controlado, embora a relação dívida líquida sobre EBITDA de 2,09 esteja acima da média dos pares de 1,23, patamar que ainda é mitigado por uma confortável liquidez corrente de 1,84. O rendimento de dividendos (DY) de 2,3% mostra-se modesto, o que é coerente com uma estratégia corporativa voltada ao reinvestimento para expansão, sustentada por um expressivo crescimento composto anual (CAGR) de receita nos últimos cinco anos de 269,5%, patamar que supera com folga a média setorial de 83,6%. No checklist de critérios fundamentalistas, a empresa atende a 6 de 8 requisitos, falhando apenas na relação de endividamento comparada ao setor e na ocorrência de venda de ações por pessoas de dentro da companhia. A análise do preço-teto revela uma enorme dispersão entre os métodos de avaliação, variando desde patamares muito baixos nos modelos focados em dividendos, como Bazin a R$ 2,91 e Gordon a R$ 5,39, até valores mais generosos em modelos de fluxo de caixa descontado (DCF) a R$ 31,25 e de crescimento, como o de Lynch a R$ 38,66, situando o preço atual de R$ 29,32 próximo ao limite do fluxo de caixa. Como prós, destacam-se o crescimento exponencial frente aos pares, as margens robustas e os elevados índices de retorno sobre o capital; como contras, pesam o endividamento superior à média do setor, a pressão vendedora de insiders e o baixo retorno em proventos para o acionista.",,True,False,,,Lateral,32.5099983215332,-9.812361708416539,-38.51156818007564,True,False,False,sem sinal (Lateral)
ITSA4,BOVA11,BOVA11,Financial Services,60.42,59.32,66.66666666666667,,,0.4,,61.8,46.62,,79.86,37,Não,5,6,False,,True,,False,False,True,,True,True,4,6,True,True,True,,True,,True,False,True,,True,139531501568.0,7.8,1.51,10.36,9.4,19.36,0.38,214.29,,,,,1.51,73.3,5.2,9.45,14.81,31.8,-16.0,-7.0,1.24,0.88,12.449999809265137,8.357122449214952,13.933443452216423,19.008524209528282,17.2077793599088,23.250356672158357,17.13239036810001,9.449972427657357,,14.607870119764915,15.532916910158216,13.979625219142394,4,True,2.3,12.286148058724699,17.332291916132547,n/d,2026-09-01,próxima,,,False,False,,,Em Baixa,13.880000114440918,-10.302595773669998,-17.277393496882453,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.3%))
CYRE3,BOVA11+SMALL11,BOVA11,Consumo discricionário,59.82,60.29,57.142857142857146,,,0.9,,61.74,63.96,48.56,68.06,38,Não,4,8,False,,True,,False,False,True,True,False,True,4,7,True,True,False,True,False,False,True,False,False,0.59,True,7510110208.0,4.71,0.88,11.26,7.26,18.6,6.91,20.76,8.33,3.33,3.78,0.75,0.38,34.21,-9.4,19.83,35.31,3.4,-41.9,-12.2,1.7,0.67,20.5,10.635905585697474,19.72960486146881,57.66985138004246,47.76319063724125,84.8736725978936,28.99571038079439,45.10464685592304,4.252396332088477,,,,6,False,20.0,,,n/d,n/d,,,,False,False,,,Em Baixa,21.829999923706055,-6.092532882978874,-43.07950671649665,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.1%))
CMIG4,BOVA11,BOVA11,Serviços públicos,59.67,57.59,71.42857142857143,,,0.0,,56.1,56.61,41.65,98.61,39,Não,5,8,False,,True,,True,False,True,True,False,True,5,7,True,True,False,False,False,True,True,True,True,0.63,True,29550843904.0,6.15,1.03,10.16,17.43,16.75,9.62,11.15,6.22,2.35,0.93,0.69,,107.17,-5.8,9.45,13.28,9.3,-22.2,-9.3,0.97,0.72,10.329999923706055,12.85804848956897,18.72131860081242,17.468617757161457,19.468630702355508,,14.648087926680434,4.487131209600539,15.536134391575972,16.45013964469246,16.502376074368716,14.852138466931844,6,True,4.3,43.77675291989161,59.246270727857905,2026-08-13,2026-06-24,última,,,False,False,,,Em Baixa,11.279999732971191,-8.421984324062603,-22.538486501603185,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.4%))
TEND3,SMALL11,SMALL11,Consumo discricionário,59.46,64.07,33.333333333333336,,,0.9,,78.17,56.35,53.17,41.67,40,Não,5,8,False,,False,,False,,True,True,False,False,2,6,True,True,True,False,False,True,True,False,True,0.29,True,4097787648.0,6.86,2.58,2.55,3.86,37.61,14.39,12.08,4.7,0.47,1.96,0.79,0.46,26.46,-11.5,19.93,37.41,67.8,-10.6,4.1,1.6,0.56,33.43000030517578,9.210630150565208,17.08571892929846,64.56960700343718,37.69256815410972,91.89487269468653,23.245472670118048,58.96545243332755,30.82127931303038,,,,6,False,10.0,,,2026-11-04,2026-08-14,próxima,,,False,False,,,Em Baixa,33.630001068115234,-0.5947093564890649,-11.887186306744502,True,False,False,sem sinal (Em Baixa; sem novo topo (-0.6%))
BLAU3,SMALL11,SMALL11,Cuidados de saúde,59.43,62.36,42.857142857142854,,,0.2,,59.49,58.99,84.07,40.28,41,Rompimento,5,8,False,,True,,False,False,True,True,False,False,3,7,False,True,True,False,False,True,True,True,True,0.01,True,2148160256.0,8.33,0.83,8.9,3.81,10.02,12.24,13.82,4.48,0.05,2.66,0.25,1.22,31.77,-56.7,8.35,13.7,11.4,-32.1,-7.5,0.76,0.26,9.300000190734863,2.5339307191501854,4.700441484023593,14.792917470256533,16.776936842961955,11.890904025503358,8.102139616725136,7.77988828005213,11.786368815296525,10.832799504974178,11.786368815296525,10.607731933766873,7,True,6.6,14.061631357113713,16.481712718311204,n/d,2026-06-26,última,"A Blau Farmacêutica (BLAU3) apresenta uma sólida eficiência operacional ao registrar um ROE de 10,0% e um ROIC de 12,2%, ambos posicionados acima da média do setor de cuidados de saúde, que são de 6,2% e 10,8%, respectivamente. Essa qualidade técnica convive com múltiplos de preço bastante descontados, evidenciados por um P/L de 8,33 e um P/VP de 0,83, sugerindo que o mercado atualmente subavalia a capacidade de geração de retorno da companhia. A excelente rentabilidade é sustentada por uma estrutura de capital extremamente desalavancada, com uma relação Dívida Líquida/EBITDA de apenas 0,05, patamar muito abaixo da média setorial de 0,44, o que confere grande segurança financeira ao negócio. Esse endividamento sob controle e a robusta liquidez corrente de 2,66 garantem a sustentabilidade do expressivo dividend yield de 8,9%, mostrando-se coerente com a saúde financeira da empresa, mesmo diante de uma margem líquida de 13,82%. Por outro lado, o crescimento histórico recente acende um sinal de alerta, visto que o CAGR de receita de cinco anos contraiu 56,7%, situando-se drasticamente abaixo da média de expansão do setor, que foi de 142,3%. No checklist de critérios fundamentalistas, a empresa atende a 5 de 8 requisitos, falhando justamente nas métricas de crescimento frente aos pares, na margem líquida ideal e no retorno sobre o capital em relação à taxa Selic. Sob a ótica do valuation, os métodos de preço-teto revelam uma dispersão acentuada, variando desde os conservadores R$ 2,53 por Bazin e R$ 4,70 por Gordon até os otimistas R$ 14,79 por Fluxo de Caixa Descontado e R$ 16,78 por Graham. Tomando como referência a média de R$ 10,83 e o preço-teto ajustado com margem de segurança de R$ 10,61, o papel exibe um upside potencial de 14,1% em relação à cotação atual de R$ 9,30. Em balanço, os prós residem na forte saúde financeira, baixo endividamento e valuation atraente com bom retorno em proventos, enquanto os contras concentram-se na severa perda de receita nos últimos anos e na tendência gráfica de baixa no curto prazo.",Rompimento,False,False,,,Em Baixa,9.109999656677246,2.0856261385076458,-34.8879238159514,True,True,True,"Rompimento (vol x3.3, +2.1% do topo, MM50>MM200)"
BBDC4,BOVA11,BOVA11,Produtos financeiros,59.33,58.03,66.66666666666667,15.65,,0.4,,51.13,57.77,66.43,72.92,42,Não,3,6,False,,True,,False,False,True,,True,True,4,6,True,False,False,,True,,True,False,True,,True,182008807424.0,7.18,1.01,9.26,8.33,14.13,0.0,26.07,,,,,1.26,59.77,17.8,14.51,20.89,15.4,-19.9,-7.8,1.23,0.83,16.739999771118164,9.954379186659184,17.710648385432155,29.62942672112682,29.48653885005898,32.66166009840042,29.730720312081555,14.558205404901912,,21.756293651324928,23.670037553279485,21.30303379795154,4,True,3.0,27.258268155451603,29.96591367260033,n/d,2026-09-02,próxima,,,False,False,,,Em Baixa,18.95059585571289,-11.665047903643178,-21.182639312521623,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.7%))
EVEN3,SMALL11,SMALL11,Consumo discricionário,59.25,59.62,57.142857142857146,,,0.9,,44.96,80.06,57.99,77.78,43,Não,2,8,False,,True,,False,False,True,True,False,True,4,7,False,False,False,False,False,True,True,False,True,0.33,True,845198208.0,3.93,0.44,21.56,9.08,11.22,6.52,11.31,5.01,2.13,4.53,0.65,0.54,35.69,-39.4,4.25,8.43,0.2,-49.5,-26.3,1.3,0.63,4.260000228881836,2.7633492556294827,5.1260128691926905,14.362596191522728,15.36661703816725,17.665461306526158,8.425599138064397,7.812099129253524,3.3134968169879255,10.295983212816381,8.425599138064397,7.583039224257957,7,True,6.4,78.00560602900137,141.68973379418966,n/d,2026-06-02,última,,,False,False,,,Em Baixa,5.110000133514404,-16.634048579720496,-50.0647898774976,True,False,False,sem sinal (Em Baixa; sem novo topo (-16.6%))
SANB11,BOVA11,BOVA11,Produtos financeiros,59.03,57.68,66.66666666666667,14.99,,0.4,,53.79,60.77,57.0,68.75,44,Rompimento,3,6,False,,True,,True,False,True,,True,False,4,6,True,False,False,,True,,True,False,True,,True,159162482688.0,7.14,1.12,7.82,7.32,15.69,0.0,28.66,,,,,0.95,52.25,49.8,24.03,36.14,23.3,-18.0,7.1,1.17,0.64,29.6200008392334,15.483588257335482,28.722056217357316,54.96708839213481,49.68418935934947,61.4380565843947,38.83492051173697,30.61710613639741,,34.50191334464114,33.778488364547144,30.40063952809243,4,True,3.6,2.6355120416641897,16.481810827437137,n/d,2026-07-22,última,"A análise do Santander Brasil (SANB11) revela uma instituição financeira de grande porte que transita por um momento de transição de rentabilidade, com seu ROE de 15,7% e ROIC de 0,0% situando-se ligeiramente abaixo dos pares do setor, que registram médias de 16,0% e 0,2%, respectivamente. Essa ligeira desvantagem em eficiência, contudo, convive com múltiplos de preço bastante atrativos, visto que o indicador Preço/Lucro de 7,14 e o Preço/Valor Patrimonial de 1,12 sugerem que o mercado precifica o papel com desconto, configurando uma relação favorável entre qualidade e preço. No âmbito do crescimento, o banco apresenta uma expansão expressiva, com um CAGR de receita nos últimos cinco anos de 49,8%, patamar muito acima da média setorial que encolheu 2,8% no mesmo período. Esse forte avanço operacional sustenta um Dividend Yield robusto de 7,82%, o qual se mostra coerente e sustentável frente à expressiva margem líquida de 28,66% e à natureza de baixo endividamento direto típica de grandes intermediadores financeiros. No checklist de critérios fundamentalistas, o ativo atende a 3 de 6 requisitos avaliados, penalizado pela rentabilidade abaixo da média setorial e por movimentações de insiders, embora cumpra as exigências de valor de mercado e de retorno mínimo frente à taxa básica de juros. Sob a ótica de valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos de cálculo, variando desde os conservadores R$ 15,48 por Bazin e R$ 28,72 por Gordon, até projeções mais otimistas de R$ 49,68 por Graham, R$ 54,97 por Fluxo de Caixa Descontado e R$ 61,44 por Lynch. Essa divergência resulta em uma média de R$ 34,50 e uma mediana de R$ 33,78, estabelecendo um preço-teto ajustado com margem de segurança de R$ 30,40, o que confere um potencial de valorização residual de 2,6% em relação ao preço atual de R$ 29,62. Em termos de balanço final, o investimento em SANB11 destaca-se positivamente pelo seu crescimento histórico de receita muito superior ao mercado, valuation descontado e proventos atrativos, enquanto os principais pontos de atenção residem na rentabilidade ligeiramente inferior à dos concorrentes e no limitado espaço de valorização imediata frente ao preço-teto ajustado.",Rompimento,False,False,,,Em Alta,29.520000457763672,0.3387546745224679,-18.758224811261304,True,True,True,"Rompimento (vol x1.5, +0.3% do topo, MM50>MM200)"
RECV3,BOVA11+SMALL11,BOVA11,Energia,58.98,61.82,42.857142857142854,,,0.9,,56.34,71.12,52.49,81.94,45,Não,3,8,False,,True,,False,False,True,True,False,False,3,7,False,False,False,True,False,True,True,False,True,0.39,True,3111756032.0,6.11,0.69,13.12,9.76,11.26,10.15,17.93,3.24,1.18,2.18,0.77,1.34,59.63,-45.6,9.18,13.91,15.6,-23.7,-7.3,0.72,0.4,10.619999885559082,7.402871644155284,11.460894745381987,19.220893433285433,24.53412765407324,24.863894110623207,21.674572172239618,9.609961043955662,10.568459513267557,16.16695928962275,15.340894089333709,13.806804680400338,8,True,3.4,30.00757842921096,52.23125672163462,n/d,2026-05-19,última,,,False,False,,,Em Alta,10.890000343322754,-2.479342968333542,-25.42447734764428,True,False,False,sem sinal (Em Alta)
ITUB4,BOVA11,BOVA11,Produtos financeiros,58.55,57.12,66.66666666666667,15.95,,0.4,,59.13,38.54,70.71,67.36,46,Não,4,6,False,,True,,False,False,True,,True,True,4,6,True,True,False,,True,,True,False,True,,True,423570538496.0,9.23,2.07,8.89,7.15,22.45,0.0,32.58,,,,,1.21,66.01,8.1,32.62,48.43,17.8,-20.6,-8.0,1.18,0.86,38.43000030517578,19.630973064891652,36.415455035374016,55.16766024307466,41.70379947769107,61.548728120716106,44.849053855654695,31.09410325565677,,39.015785549748756,40.632254445514356,36.56902900096292,4,True,2.8,-4.8424961994138265,1.52429154286029,n/d,2026-09-01,próxima,,,False,False,,,Em Baixa,43.16999816894531,-10.97984263334828,-21.120149546444555,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.0%))
EZTC3,SMALL11,SMALL11,Consumo discricionário,57.8,57.92,57.142857142857146,,,0.9,,51.83,61.92,68.52,54.17,47,Não,3,8,False,,True,,False,False,True,True,False,True,4,7,False,False,False,True,False,True,True,False,True,0.0,True,2856798208.0,5.38,0.55,11.14,5.5,10.15,5.14,36.95,9.12,0.07,3.06,0.34,0.75,29.58,-22.5,9.93,16.37,3.8,-37.1,-21.4,1.33,0.63,10.300000190734863,4.044655559483617,7.50283606284211,25.36710084149385,28.40246342293658,24.20982693486774,16.617582046295535,13.716257150949028,4.894735709519531,19.30267774323081,20.413704490581637,18.372334041523473,6,True,7.0,78.37217185733549,87.404634813445,n/d,n/d,,,,False,False,,,Em Baixa,11.699999809265137,-11.965808900455066,-37.91964824179066,False,False,False,sem sinal (Em Baixa; sem novo topo (-12.0%))
TFCO4,SMALL11,SMALL11,Consumo discricionário,57.77,57.88,57.142857142857146,,,0.9,,81.99,24.16,66.39,16.67,48,Não,5,8,False,,True,,False,False,True,True,False,True,4,7,True,True,True,False,False,True,True,False,True,0.2,True,2051762176.0,14.88,3.63,2.28,1.72,24.42,25.98,13.23,9.22,0.47,2.83,0.3,0.99,25.62,-1.4,13.52,18.1,0.0,-25.3,-10.5,1.26,0.68,13.520000457763672,1.6625716727349125,3.0840704529232625,12.038978902242514,8.725959385241604,15.193280261071493,4.461233988505348,10.994086393745997,6.025954897433359,,,,7,False,9.1,,,n/d,n/d,,,,False,False,,,Em Baixa,15.010000228881836,-9.926713846753621,-25.62380363250556,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.9%))
CPFE3,BOVA11,BOVA11,Serviços públicos,57.53,57.6,57.142857142857146,,,0.0,,75.29,35.02,32.13,85.42,49,Não,6,8,False,,True,,False,False,True,False,True,True,4,7,True,True,True,False,False,True,True,True,True,1.4,True,49673691136.0,8.73,2.07,8.55,10.16,23.72,15.33,12.79,5.66,2.28,1.15,1.43,3.24,88.66,18.0,35.03,52.32,23.1,-17.6,-5.8,0.95,0.66,43.11000061035156,31.27083966033259,39.753562416889,44.84068721481492,48.10353508769708,63.43654820146527,56.33305327198033,21.544722268888403,75.131885449721,47.55185419647357,46.472111151256,41.8249000361304,8,True,3.5,-2.9809801809944414,10.303534036729832,2026-08-13,2026-04-30,última,,,False,False,,,Em Baixa,46.709999084472656,-7.707125978766727,-18.64784548399926,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.7%))
CMIN3,BOVA11,BOVA11,Materiais,57.33,62.41,28.571428571428573,,,1.0,,82.65,31.84,37.66,97.22,50,Pivô de alta,6,8,False,,True,,False,False,True,False,False,False,2,7,True,True,True,False,False,True,True,True,True,0.06,True,31162660864.0,13.57,4.27,19.56,16.62,31.49,21.67,12.51,4.74,0.07,1.37,1.31,,225.5,-5.3,4.08,6.24,41.9,-7.2,20.1,1.08,0.5,5.789999961853027,6.872439152042261,10.006271405373534,4.437435490292667,3.607995262185457,,7.111274824186966,1.1398357646768251,5.789999961853027,,,,6,False,8.8,,,n/d,2026-04-17,última,"A CSN Mineração (CMIN3) apresenta uma notável eficiência operacional, com ROE de 31,5% e ROIC de 21,7% que se posicionam muito acima dos pares do setor de materiais, sugerindo uma forte capacidade de geração de valor sobre o capital empregado. Essa alta qualidade, contudo, convive com múltiplos de preço que dividem opiniões, pois o P/L de 13,57 e o P/VP de 4,27 indicam que o mercado cobra um prêmio patrimonial elevado pela empresa, embora o EV/EBITDA de 4,74 revele uma avaliação mais atrativa sob a ótica operacional. No âmbito financeiro, a excelente rentabilidade é sustentada por um endividamento extremamente controlado, evidenciado pela relação Dívida Líquida/EBITDA de apenas 0,07, patamar substancialmente abaixo da média setorial de 2,72. Essa estrutura de capital robusta confere sustentabilidade ao expressivo dividend yield de 19,56%, o qual se mostra coerente com a forte geração de caixa, mesmo diante de uma margem líquida de 12,51% que não atingiu o patamar ideal de 15% no checklist. Por outro lado, o crescimento histórico da companhia acende um sinal de alerta, visto que o CAGR de receita de cinco anos contraiu 5,3%, situando-se bem abaixo da média de expansão do setor, que foi de 14,3%. No checklist de critérios fundamentalistas, a CMIN3 demonstra solidez ao atender 6 de 8 requisitos, falhando apenas na margem líquida e no crescimento de receita frente aos pares, enquanto valida sua governança pela ausência de venda de ações por insiders. Sob a ótica de valuation, as estimativas de preço-teto revelam uma enorme dispersão entre os métodos de cálculo, variando desde os conservadores R$ 3,61 pelo modelo de Graham e R$ 4,44 por fluxo de caixa descontado, até os otimistas R$ 6,87 pelo método de Bazin e R$ 10,01 pelo modelo de Gordon, o que exige cautela do investidor na definição de uma margem de segurança contra o preço atual de R$ 5,79. Em balanço, os prós da CMIN3 concentram-se em sua rentabilidade excepcional, endividamento quase nulo, proventos altamente generosos e tendência gráfica de pivô de alta, ao passo que os contras residem no valuation esticado pelo valor patrimonial, na recente retração de receita e na forte divergência entre as métricas de preço-justo.",Pivô de alta,False,False,,,Em Alta,5.980000019073486,-3.17725847181346,-9.146035166344035,True,True,True,Pivô de alta
BMOB3,SMALL11,SMALL11,Comunicação,57.33,54.84,71.42857142857143,,,0.4,,60.36,29.24,73.73,56.25,51,Não,7,8,False,,True,,False,False,True,True,True,True,5,7,True,True,True,False,True,True,True,True,True,-0.46,True,1952420992.0,12.17,2.07,9.4,5.97,16.97,11.27,8.91,6.67,-1.89,1.78,0.05,2.63,72.7,8.5,17.99,28.16,30.4,-16.7,-4.9,1.19,0.6,23.450000762939453,10.005783197316116,15.647629190668205,21.523936627115813,22.16172994392867,20.43758466021967,23.97463659563829,10.758898376543469,19.91632141760112,18.05331500112892,20.176953038910398,18.15925773501936,8,True,2.4,-22.56180322297312,-23.013584589470437,n/d,n/d,,,,False,False,,,Em Baixa,23.940000534057617,-2.046782624006538,-17.46318991176582,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.0%))
SAPR11,SMALL11,SMALL11,Serviços públicos,57.09,59.6,42.857142857142854,,,0.0,,58.82,62.99,56.37,61.11,52,Não,5,8,False,,True,,False,False,False,True,False,True,3,7,False,False,True,True,False,True,True,True,True,0.18,True,9505479680.0,7.79,0.75,1.75,6.34,9.64,11.81,16.66,3.66,0.7,1.08,0.57,1.6,49.39,-70.8,31.45,47.9,0.0,-34.3,-19.6,0.99,0.56,31.450000762939453,14.242798285843184,22.927603146164724,46.421428354746226,61.718101571375975,45.293604074830526,34.854574377276776,23.166004275223152,79.31419593186563,44.813644533069,45.293604074830526,40.76424366734747,7,True,5.6,29.61603395375394,42.49171206977269,n/d,n/d,,,,False,False,,,Em Baixa,36.880001068115234,-14.723427732951755,-35.44745489543407,False,False,False,sem sinal (Em Baixa; sem novo topo (-14.7%))
ALUP11,SMALL11,SMALL11,Serviços públicos,56.79,59.25,42.857142857142854,,,0.0,,66.56,56.22,51.23,50.0,53,Não,6,8,False,,True,,False,False,True,False,False,True,3,7,True,True,True,True,False,False,True,True,False,1.68,False,14678744064.0,7.33,1.05,3.5,4.6,14.38,10.21,25.17,6.06,3.73,3.3,1.14,0.77,33.72,-33.8,28.11,36.54,9.8,-15.6,-7.6,0.8,0.67,30.860000610351562,10.139399925932079,18.808586862604006,55.783766451181194,52.764345146156096,59.49437340334337,25.913619747059055,36.47061989828081,58.80518997657535,44.00578592645712,52.764345146156096,47.48791063154049,7,True,5.9,53.881755321843116,42.59813692840948,n/d,n/d,,,,False,False,,,Em Baixa,33.709999084472656,-8.454460253705099,-16.301102604419036,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.5%))
SBSP3,BOVA11,BOVA11,Serviços públicos,56.32,56.18,57.142857142857146,,,0.0,,77.28,38.14,46.85,25.0,54,Não,7,8,False,,True,,False,False,True,False,True,True,4,7,True,True,True,True,False,True,True,True,True,0.74,True,91856355328.0,10.49,2.1,2.6,2.57,19.97,13.3,22.03,8.17,2.14,1.74,1.18,0.72,26.92,15.4,20.99,35.21,24.4,-25.8,-12.6,1.17,0.72,26.1200008392334,4.788689730684775,8.883019450420257,32.99237474927001,26.397758667096763,42.72789879042507,12.524605765020397,29.492164304158276,26.1200008392334,,,,6,False,8.9,,,2026-08-12,2026-03-20,última,,,False,False,,,Em Baixa,29.290000915527344,-10.822806340758595,-26.04337659997913,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.8%))
TAEE11,BOVA11+SMALL11,BOVA11,Serviços públicos,56.12,58.46,42.857142857142854,,,0.0,,76.13,31.78,37.15,88.19,55,Não,6,8,False,,True,,False,False,True,False,False,True,3,7,True,True,True,True,False,False,True,True,False,1.45,True,38962950144.0,8.12,1.63,8.55,10.68,20.14,11.11,33.52,9.36,4.41,2.29,1.49,3.04,86.75,-3.2,30.57,44.27,23.3,-14.9,-6.7,0.87,0.69,37.70000076293945,28.76814456849398,36.49365668401023,42.069061500051006,49.15421912895115,61.99273358015669,68.91735577734255,20.19262305066109,28.63679061534109,42.02807311312597,39.28135909203062,35.353223182827556,8,True,3.4,-6.224874091829912,11.480297778776638,n/d,n/d,,,,False,False,,,Em Baixa,41.59000015258789,-9.35320840436782,-15.311842686887523,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.4%))
SEER3,SMALL11,SMALL11,Consumo discricionário,55.54,60.3,28.571428571428573,,,0.9,,69.29,78.66,36.49,21.53,56,Não,6,8,False,,False,,False,False,True,False,True,False,2,7,True,True,True,False,True,True,True,False,True,2.61,False,1395641088.0,5.85,1.02,4.26,2.41,17.4,16.63,10.92,2.53,1.82,1.56,1.16,0.39,14.1,72.6,7.9,13.75,38.0,-20.7,-8.7,1.44,0.49,10.899999618530273,1.8766736301008988,3.481229583837167,24.688033324021557,21.166045377868997,32.34011947875615,5.033395878519712,22.48257808633661,39.081905250874144,,,,5,False,20.8,,,n/d,n/d,,,,False,False,,,Em Baixa,12.350000381469727,-11.740896503250909,-22.85916822187122,False,False,False,sem sinal (Em Baixa; sem novo topo (-11.7%))
