ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
LEVE3,SMALL11,SMALL11,Consumo discricionário,69.36,69.25,70.0,,,0.9,,86.58,55.64,32.27,99.31,13,Não,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,1.22,True,4455166976.0,6.61,4.78,8.39,19.55,72.29,34.45,12.31,5.37,1.09,1.37,1.44,0.19,129.22,35.0,0.81,77.23,22.71,24.26,35.6,35.5,-7.7,-0.3,0.66,0.46,32.869998931884766,45.89930496750171,85.14321071471568,65.88918091489758,27.738071990426317,149.18305112807002,95.31139377626695,60.170497288321585,22.80054859792023,75.61924439717141,65.88918091489758,59.30026282340782,7,True,6.5,80.40847201210282,130.05551218262664,n/d,2026-04-30,última,,,False,False,,,Lateral,34.0,-3.3235325532801063,-9.223971933266705,True,False,False,sem sinal (Lateral)
PLPL3,SMALL11,SMALL11,Consumo discricionário,68.95,72.29,50.0,,,0.9,,79.42,81.31,50.93,60.42,14,Não,5,8,False,,True,,False,False,True,False,False,True,5,10,True,True,True,False,False,True,True,False,True,True,True,1.12,True,1369884032.0,4.59,1.25,7.17,6.32,27.32,24.26,9.85,1.91,0.9,2.87,1.28,0.31,29.01,-37.9,1.2,73.04,24.14,6.46,17.36,4.5,-61.1,-30.8,1.45,0.51,6.75,3.0476746662370564,5.653436505869739,19.485294117647058,13.366991830185105,31.354563252139172,10.594740716790046,17.79411764705883,21.161936384147783,,,,6,False,10.3,,,n/d,2025-12-30,última,,,False,False,,,Em Baixa,7.699999809265137,-12.337660166199427,-61.16367262743305,True,False,False,sem sinal (Em Baixa; sem novo topo (-12.3%))
VLID3,SMALL11,SMALL11,Bens Industriais,68.95,68.76,70.0,,,0.7,,64.88,75.16,67.42,72.92,15,Não,4,8,False,,True,,False,False,True,True,False,True,7,10,True,False,True,False,False,True,True,False,True,True,True,0.13,True,1298052736.0,5.87,0.77,11.5,8.58,13.18,15.68,11.15,3.07,0.45,2.3,0.41,0.9,50.36,-32.9,1.13,45.32,54.23,16.3,22.63,1.8,-26.7,-8.0,0.93,0.52,16.59000015258789,10.16604491526797,18.85801331782208,37.447615335909624,37.01461494448038,42.73749651602044,33.97217779880051,19.173246436813404,31.12648078104543,31.475663590127404,33.97217779880051,30.574960018920457,7,True,4.2,84.29752705066153,89.72672272831463,2026-11-04,2026-08-13,última,,,False,False,,,Em Baixa,18.46053695678711,-10.132624032431014,-27.338311509107672,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.1%))
CXSE3,BOVA11,BOVA11,Insurance,68.6,65.26,87.5,,1.6,0.3,,64.65,32.16,100.0,81.25,16,Não,4,6,False,,True,,True,True,True,,True,True,7,8,True,False,False,,True,,True,True,True,True,True,,True,53730000896.0,12.01,3.94,7.47,9.63,32.79,-1.21,75.44,,,,,1.1,115.61,10.9,,8.23,91.77,12.33,22.04,45.2,-18.8,-3.8,0.7,0.54,17.90999984741211,12.314296555780876,22.843020110973526,19.75915886579604,12.350007649385512,30.609421325372548,22.233310825098435,14.201029972980747,,19.28744658941222,20.996234845447237,18.896611360902515,4,True,1.9,5.508718715220784,7.690936648439695,2026-11-09,2026-11-04,próxima,,,False,False,,,Em Baixa,22.04433250427246,-18.754628456357516,-19.115078851392308,True,False,False,sem sinal (Em Baixa; sem novo topo (-18.8%))
PETR3,BOVA11,BOVA11,Energia,68.53,73.56,40.0,,,0.9,DY5a=37.2%>=20,87.58,79.45,34.64,,17,Pivô de alta,7,8,False,,True,,False,False,True,True,True,False,4,10,True,True,True,True,True,True,True,False,True,True,True,1.04,True,603579351040.0,4.52,1.25,6.35,37.2,27.73,19.69,24.32,2.84,1.29,0.85,0.76,0.3,168.16,96.8,0.28,65.87,33.99,29.5,53.92,58.7,-13.1,-2.1,0.39,0.24,46.83000183105469,124.44280587872565,230.84140490503606,137.27821333218463,93.45256153884837,310.8185962238143,198.57854758743693,125.36350047693846,57.986639686837044,159.84528370372766,131.32085690456154,118.18877121410539,8,True,5.4,152.3783185840708,241.33093626686218,2026-08-06,2026-08-24,próxima,"A análise fundamentalista da PETR3 revela uma companhia que combina alta qualidade operacional com múltiplos de valuation bastante descontados, uma vez que seu ROE de 27,7% e seu ROIC de 19,7% situam-se confortavelmente acima das médias do setor de 16,2% e 13,8%, respectivamente, enquanto o papel é negociado a um P/L de apenas 4,52 e P/VP de 1,25. Essa forte rentabilidade convive com um endividamento sob controle, evidenciado pela relação Dívida Líquida/EBITDA de 1,29, que está abaixo da média setorial de 1,71, mitigando os riscos de uma liquidez corrente mais apertada de 0,85. O dividendo distribuído, com um dividend yield de 6,35%, mostra-se sustentável e coerente frente à robusta margem líquida de 24,32% e à sólida geração de caixa operacional da empresa. No quesito crescimento, a petroleira superou largamente seus pares, registrando um CAGR de receita de cinco anos de 96,8% contra 64,0% do setor, o que valida o excelente desempenho refletido no checklist de critérios, no qual a empresa atendeu a 7 de 8 requisitos, falhando apenas na venda de ações por insiders. Sob a ótica do valuation, as estimativas de preço-teto apresentam uma dispersão relevante entre os métodos, variando desde os conservadores R$ 93,73 de Graham e R$ 124,81 de Bazin até os R$ 311,75 de Lynch, resultando em uma média de R$ 160,32 e uma mediana de R$ 131,71. Tomando como referência o preço-teto ajustado com margem de segurança de R$ 118,54, o ativo oferece um expressivo potencial de valorização de 152,4% em relação ao preço atual de R$ 46,97, em um momento técnico favorável marcado por tendência de alta e pivô de alta gráfico. Como balanço final, os prós do investimento concentram-se no forte crescimento histórico, na rentabilidade muito acima do setor, no endividamento controlado e no elevado desconto patrimonial, ao passo que os contras residem no score de segurança baixo de 34,0 e na sinalização negativa do checklist quanto à movimentação de insiders.",Pivô de alta,False,False,,,Em Alta,48.70000076293945,-3.83983347554242,-14.250860043919577,True,True,True,Pivô de alta
LAVV3,SMALL11,SMALL11,Imobiliário,67.67,65.49,80.0,,,0.8,,66.89,57.93,57.33,94.44,18,Não,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,True,True,0.36,True,1846854528.0,5.19,1.29,25.33,14.0,24.9,8.69,19.91,6.7,1.46,3.93,0.85,0.76,72.67,-30.3,1.47,60.31,33.37,9.22,18.94,2.5,-50.1,-20.9,1.45,0.71,9.449999809265137,9.450764044731258,17.53116730297648,24.125722056409064,17.323854388913038,37.886176400748816,24.03168726909518,12.65391289747626,9.449999809265137,19.056660521201906,17.42751084594476,15.684759761350284,8,True,4.0,65.97629712089892,101.65778736331865,n/d,2026-02-03,última,,,False,False,,,Em Baixa,10.569999694824219,-10.596025713297886,-50.21074796005139,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.6%))
TGMA3,SMALL11,SMALL11,Bens Industriais,67.25,66.76,70.0,,,0.7,,78.97,34.71,70.35,84.72,19,Fundo duplo,6,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,0.03,True,2191771648.0,8.68,2.22,10.87,10.07,25.55,27.01,10.14,5.99,0.07,2.22,0.23,2.7,87.4,23.5,1.33,34.75,65.25,26.65,39.14,24.7,-15.1,9.6,0.9,0.5,33.2400016784668,23.905854160139423,32.047416058649986,36.66925014793467,35.918314291527615,50.89014228747375,48.615091517034905,17.981957362836372,29.728270711374932,34.46953706712146,33.982865175088804,30.584578657579925,8,True,2.8,-7.988636843562736,3.698963076320072,n/d,2026-08-07,última,"A Tegma (TGMA3) apresenta-se como uma operação de alta eficiência operacional no setor de bens industriais, evidenciada por um ROE de 25,6% e um ROIC de 27,0% que se posicionam muito acima das médias de seus pares setoriais, de 14,5% e 12,6%, respectivamente. Essa expressiva rentabilidade convive com múltiplos de preço que sugerem um valuation ainda razoável, dado que o P/L de 8,68 e o P/VP de 2,22 refletem uma empresa de alta qualidade que não é negociada a patamares excessivamente esticados. A saúde financeira da companhia é outro ponto de destaque, com a relação dívida líquida sobre EBITDA em confortáveis 0,07 vezes — substancialmente abaixo da média do setor de 2,32 vezes —, o que demonstra que a alta rentabilidade não é alavancada por endividamento arriscado. Esse balanço robusto e a forte geração de caixa sustentam um expressivo dividend yield de 10,87%, o qual se mostra plenamente coerente e sustentável diante do baixo endividamento e da consistência dos lucros gerados. Por outro lado, o crescimento da receita nos últimos cinco anos, com CAGR de 23,5%, ficou bastante abaixo da média setorial de 126,9%, sinalizando uma expansão mais madura e cadenciada do que a de seus pares. No checklist de critérios fundamentalistas, a empresa atende a 6 de 8 requisitos, falhando apenas na margem líquida de 10,14% (abaixo do sarrafo de 15%) e no próprio ritmo de crescimento frente ao setor, embora passe com folga nos crivos de governança, liquidez e retorno sobre o capital. Sob a ótica do valuation, os modelos de preço-teto revelam uma dispersão relevante, variando desde os conservadores R$ 23,82 pelo método de Bazin até os otimistas R$ 50,71 pela fórmula de Lynch. A média dessas metodologias aponta para R$ 34,35 e a mediana para R$ 33,86, valores ligeiramente acima do preço atual de R$ 33,12, contudo, quando aplicada a margem de segurança, o preço-teto ajustado cai para R$ 30,48, resultando em um upside negativo de 8,0% frente à cotação de tela. Em suma, TGMA3 destaca-se positivamente pelo seu perfil de excelente pagadora de dividendos, baixo endividamento e alta rentabilidade sobre o capital investido, mas traz como contrapartidas um crescimento histórico inferior ao do seu setor e a ausência de margem de segurança em relação ao preço-teto ajustado no momento atual.",Fundo duplo,False,False,,,Em Alta,33.47999954223633,-0.7168395073206768,-15.924942525693986,True,True,True,Fundo duplo — rompeu pescoço ~R$31.25 (candidato)
DIRR3,BOVA11+SMALL11,BOVA11,Consumo discricionário,66.7,66.12,70.0,,,0.9,,72.71,54.04,54.0,90.97,20,Não,5,8,False,,True,,False,False,True,False,True,True,7,10,True,True,False,True,False,True,True,False,True,True,True,0.46,True,5434039296.0,6.44,2.37,14.64,12.12,36.78,9.99,18.16,4.74,0.77,4.26,1.3,0.8,78.05,29.0,1.01,82.45,14.5,10.45,16.95,0.0,-38.3,-19.9,1.48,0.65,10.449999809265137,9.046892628283793,16.781985825466432,21.500387806329663,12.687920094269229,32.764729574830035,25.431505787196834,12.567608424209412,8.659673851552748,17.430087999017267,14.73495295986783,13.261457663881046,8,True,3.8,26.903903406038587,66.79510351343234,n/d,2025-12-17,última,,,False,False,,,Em Baixa,11.84000015258789,-11.739867613252851,-39.44793506999014,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.7%))
GRND3,SMALL11,SMALL11,Consumo discricionário,66.49,65.87,70.0,,,0.9,,63.76,54.69,67.53,100.0,21,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,False,True,False,True,True,False,True,True,True,-0.29,True,3184624896.0,5.45,0.98,43.94,19.55,18.04,7.81,24.95,8.33,-3.59,2.05,0.02,,106.57,-24.5,2.01,29.93,70.07,3.43,4.92,2.9,-28.3,-12.6,0.75,0.47,3.5299999713897705,4.930212089249771,7.1783888019476665,6.736146734395157,7.245271627343645,,5.332557005000753,1.7303014276537014,2.2650376499250813,5.614602317977012,6.0343518696979555,5.43091668272816,6,True,4.2,53.85033220241058,59.05389131679024,2026-11-05,2026-04-24,última,,,False,False,,,Em Baixa,3.7899999618530273,-6.860158128765159,-29.005563288272462,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.9%))
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,66.25,65.59,70.0,,,0.9,,70.25,69.14,59.18,48.61,22,Não,6,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,0.3,True,10771874816.0,7.76,1.12,7.91,4.36,14.41,23.53,9.37,2.1,0.44,1.78,0.28,0.81,33.81,23.2,1.29,46.72,53.28,11.21,16.05,0.0,-30.2,-21.0,1.45,0.67,11.210000038146973,3.488843224386049,6.47180418123612,19.140786147609198,18.036696650027345,20.072420268183194,15.29885795201436,12.519642410309553,24.43680718603944,18.250868435697182,18.58874139881827,16.729867258936444,6,True,7.0,49.24056380022914,62.80881689197633,2026-11-05,2026-06-24,última,,,False,False,,,Em Baixa,13.899999618530273,-19.352515497894164,-32.10917210446329,True,False,False,sem sinal (Em Baixa; sem novo topo (-19.4%))
