ticker,origem,grupo,setor,investment,investment_base,consistencia,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
LWSA3,SMALL11,SMALL11,Technology,36.82,37.43,33.333333333333336,10.94,73.61,57.45,26.17,117,Não,2,7,False,,False,,False,False,True,True,False,2,6,False,False,False,False,True,,True,False,True,,True,2142043008.0,-10.19,0.95,7.82,2.64,-9.34,5.67,-14.56,,1.14,0.03,-0.22,3.9000000953674316,0.74,1.36,,,,1.05,1.05,0.95,2.0,-75.77,-73.07,n/d,n/d,,,,Em Baixa,3.940000057220459,-1.0152274434545583,-18.813823259871143,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.0%))
ARML3,SMALL11,SMALL11,Industrials,36.6,37.17,33.333333333333336,33.33,36.77,40.42,48.99,118,Não,2,7,False,,True,,False,False,False,True,False,2,6,False,False,False,False,False,,True,True,True,,True,1205760512.0,24.25,0.96,15.52,4.76,3.96,9.81,2.66,,2.16,2.35,9.7,3.4800000190734863,1.18,1.48,1.28,3.42,1.04,1.24,1.23,1.11,4.0,-68.17,-64.24,n/d,n/d,,,,Em Alta,3.559999942779541,-2.247188904267039,-44.76190613150502,False,False,False,sem sinal (Em Alta; sem novo topo (-2.2%))
SMFT3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,36.14,36.64,33.333333333333336,45.19,33.7,26.96,24.83,119,Não,3,7,False,,False,,False,True,False,True,False,2,6,False,True,False,False,True,,True,False,True,,True,11279998976.0,17.9,2.02,5.06,2.63,11.3,8.28,9.0,,1.72,2.52,2.99,18.3799991607666,3.45,6.39,13.58,14.5,8.84,10.83,11.21,10.09,4.0,-45.09,-41.09,n/d,n/d,,,,Em Baixa,20.829999923706055,-11.761885606879785,-30.388774400295702,False,False,False,sem sinal (Em Baixa; sem novo topo (-11.8%))
IRBR3,SMALL11,SMALL11,Financial Services,35.97,42.31,0.0,21.13,85.83,,28.86,120,Não,1,6,False,,False,,False,False,,False,False,0,5,False,False,False,,False,,True,False,True,,True,4280842752.0,-109.44,0.83,2.91,2.92,-0.76,0.0,6.77,,,,,52.7400016784668,11.02,16.04,,,,13.53,13.53,12.18,2.0,-76.91,-74.35,n/d,n/d,,,,Em Baixa,57.45000076293945,-8.19843171788266,-18.51549231234203,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.2%))
MRVE3,BOVA11+SMALL11,BOVA11,Real Estate,35.88,39.27,16.666666666666668,14.96,81.25,47.71,26.85,121,Não,2,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,True,,True,False,True,,True,2572153344.0,-3.48,0.51,0.0,2.66,-14.6,6.58,-6.68,,2.08,1.43,-0.16,4.570000171661377,0.87,1.61,,,,1.24,1.24,1.12,2.0,-75.58,-72.87,n/d,n/d,,,,Em Baixa,4.840000152587891,-5.578511826743393,-56.60018720274094,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.6%))
HAPV3,BOVA11+SMALL11,BOVA11,Financial Services,35.25,37.94,20.0,12.25,96.93,,6.04,122,Não,1,6,False,,False,,False,False,,True,False,1,5,False,False,False,,False,,True,False,True,,True,5287728640.0,-13.02,0.12,0.0,0.13,-0.89,1.71,-1.35,,,,-3.72,11.130000114440918,0.1,0.14,,,,0.12,0.12,0.11,2.0,-99.0,-98.88,n/d,n/d,,,,Em Alta,11.90999984741211,-6.549116229759444,-73.90998557371982,False,False,False,sem sinal (Em Alta; sem novo topo (-6.5%))
RAPT4,SMALL11,SMALL11,Industrials,35.25,41.48,0.0,18.75,82.4,39.71,44.97,123,Não,1,7,False,,False,,False,False,False,False,False,0,6,False,False,False,False,False,,True,False,True,,True,1757386368.0,-6.1,0.57,0.0,4.3,-9.35,8.29,-2.23,,2.07,2.19,,5.039999961853027,1.55,2.26,,,,1.9,1.9,1.71,2.0,-66.04,-62.26,n/d,n/d,,,,Em Alta,5.139999866485596,-1.9455234869673599,-29.70711425071393,False,False,False,sem sinal (Em Alta; sem novo topo (-1.9%))
HBOR3,SMALL11,SMALL11,Real Estate,34.81,35.07,33.333333333333336,16.03,35.33,74.29,41.61,124,Não,1,7,False,,True,,False,False,True,False,False,2,6,False,False,False,False,False,,False,True,True,,True,256098672.0,47.64,0.18,6.66,3.93,0.39,2.33,0.48,,2.34,0.7,,1.9299999475479126,0.54,0.79,0.42,3.13,,0.58,0.54,0.49,3.0,-74.75,-69.76,n/d,n/d,,,,Lateral,2.0799999237060547,-7.21153757981291,-54.63555221786813,False,False,False,sem sinal (Lateral; sem novo topo (-7.2%))
SIMH3,SMALL11,SMALL11,Industrials,34.59,37.75,16.666666666666668,28.81,82.91,11.58,17.45,125,Não,2,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,False,,True,True,True,,True,4168041216.0,-50.15,1.05,1.64,2.23,-2.1,11.4,-0.2,,1.3,8.66,-8.22,7.139999866485596,1.14,2.11,,,,1.63,1.63,1.46,2.0,-79.51,-77.24,n/d,n/d,,,,Em Baixa,7.880000114440918,-9.390865954420423,-51.126997199533704,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.4%))
RAIL3,BOVA11,BOVA11,Industrials,34.58,34.8,33.333333333333336,49.38,27.66,21.63,13.42,126,Não,1,7,False,,False,,False,False,False,True,True,2,6,False,False,False,False,False,,True,False,True,,True,25441617920.0,25.0,1.87,0.77,1.31,7.49,12.14,7.34,,1.37,2.06,4.96,13.710000038146973,1.28,2.1,6.43,9.51,3.48,4.0,3.48,3.13,3.0,-77.15,-70.79,n/d,n/d,,,,Em Alta,14.4399995803833,-5.055398638847819,-20.882538333334654,False,False,False,sem sinal (Em Alta; sem novo topo (-5.1%))
SAUD3,SMALL11,SMALL11,Healthcare,34.56,30.07,60.0,34.27,28.22,10.45,55.03,127,Não,3,7,False,,True,,False,False,,True,True,3,5,False,False,False,False,True,,True,True,True,,True,41454772224.0,40.15,2.26,1.19,6.04,5.63,4.59,10.5,,1.06,,0.03,14.180000305175781,6.12,11.36,4.68,7.06,10.6,7.96,7.06,6.35,5.0,-55.18,-43.85,n/d,n/d,,,,Lateral,16.09000015258789,-11.8707260988118,-13.952885310262374,False,False,False,sem sinal (Lateral; sem novo topo (-11.9%))
QUAL3,SMALL11,SMALL11,Healthcare,34.53,37.69,16.666666666666668,44.21,51.17,18.63,12.75,128,Não,3,7,False,,False,,False,False,False,True,False,1,6,True,False,True,False,False,,False,True,True,,True,435622080.0,29.46,0.34,0.57,1.25,1.17,23.06,1.09,,0.92,1.37,39.8,1.5399999618530273,0.14,0.15,0.4,2.31,0.1,0.13,0.14,0.12,3.0,-91.99,-91.63,n/d,n/d,,,,Em Baixa,1.6399999856948853,-6.097562482568364,-45.11310848627077,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.1%))
MYPK3,SMALL11,SMALL11,Consumer Cyclical,34.52,37.67,16.666666666666668,26.09,49.43,42.38,51.01,129,Não,1,7,False,,True,,False,False,False,False,False,1,6,False,False,False,False,False,,True,False,True,,True,1407835776.0,15.63,0.35,3.3,5.44,2.23,8.93,0.6,,1.75,1.25,46.77,9.399999618530273,3.65,3.75,4.42,19.06,3.47,3.82,3.7,3.33,4.0,-64.55,-59.33,n/d,n/d,,,,Em Alta,9.710000038146973,-3.192589272902402,-34.136630082301934,False,False,False,sem sinal (Em Alta; sem novo topo (-3.2%))
CSNA3,BOVA11+SMALL11,BOVA11,Basic Materials,33.79,39.75,0.0,16.75,83.66,10.53,91.95,130,Não,3,7,False,,False,,False,False,False,False,False,0,6,False,False,True,False,False,,True,True,True,,True,6285685248.0,-3.24,0.5,0.0,15.41,-15.55,7.97,-4.49,,1.11,3.24,,4.739999771118164,5.22,7.6,,,,6.41,6.41,5.77,2.0,21.66,35.18,n/d,n/d,,,,Lateral,5.710000038146973,-16.987745368625184,-58.12720937364152,False,False,False,sem sinal (Lateral; sem novo topo (-17.0%))
DESK3,SMALL11,SMALL11,Communication Services,33.36,33.37,33.333333333333336,41.69,27.38,34.76,8.05,131,Não,3,7,False,,True,,False,False,False,False,True,2,6,False,True,True,False,False,,True,False,True,,True,2167328768.0,35.06,1.52,0.79,0.44,4.34,11.26,4.95,,1.41,1.21,9.54,18.649999618530273,0.58,0.82,5.34,12.12,2.19,3.76,3.76,3.39,2.0,-81.83,-79.81,n/d,n/d,,,,Em Alta,18.649999618530273,0.0,-2.8139702996306415,False,False,False,sem sinal (Em Alta; sem novo topo (+0.0%))
LJQQ3,SMALL11,SMALL11,Consumer Cyclical,32.57,35.38,16.666666666666668,6.69,89.0,28.76,43.62,132,Não,1,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,True,,False,False,True,,True,250369904.0,-1.3,0.73,0.0,4.08,-56.07,0.07,-6.84,,1.86,7.1,-0.35,1.2100000381469727,0.35,0.5,,,,0.42,0.42,0.38,2.0,-68.4,-64.88,n/d,n/d,,,,Lateral,1.309999942779541,-7.633580839735754,-57.83971824405623,False,False,False,sem sinal (Lateral; sem novo topo (-7.6%))
CSAN3,BOVA11+SMALL11,BOVA11,Energy,32.34,35.11,16.666666666666668,16.53,60.89,50.5,23.49,133,Não,1,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,False,,True,False,True,,True,14949149696.0,-1.63,4.44,0.0,2.53,-2.72,8.5,-23.92,,1.87,1.1,-0.06,3.7899999618530273,0.68,1.27,,,,0.98,0.98,0.88,2.0,-76.79,-74.21,n/d,n/d,,,,Em Alta,4.099999904632568,-7.560974390006048,-52.801991433557816,False,False,False,sem sinal (Em Alta; sem novo topo (-7.6%))
BHIA3,SMALL11,SMALL11,Consumer Cyclical,31.61,34.24,16.666666666666668,23.9,90.44,3.04,2.68,134,Não,3,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,True,,True,True,True,,True,800864128.0,-0.23,0.47,0.0,0.0,-2.05,10.46,-12.3,,0.72,6.41,-0.04,0.7900000214576721,,,,,,,,,0.0,,,n/d,n/d,,,,Em Baixa,1.0700000524520874,-26.1682259129565,-85.58394126445205,False,False,False,sem sinal (Em Baixa; sem novo topo (-26.2%))
EQTL3,BOVA11,BOVA11,Utilities,31.2,30.82,33.333333333333336,38.35,21.67,24.98,31.54,135,Não,2,7,False,,True,,False,False,False,False,True,2,6,False,False,True,False,False,,True,False,True,,True,48226426880.0,31.9,1.92,4.03,3.15,6.02,10.19,2.89,,1.56,2.06,,38.43000030517578,8.66,12.6,12.53,23.29,,14.27,12.57,11.31,4.0,-70.57,-62.87,n/d,n/d,,,,Em Baixa,39.849998474121094,-3.563358151362217,-17.033677551017046,False,False,False,sem sinal (Em Baixa; sem novo topo (-3.6%))
YDUQ3,BOVA11+SMALL11,BOVA11,Consumer Defensive,30.73,36.16,0.0,36.13,43.74,26.35,36.91,136,Não,1,7,False,,False,,False,False,False,False,False,0,6,False,False,False,False,False,,True,False,True,,True,2096657792.0,19.16,0.76,6.87,3.6,3.96,10.92,2.14,,1.47,1.78,15.6,8.239999771118164,2.12,2.35,3.41,10.24,2.08,2.49,2.24,2.01,4.0,-75.59,-69.79,n/d,n/d,,,,Em Baixa,8.84000015258789,-6.7873345148538045,-46.10856905378604,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.8%))
MGLU3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,29.29,31.52,16.666666666666668,20.5,50.07,39.13,19.46,137,Não,2,7,False,,False,,False,False,True,False,False,1,6,False,False,False,False,True,,True,False,True,,True,3544759040.0,27.21,0.33,1.7,2.32,1.21,6.11,0.35,,1.13,0.76,61.17,4.570000171661377,0.76,0.79,1.24,7.23,0.47,0.81,0.77,0.7,4.0,-84.78,-82.19,n/d,n/d,,,,Em Alta,5.159999847412109,-11.43410258135249,-60.069038384777265,False,False,False,sem sinal (Em Alta; sem novo topo (-11.4%))
HBSA3,SMALL11,SMALL11,Industrials,29.19,34.35,0.0,24.13,47.93,56.18,2.68,138,Não,1,7,False,,False,,False,False,False,False,False,0,6,False,False,False,False,False,,True,False,True,,True,4244393472.0,-21.48,2.12,0.0,0.0,-9.88,10.79,-7.87,,3.58,1.85,,3.119999885559082,,,,,,,,,0.0,,,n/d,n/d,,,,Em Baixa,3.440000057220459,-9.30233041681805,-28.929385411193852,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.3%))
ENEV3,BOVA11,BOVA11,Utilities,29.15,25.47,50.0,33.39,11.08,37.03,2.68,139,Não,2,7,False,,True,,False,False,False,True,True,3,6,False,False,False,False,True,,True,False,True,,True,50885922816.0,40.33,2.56,0.0,0.0,6.36,6.1,6.94,,1.48,1.17,6.34,26.600000381469727,,,8.74,12.42,4.19,8.45,8.74,7.87,3.0,-70.43,-68.23,n/d,n/d,,,,Lateral,27.15999984741211,-2.0618537153480165,-5.405406871976148,False,False,False,sem sinal (Lateral; sem novo topo (-2.1%))
KLBN11,BOVA11,BOVA11,Basic Materials,29.02,28.26,33.333333333333336,25.6,15.28,32.4,64.43,140,Não,1,7,False,,True,,False,False,False,True,False,2,6,False,False,False,False,False,,True,False,True,,True,128051224576.0,41.44,2.45,7.56,7.09,5.92,5.45,2.27,,1.78,2.27,23.02,18.020000457763672,9.13,10.67,3.63,8.48,3.87,7.16,8.48,7.63,5.0,-57.63,-60.29,n/d,n/d,,,,Em Alta,18.639999389648438,-3.326174636191659,-15.199997845818014,False,False,False,sem sinal (Em Alta; sem novo topo (-3.3%))
AURE3,BOVA11+SMALL11,BOVA11,Utilities,28.71,30.84,16.666666666666668,9.59,65.63,17.01,67.11,141,Não,3,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,True,,True,True,True,,True,11470092288.0,-10.76,1.02,0.0,7.48,-9.47,2.64,-9.73,,1.11,1.82,-2.62,10.979999542236328,5.87,8.64,,,,7.25,7.25,6.53,2.0,-40.56,-33.96,n/d,n/d,,,,Em Baixa,11.760000228881836,-6.632658770957112,-25.102321578982846,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.6%))
CAML3,SMALL11,SMALL11,Consumer Defensive,28.59,30.69,16.666666666666668,21.38,36.04,37.14,46.31,142,Não,1,7,False,,True,,False,False,False,False,False,1,6,False,False,False,False,False,,True,False,True,,True,1609856128.0,14.89,0.55,6.25,4.34,3.69,5.74,0.99,,1.87,1.99,11.4,4.71999979019165,1.46,1.63,2.53,7.82,1.79,1.85,1.71,1.54,4.0,-67.36,-60.72,n/d,n/d,,,,Em Baixa,4.809999942779541,-1.8711050656662231,-35.38532141190003,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.9%))
PRNR3,SMALL11,SMALL11,Industrials,28.39,30.46,16.666666666666668,37.0,24.0,31.32,15.44,143,Não,2,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,True,,True,False,True,,True,1054262400.0,25.03,2.0,0.0,1.68,7.98,9.65,2.67,,1.46,1.36,5.42,18.5,2.23,3.47,8.24,12.4,4.66,4.65,4.07,3.66,4.0,-80.22,-74.87,n/d,n/d,,,,Em Alta,19.739999771118164,-6.2816605141628346,-16.25169817922031,False,False,False,sem sinal (Em Alta; sem novo topo (-6.3%))
DASA3,SMALL11,SMALL11,Healthcare,28.32,33.32,0.0,12.51,82.47,30.65,9.4,144,Pivô de alta,2,7,False,,False,,False,False,False,False,False,0,6,False,False,False,False,False,,True,True,True,,True,3586995712.0,-3.43,0.52,0.0,0.74,-15.14,6.51,-10.87,,1.3,1.22,,2.869999885559082,0.15,0.22,,,,0.19,0.19,0.17,2.0,-94.18,-93.54,n/d,n/d,,,Pivô de alta,Lateral,3.069999933242798,-6.514659675332912,-39.83228727389596,False,True,False,Pivô de alta
BRAV3,BOVA11+SMALL11,BOVA11,Energy,28.04,27.11,33.333333333333336,26.09,41.83,18.53,12.08,145,Não,1,7,False,,False,,False,False,False,True,True,2,6,False,False,False,False,False,,True,False,True,,True,8603338752.0,165.92,0.74,0.64,1.08,0.44,8.3,1.96,,1.12,1.74,18.23,18.520000457763672,1.43,2.64,1.48,7.93,1.14,1.67,1.45,1.31,4.0,-92.94,-90.98,n/d,n/d,,,,Lateral,21.0,-11.809521629696796,-16.3694127137895,False,False,False,sem sinal (Lateral; sem novo topo (-11.8%))
EMBJ3,BOVA11,BOVA11,Industrials,27.93,29.91,16.666666666666668,38.43,9.14,47.33,8.72,146,Não,2,7,False,,False,,False,False,True,False,False,1,6,False,False,False,False,False,,True,True,True,,True,65239511040.0,40.66,4.01,1.06,0.72,9.85,9.09,3.93,,1.48,0.78,5.83,91.6500015258789,4.69,8.71,29.87,34.05,17.34,22.49,23.61,21.24,4.0,-76.82,-75.46,n/d,n/d,,,,Em Alta,93.01000213623047,-1.4622089873297606,-12.804508972259354,False,False,False,sem sinal (Em Alta; sem novo topo (-1.5%))
ORVR3,SMALL11,SMALL11,Industrials,27.62,29.55,16.666666666666668,40.55,3.0,51.42,2.68,147,Não,1,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,False,,True,False,True,,True,9760997376.0,115.21,6.73,0.0,0.0,5.84,9.56,7.47,,2.27,1.48,19.73,71.08000183105469,,,8.0,12.11,3.6,7.9,8.0,7.2,3.0,-89.87,-88.88,n/d,n/d,,,,Em Baixa,74.1500015258789,-4.140255740591947,-16.27797343514965,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.1%))
TUPY3,SMALL11,SMALL11,Industrials,27.17,31.97,0.0,7.59,59.61,49.14,38.26,148,Não,2,7,False,,False,,False,False,False,False,False,0,6,False,False,False,False,False,,True,True,True,,True,1968839424.0,-2.77,0.88,0.0,3.73,-31.97,2.3,-7.79,,2.24,1.67,,15.020000457763672,4.0,5.83,,,,4.92,4.92,4.42,2.0,-70.55,-67.28,n/d,n/d,,,,Em Alta,16.190000534057617,-7.226683370594767,-11.698999084898764,False,False,False,sem sinal (Em Alta; sem novo topo (-7.2%))
GFSA3,SMALL11,SMALL11,Consumer Cyclical,26.56,31.25,0.0,0.67,93.91,35.99,2.68,149,Não,1,7,False,,False,,False,False,False,False,False,0,6,False,False,False,False,False,,False,True,True,,True,37768156.0,-0.06,0.03,0.0,0.0,-39.87,-6.27,-124.06,,1.31,1.06,,0.23999999463558197,,,,,,,,,0.0,,,n/d,n/d,,,,Em Baixa,0.4399999976158142,-45.45454637817116,-98.66369706642651,False,False,False,sem sinal (Em Baixa; sem novo topo (-45.5%))
CVCB3,SMALL11,SMALL11,Consumer Cyclical,26.21,27.89,16.666666666666668,11.16,77.59,16.0,2.68,150,Não,2,7,False,,False,,False,False,False,True,False,1,6,False,False,False,False,True,,True,False,True,,True,786405888.0,-7.7,2.03,0.0,0.0,-26.34,5.79,-7.1,,0.73,1.4,-15.4,1.5099999904632568,,,,,,,,,0.0,,,n/d,n/d,,,,Lateral,1.5499999523162842,-2.580642779585396,-45.878135802540875,False,False,False,sem sinal (Lateral; sem novo topo (-2.6%))
MBRF3,BOVA11,BOVA11,Consumer Defensive,23.17,27.25,0.0,21.17,25.06,8.65,97.32,151,Não,1,7,False,,False,,False,False,False,False,False,0,6,False,False,False,False,False,,True,False,True,,True,22757212160.0,60.67,2.03,10.42,21.46,3.34,6.28,0.23,,1.08,5.22,,16.459999084472656,25.23,36.74,2.82,7.04,,23.0,25.23,22.71,3.0,37.96,39.74,n/d,n/d,,,,Lateral,17.959999084472656,-8.351893521513743,-40.491687724963356,False,False,False,sem sinal (Lateral; sem novo topo (-8.4%))
