ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,candidato_padrao,candidato_nota,virada_alta,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
USIM5,BOVA11+SMALL11,BOVA11,Materiais,42.55,46.53,20.0,,,1.0,P/L=-3.89<2,10.18,87.44,71.0,58.87,False,98,Não,,,False,4,8,False,,False,,False,False,False,True,True,False,2,10,False,False,False,False,True,True,True,True,False,False,True,-0.02,True,8862787584.0,-3.89,0.43,0.0,6.28,-11.18,-0.65,4.67,-9.36,3.6,-0.18,-0.44,4.44,0.27,,,301.7,5.34,1.64,1.4,33.58,58.33,4.18,12.04,71.5,-40.4,-15.3,0.91,0.34,7.170000076293945,3.21441692180567,5.962743389949518,,,,,,9.809989751681186,6.329050021145458,5.962743389949518,5.366469050954566,3,True,3.1,-25.15384945813828,-11.728731467226982,n/d,n/d,,,,False,False,,,Em Baixa,7.190000057220459,-0.2781638493372318,-41.133005774662266,False,False,False,sem sinal (Em Baixa; sem novo topo (-0.3%))
FRAS3,SMALL11,SMALL11,Consumo discricionário,42.49,41.16,50.0,,,0.9,,54.45,17.04,46.02,31.91,False,99,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$21.17, preço 8.9% acima do pescoço; falta fechar acima e segurar",False,5,8,False,,True,,False,False,True,False,True,True,5,10,True,False,True,False,True,True,True,False,False,True,True,0.6,True,6381480960.0,22.02,2.56,2.68,3.07,11.62,14.99,15.27,5.39,7.44,1.64,1.51,2.41,1.13,5.83,67.52,155.0,14.19,6.92,0.72,65.64,34.06,18.96,25.01,21.6,-7.8,8.3,0.81,0.52,23.059999465942383,5.05068890057821,7.175729492616548,10.627457633467408,14.568737290106931,7.163504709906552,8.436256194404386,5.281933294867852,10.726875340444472,8.628897857049044,7.805992843510467,7.02539355915942,8,True,2.9,-69.53428568142286,-62.5806675763667,n/d,n/d,,,,False,False,,,Em Alta,23.350000381469727,-1.241973922011086,-8.213602150774923,False,False,False,sem sinal (Em Alta)
SUZB3,BOVA11,BOVA11,Materiais,42.19,47.87,10.0,,,1.0,,52.53,60.61,29.81,31.21,False,100,Fundo triplo,,,False,5,8,False,,False,,False,False,True,False,False,False,1,10,True,True,False,True,False,False,True,True,True,True,False,1.68,False,56639479808.0,7.12,1.17,0.01,3.06,16.44,27.73,5.54,17.08,6.35,3.68,9.21,3.38,1.99,0.55,21.81,-64.0,6.31,3.15,0.57,73.83,26.09,39.68,58.97,16.9,-21.3,8.1,0.42,0.26,46.400001525878906,10.151778847889092,18.831549762834268,86.34831744633361,76.25640482050953,103.73311088177381,16.001711497851023,70.06583766469056,22.72912505392368,,,,6,False,10.2,,,n/d,n/d,,,Fundo triplo,False,False,,,Em Alta,46.34000015258789,0.12948073606700028,-22.205008438148667,False,True,False,Fundo triplo — rompeu pescoço ~R$43.58 (candidato)
ENGI11,BOVA11,BOVA11,Serviços públicos,42.07,42.44,40.0,,,0.1,,50.77,38.2,23.96,52.48,True,101,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$51.55, preço 7.9% abaixo do pescoço; falta fechar acima e segurar",False,3,8,False,,True,,False,False,False,False,True,True,4,10,False,False,True,False,False,False,True,True,False,True,True,2.32,True,14508625920.0,15.73,1.22,2.4,5.38,7.78,17.19,10.25,4.13,5.82,4.32,5.9,1.56,1.99,13.16,84.64,7.9,19.64,4.83,0.34,74.62,23.0,42.0,57.51,13.1,-17.4,-3.0,1.32,0.86,47.5,18.25668186205534,20.198738610337386,23.863780884340308,51.4328502242105,19.85694201850506,23.27481926174592,10.334911164128263,120.2965411332743,,,,7,False,11.6,,,n/d,n/d,,,,False,False,,,Lateral,48.91815185546875,-2.8990299135968067,-18.943225147185426,False,False,False,sem sinal (Lateral)
AXIA3,BOVA11+Carteira,BOVA11,Serviços públicos,41.8,38.59,60.0,,,0.1,,39.95,24.09,49.93,46.1,True,102,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$55.62, preço 5.4% abaixo do pescoço; falta fechar acima e segurar",False,3,8,False,,True,,False,False,False,True,True,True,6,10,False,False,False,True,False,True,True,False,True,False,True,0.54,True,120904982528.0,12.96,1.28,2.79,4.28,9.86,5.35,3.25,27.05,15.59,2.95,7.36,2.05,0.63,2.95,55.42,9.7,9.12,3.03,0.39,57.63,42.34,41.67,67.15,26.2,-21.7,-4.1,1.41,0.65,52.599998474121094,16.067644612185173,24.449563617830183,44.11350738606083,61.258943856520816,35.195455593807665,26.76297347112799,22.055100563676653,21.525479780069528,31.428583610159855,25.606268544479086,23.04564169003118,8,True,3.8,-56.186991713755454,-40.249839312024804,2026-11-04,2025-11-17,última,"A análise fundamentalista da AXIA3 revela uma empresa de serviços públicos que apresenta desafios em sua relação de qualidade e preço, uma vez que seu retorno sobre o patrimônio líquido de 9,9% e o retorno sobre o capital investido de 3,2% situam-se abaixo dos pares do setor (12,1% e 9,6%, respectivamente), não justificando plenamente os múltiplos de valuation praticados, como o preço sobre lucro de 12,96 e o preço sobre valor patrimonial de 1,28. No âmbito da rentabilidade versus endividamento, a companhia se destaca positivamente por manter uma alavancagem financeira controlada, com a relação entre dívida líquida e EBITDA em 2,95, patamar que se posiciona abaixo da média setorial de 3,4 e confere segurança operacional mesmo diante de retornos mais modestos. Essa estrutura de capital saneada, contudo, não se traduz em proventos robustos, visto que o dividendo de 2,79% mostra-se tímido e reflete a necessidade de retenção de caixa frente a um crescimento histórico de receita de 9,7% nos últimos cinco anos, ritmo este muito abaixo da média de 37,6% registrada pelo seu setor. O checklist de critérios reforça essa postura de cautela ao apontar que a empresa atende a apenas 3 dos 8 requisitos estabelecidos, falhando em superar a taxa Selic ou a média setorial em termos de rentabilidade, embora cumpra os requisitos de margem líquida elevada de 27,05%, porte de mercado e endividamento sob controle. Sob a ótica do valuation, o preço atual de R$ 52,60 evidencia uma expressiva dispersão entre os métodos de cálculo de preço-teto, variando desde os conservadores R$ 16,07 pelo método de Bazin até R$ 61,26 pela fórmula de Graham, resultando em uma média de R$ 31,43 e uma mediana de R$ 25,61. Essa disparidade culmina em um preço-teto ajustado com margem de segurança de R$ 23,05, o que projeta um expressivo potencial de desvalorização de 56,2% em relação à cotação de mercado atual. Em balanço, os principais pontos favoráveis residem na excelente liquidez corrente de 2,05, na robusta margem líquida e no endividamento inferior ao limite setorial, enquanto os fatores contrários concentram-se no fraco crescimento histórico, na rentabilidade abaixo dos pares e no valuation esticado que limita o retorno ao acionista.",,False,True,59.55,-11.67,Em Alta,53.650001525878906,-1.9571351759446354,-22.464620705260185,False,False,False,sem sinal (Em Alta)
PNVL3,SMALL11,SMALL11,Bens de primeira necessidade,41.75,36.77,70.0,,,0.0,,36.35,43.25,36.65,22.7,True,103,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$11.32, preço 5.8% acima do pescoço; falta fechar acima e segurar",False,4,8,False,,True,,False,False,True,False,True,True,7,10,False,True,False,False,True,False,True,True,False,False,True,0.81,True,1783544960.0,13.04,1.36,2.75,2.49,10.45,8.49,9.66,2.33,5.7,4.17,6.05,1.75,1.07,1.85,32.48,17.6,8.17,4.98,0.9,66.54,33.46,8.82,16.07,35.8,-25.5,-0.1,1.41,0.7,11.970000267028809,2.1296335920834797,3.950470313314854,12.162768676237093,13.482709251786792,8.763285708126944,5.737621689274977,6.523398953884617,11.97000026702881,8.941464979950585,8.763285708126944,7.8869571373142495,7,True,6.3,-34.110635243352846,-25.301046111254323,n/d,n/d,,,,False,False,,,Em Alta,12.180000305175781,-1.724138201028902,-26.543135902883964,False,False,False,sem sinal (Em Alta)
VAMO3,BOVA11+SMALL11,BOVA11,Bens Industriais,41.03,44.74,20.0,,,0.7,,52.09,52.07,27.21,28.37,False,104,Não,,,False,4,8,False,,True,,False,False,False,False,False,False,2,10,True,False,True,False,False,False,True,True,False,True,False,3.87,False,3653004288.0,11.57,1.11,4.16,2.93,9.57,14.8,15.52,5.1,3.89,3.09,2.79,1.67,4.84,1.83,33.91,-1.9,5.0,7.32,0.32,88.84,11.16,2.48,4.82,22.2,-37.1,-7.2,2.06,0.65,3.0299999713897705,0.6343933993611854,1.1767997558149987,3.469965395066072,4.010566432856011,2.4239037959003347,2.6359495103945396,1.7406897210277066,9.095071583324174,,,,6,False,14.3,,,n/d,n/d,,,,False,False,,,Em Baixa,3.109999895095825,-2.5723449004679044,-38.663968900951176,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.6%))
UNIP6,SMALL11,SMALL11,Materiais,39.52,42.97,20.0,,,1.0,,51.72,11.94,34.97,97.16,False,105,Não,,,False,4,8,False,,True,,False,False,True,False,False,False,2,10,False,True,True,False,False,False,True,True,False,True,True,1.25,True,6188332032.0,23.54,3.14,11.68,15.84,13.34,34.18,11.66,5.09,8.57,2.72,3.27,2.39,1.85,,372.99,-46.1,10.48,4.48,0.47,74.89,24.93,53.05,71.62,4.0,-22.9,-9.5,0.71,0.4,55.189998626708984,62.46314052596259,90.94633260580153,24.383007039837445,30.44974002332082,,31.018850384254566,6.263217467650553,21.40204343348154,,,,5,False,14.5,,,n/d,n/d,,,,False,False,,,Em Baixa,61.720001220703125,-10.58004287887755,-24.082134713891,False,False,False,sem sinal (Em Baixa; sem novo topo (-10.6%))
AUAU3,SMALL11,SMALL11,Consumo discricionário,39.15,34.29,66.66666666666667,,,0.9,,31.38,52.35,30.07,10.64,False,106,Não,,,False,2,8,False,,,,,,False,True,True,,2,3,False,False,False,False,False,True,True,False,False,False,True,0.51,True,2883659008.0,14.98,0.91,0.9,0.92,6.04,,7.01,3.84,3.12,2.53,5.05,1.26,0.7,2.88,13.78,22.2,9.88,5.6,,,,2.8,3.87,17.7,-14.6,-1.4,0.88,0.42,3.299999952316284,0.21684692274157955,0.3632642099384286,2.635988024123126,4.23963618152881,1.3498689971612605,0.5323255219280377,1.3096013161198383,10.11118901106369,,,,4,False,46.6,,,n/d,n/d,,,,False,False,,,Lateral,3.569999933242798,-7.563024817237462,-18.186061169569857,False,False,False,sem sinal (Lateral)
HAPV3,BOVA11+SMALL11,BOVA11,Cuidados de saúde,38.81,35.85,55.55555555555556,,,0.2,P/L=-18.79<2,12.07,81.06,47.95,5.67,True,107,Não,,,False,2,8,False,,False,,False,,False,True,True,False,5,9,False,False,False,False,True,False,True,False,False,False,True,0.16,True,3083320576.0,-18.79,0.07,0.0,0.13,-0.36,-1.11,2.12,-0.55,4.16,3.07,7.69,1.84,0.33,,,41.3,5.42,1.55,0.45,33.25,66.74,6.09,41.71,7.6,-84.3,-40.0,1.58,0.35,6.550000190734863,0.06300659616723851,0.11687723589022744,,,,,,14.39542003429921,,,,2,False,228.5,,,n/d,n/d,,,,False,False,,,Em Baixa,11.130000114440918,-41.15004381503654,-84.64603794148347,False,False,False,sem sinal (Em Baixa; sem novo topo (-41.2%))
EMBJ3,BOVA11,BOVA11,Bens Industriais,38.79,33.87,66.66666666666667,,,0.7,,44.47,12.49,49.4,8.51,False,108,Pivô de alta,,,False,4,8,False,,False,,False,,True,True,True,False,6,9,False,False,False,False,True,True,True,True,False,False,True,0.14,True,67780755456.0,30.27,3.94,1.03,0.71,13.01,5.09,9.61,5.28,11.52,0.52,0.76,1.44,0.69,2.97,21.63,113.9,16.83,3.7,0.82,70.5,26.66,68.4,103.57,42.7,-5.8,18.7,0.83,0.37,97.61000061035156,4.982479625338173,9.24249970500231,42.72654470059987,42.39662181432417,35.18195894094781,17.64650211580932,29.28029172646043,44.08436660991484,,,,6,False,8.8,,,n/d,n/d,,,Pivô de alta,False,False,,,Em Alta,101.29000091552734,-3.6331328580446853,-7.134186680461729,False,True,False,Pivô de alta
NATU3,BOVA11+SMALL11,BOVA11,Bens de primeira necessidade,38.37,42.93,12.5,,,0.0,P/L=-4.52<2,39.45,56.11,54.51,2.48,True,109,Fundo duplo,,,False,2,8,False,,False,,,,False,True,False,False,1,8,False,False,False,False,False,True,True,False,False,True,True,0.35,True,12002652160.0,-4.52,0.95,0.0,0.0,-21.11,16.32,10.18,-12.47,5.16,2.58,3.54,1.68,0.54,,,-88.9,9.21,2.55,0.77,55.21,44.79,7.2,10.7,23.8,-16.7,-1.7,1.15,0.42,8.90999984741211,,,,,,,,10.771630703545231,10.771630703545231,10.771630703545231,9.694467633190708,1,True,1.0,8.804352404186023,20.89372489354002,n/d,n/d,,,Fundo duplo,False,False,,,Em Alta,8.9399995803833,-0.3355674986497581,-20.08968473322179,False,True,False,Fundo duplo — rompeu pescoço ~R$8.73 (candidato)
SMFT3,BOVA11+SMALL11,BOVA11,Consumo discricionário,38.28,37.98,40.0,,,0.9,,49.56,41.62,13.61,25.53,False,110,Não,,,False,1,8,False,,False,,False,False,True,False,False,False,4,10,False,False,False,False,False,False,True,False,True,False,False,1.82,False,10322611200.0,15.1,1.71,6.0,2.63,11.3,9.4,10.6,8.53,3.84,4.32,5.7,1.2,2.24,2.22,39.69,-6.3,8.32,5.98,0.3,73.66,26.34,16.61,26.03,2.5,-34.6,-9.6,1.29,0.61,17.030000686645508,3.1975341532558965,5.931425854289688,14.943543648877677,15.89715452361429,10.65040732085227,13.03125309515046,7.843954317853668,,11.382956460106342,11.840830208001364,10.656747187201228,6,True,5.0,-37.42368316192742,-33.159389306234345,n/d,n/d,,,,False,False,,,Em Baixa,18.3799991607666,-7.344932185866259,-35.50167171434436,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.3%))
AZZA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,37.95,39.35,30.0,,,0.9,,24.83,62.35,43.8,38.3,False,111,Não,,,False,1,8,False,,True,,False,False,False,True,False,True,3,10,False,False,False,False,False,False,True,False,False,True,True,0.38,True,2963898368.0,9.34,0.38,16.88,3.53,4.03,11.4,5.88,2.85,3.6,2.74,6.52,2.26,0.49,3.46,33.01,-94.3,3.07,3.33,0.93,48.36,51.64,14.54,31.78,1.7,-53.5,-20.4,1.23,0.48,14.789999961853027,3.734050393201275,4.750965484023237,14.391132160017682,37.238672914810465,9.871878891398406,48.411048841110485,6.91725650025026,27.468540129230952,,,,4,False,13.0,,,n/d,n/d,,,,False,False,,,Em Baixa,17.010000228881836,-13.051147778701367,-54.69824771723877,False,False,False,sem sinal (Em Baixa; sem novo topo (-13.1%))
RAIL3,BOVA11,BOVA11,Bens Industriais,37.11,34.84,50.0,,,0.7,,50.27,25.5,22.51,13.48,False,112,Não,,,False,2,8,False,,False,,False,False,False,False,True,True,5,10,False,False,False,False,True,False,True,False,True,False,False,1.64,False,27615232000.0,22.54,1.91,0.73,1.31,8.48,1.9,12.06,8.53,6.16,3.16,3.66,1.31,2.01,3.77,29.53,56.8,11.6,7.07,0.25,73.88,25.74,12.33,17.04,20.1,-13.1,3.1,1.14,0.58,14.8100004196167,1.3860195495181473,2.562681326721475,8.677574918120134,10.7066274318662,4.787218444920471,7.688860391026426,4.2232563068192865,11.50778129173654,,,,7,False,8.3,,,n/d,n/d,,,,False,False,,,Em Alta,14.59000015258789,1.5078839254829335,-14.534672704443597,False,False,False,sem sinal (Em Alta)
CBAV3,SMALL11,SMALL11,Materiais,37.0,38.24,30.0,,,1.0,,39.03,39.4,38.9,30.5,False,113,Não,,,False,4,8,False,,False,,False,False,True,True,True,False,3,10,False,True,False,False,True,False,True,True,False,False,True,0.57,True,7305035776.0,12.22,1.44,0.39,3.04,11.81,-1.32,6.25,6.41,6.54,1.95,4.36,2.06,0.89,1.65,37.18,28.1,9.59,3.49,0.48,67.68,30.73,3.22,11.21,248.5,0.0,3.9,0.25,0.12,11.210000038146973,2.436021025519974,4.5188190023395505,12.154869108465414,12.675935600985852,9.597028729023554,0.7922538304303869,6.728795256528601,7.42587936633825,,,,6,False,16.0,,,n/d,n/d,,,,False,False,,,Em Alta,11.199999809265137,0.08928775939409661,-0.35555521647135935,False,False,False,sem sinal (Em Alta)
TIMS3,BOVA11,BOVA11,Comunicação,36.99,31.16,70.0,,,0.4,,31.11,7.82,37.39,77.3,False,114,Não,,,False,3,8,False,,True,,False,False,False,True,True,True,7,10,False,False,False,True,True,False,True,False,True,True,True,0.49,True,43467354112.0,3205.62,1.75,8.02,8.95,0.05,11.85,0.76,15.78,111.71,1.05,2.63,0.85,0.66,1282.25,28699.07,2.5,8.66,7.75,0.43,57.89,42.11,17.94,27.96,2.2,-34.5,-17.5,0.81,0.49,18.329999923706055,11.721688157637468,14.626628266269359,,,,30.75,,0.6870532318141034,,,,3,False,44.8,,,n/d,n/d,,,,False,False,,,Em Baixa,18.899999618530273,-3.01587146205744,-35.343076535955895,False,False,False,sem sinal (Em Baixa; sem novo topo (-3.0%))
YDUQ3,BOVA11+SMALL11,BOVA11,Consumo discricionário,36.15,35.47,40.0,,,0.9,,34.82,42.99,25.41,39.72,False,115,Fundo duplo,,,False,1,8,False,,False,,False,False,False,False,True,False,4,10,False,False,False,False,False,False,True,False,False,False,False,1.48,True,2249327104.0,21.34,0.83,6.44,3.6,3.89,5.03,11.35,2.04,3.88,3.14,3.87,1.61,1.72,23.68,76.83,1.0,4.17,7.39,0.4,70.08,29.69,7.32,14.76,21.0,-40.0,-3.3,1.62,0.58,8.859999656677246,2.2784946286233954,2.4572173396611223,3.1982088189832987,9.985934437661033,1.8689876577353925,5.906665058178842,1.3443378602716949,14.36284499478099,,,,6,False,10.7,,,n/d,n/d,,,Fundo duplo,False,False,,,Lateral,8.880000114440918,-0.22523037731887463,-42.05363192425094,False,True,False,Fundo duplo — rompeu pescoço ~R$8.38 (candidato)
RAPT4,SMALL11,SMALL11,Bens Industriais,36.03,40.62,10.0,,,0.7,P/L=-4.88<2,19.47,82.71,32.16,47.52,False,116,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$5.14, preço 6.2% abaixo do pescoço; falta fechar acima e segurar",False,1,8,False,,False,,False,False,False,False,True,False,1,10,False,False,False,False,False,False,True,False,False,False,True,1.82,False,1684161920.0,-4.88,0.56,0.0,4.31,-11.45,8.95,9.51,-2.65,3.86,2.95,4.35,2.12,2.11,,,0.5,3.79,5.22,0.76,74.66,17.25,4.35,6.9,10.8,-30.1,-2.7,1.3,0.58,4.820000171661377,1.4827292403344445,1.5453333638152322,,,,,,13.473369895680767,,,,2,False,9.1,,,n/d,n/d,,,,False,False,,,Lateral,5.039999961853027,-4.365075235253856,-31.33902870715929,False,False,False,sem sinal (Lateral)
POSI3,SMALL11,SMALL11,Tecnologia de informação,35.66,36.66,30.0,,,0.5,,21.47,52.53,36.69,65.25,False,117,Não,,,False,0,8,False,,True,,False,False,False,True,True,False,3,10,False,False,False,False,False,False,False,False,False,True,False,0.5,True,465261664.0,38.22,0.31,5.34,6.9,0.8,10.68,6.93,0.36,3.73,3.07,6.21,1.82,0.81,3.32,263.61,11.5,1.99,3.74,0.97,64.77,35.23,3.28,4.72,1.8,-29.2,-14.6,1.09,0.49,3.3399999141693115,1.6454636466452734,3.0523350645269822,1.1579015924317992,4.60268789222791,1.6077051299314735,0.7445919647652398,0.8651491143452691,16.476571529698084,,,,6,False,22.1,,,n/d,n/d,,,,False,False,,,Em Baixa,3.5299999713897705,-5.382437925223426,-30.416671219799074,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.4%))
SIMH3,SMALL11,SMALL11,Industrials,34.82,37.43,20.0,,,0.7,P/L=-20.94<2,26.94,80.69,16.83,17.73,False,118,Não,,,False,5,8,False,,False,,False,False,False,False,True,False,2,10,False,True,True,False,True,False,True,True,False,False,False,7.83,False,3817785856.0,-20.94,0.65,2.62,2.25,-3.1,-1.12,11.25,-0.4,3.77,3.53,4.39,1.28,6.05,,,8.8,2.08,6.03,0.36,91.64,5.09,5.63,14.3,16.0,-54.3,-23.7,2.34,0.7,6.53000020980835,1.0500391625469314,1.9478226465245576,,,,,,44.88389887435632,,,,2,False,42.7,,,n/d,n/d,,,,False,False,,,Em Baixa,7.139999866485596,-8.543412718262367,-55.30241953658547,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.5%))
ARML3,SMALL11,SMALL11,Bens Industriais,34.21,34.95,30.0,,,0.7,,33.67,36.67,27.99,50.35,False,119,Fundo duplo,,,False,2,8,False,,True,,False,False,False,False,True,False,3,10,False,False,False,False,False,False,True,True,False,True,False,1.74,False,1263024000.0,20.41,0.92,12.8,4.8,4.51,11.22,9.85,3.11,4.85,3.29,4.68,1.89,2.12,216.06,97.91,20.9,3.29,5.25,0.54,75.09,23.96,2.71,6.17,36.0,-40.4,-0.5,1.87,0.56,3.680000066757202,1.2609089705058227,1.270673792906873,1.2978578390505326,4.0283172824626154,0.8819378177255388,2.2955290392202006,0.4923745534277685,5.189162701709523,,,,5,False,10.5,,,n/d,n/d,,,Fundo duplo,False,False,,,Em Alta,3.700000047683716,-0.5405400180747089,-41.58730229612979,False,True,False,Fundo duplo — rompeu pescoço ~R$3.56 (candidato)
JSLG3,SMALL11,SMALL11,Bens Industriais,33.74,36.17,20.0,,,0.7,P/L=-15.02<2,21.05,57.67,14.24,94.33,False,120,Não,,,False,1,8,False,,True,,False,False,False,False,False,False,2,10,False,False,False,False,False,False,True,False,False,True,False,5.26,False,1569529088.0,-15.02,1.33,34.88,13.88,-8.83,13.19,9.68,-1.07,4.25,4.15,6.0,1.38,6.52,,,-44.0,3.07,4.78,0.43,89.08,10.92,3.88,8.64,38.5,-37.8,-13.0,2.09,0.61,5.369999885559082,5.323748905168305,7.751378405925052,,,,,,,6.537563655546679,6.537563655546679,5.883807289992011,2,True,1.5,9.568108293906153,21.7423425487846,n/d,n/d,,,,False,False,,,Em Baixa,5.619999885559082,-4.448398667095876,-39.11564544939471,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.4%))
CSNA3,BOVA11+SMALL11,BOVA11,Materiais,33.63,37.8,10.0,,,1.0,P/L=-2.63<2,15.62,78.71,7.6,95.74,False,121,Não,,,False,2,8,False,,False,,False,False,False,False,True,False,1,10,False,False,False,False,False,False,True,True,False,False,False,3.31,False,6908949504.0,-2.63,0.57,0.0,15.41,-21.59,-7.63,8.07,-5.82,4.28,5.46,9.47,1.15,3.57,,,5.7,-50.46,2.17,0.39,84.35,12.8,4.28,10.89,25.5,-50.7,-5.1,1.66,0.53,5.369999885559082,5.9112115052234,10.539049139071789,,,,,,,8.225130322147594,8.225130322147594,7.402617289932834,2,True,1.8,37.85134911901646,53.168165687796076,n/d,n/d,,,,False,False,,,Lateral,5.269999980926514,1.8975314040700964,-52.56183718790754,False,False,False,sem sinal (Lateral)
BRAP4,BOVA11+SMALL11,BOVA11,Basic Materials,33.48,34.98,25.0,,,1.0,DY5a=24.3%>=20,14.87,39.37,74.72,,False,122,Fundo triplo,,,False,4,6,False,,True,,False,False,False,True,,False,2,8,False,True,True,False,,,True,True,False,True,True,,True,8734606336.0,14.95,1.09,10.61,24.29,7.26,23.82,-0.47,0.0,-227.85,,,5.68,0.0,2.06,363.19,,2.97,-0.74,,4.4,95.6,14.38,25.49,55.4,-12.3,-0.4,0.92,0.63,22.350000381469727,38.78271016943055,71.94192736429368,19.808528766185542,26.262432466666052,44.849499093250294,15.342069641277186,10.81599062894556,,25.976871794292535,23.035480616425797,20.731932554783217,6,True,6.7,-7.239676953330354,16.227612308364115,n/d,n/d,,,Fundo triplo,False,False,,,Em Alta,21.950000762939453,1.8223216611711335,-12.797498582511736,False,True,False,Fundo triplo — rompeu pescoço ~R$22.00 (candidato)
MYPK3,SMALL11,SMALL11,Consumo discricionário,32.91,35.19,20.0,,,0.9,,24.86,51.94,28.48,53.19,False,123,Não,,,False,1,8,False,,True,,False,False,False,False,True,False,2,10,False,False,False,False,False,False,True,False,False,False,True,0.95,True,1359909504.0,15.26,0.34,3.38,5.41,2.23,4.01,8.93,0.6,3.5,2.9,4.54,1.73,1.23,39.26,82.57,0.1,3.91,3.75,0.65,66.29,30.03,8.74,13.84,4.0,-34.3,-2.4,0.79,0.48,9.09000015258789,3.5132011235328697,3.627571367085539,4.3933345270386015,18.929468682440774,3.454654105283574,7.742523561935217,1.7368386902165238,21.77146113239846,,,,6,False,12.5,,,n/d,n/d,,,,False,False,,,Em Baixa,9.399999618530273,-3.2978667927951677,-34.660759826909306,False,False,False,sem sinal (Em Baixa; sem novo topo (-3.3%))
CASH3,SMALL11,SMALL11,Comunicação,32.79,28.77,55.55555555555556,,,0.4,P/L=-5.72<2,1.35,44.9,83.44,2.48,False,124,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$5.65, preço 4.6% acima do pescoço; falta fechar acima e segurar",False,2,8,False,,False,,False,,False,True,True,False,5,9,False,False,False,False,True,True,False,False,False,False,True,-0.29,True,576070400.0,-5.72,1.34,0.0,0.0,-23.45,-3.01,-16.62,-20.31,-8.95,-1.12,-2.8,2.68,0.0,,,18.2,6.43,9.61,1.74,18.27,80.69,3.24,5.91,82.4,0.0,34.0,0.94,0.32,5.909999847412109,,,,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,Em Alta,5.730000019073486,3.141358250252302,-1.5000025431315067,False,False,False,sem sinal (Em Alta)
TTEN3,SMALL11,SMALL11,Bens de primeira necessidade,32.78,29.74,50.0,,,0.0,,35.33,31.49,24.19,11.35,True,125,Não,,,False,2,8,False,,True,,False,True,True,False,False,True,5,10,False,True,False,False,False,False,True,False,False,True,False,0.75,True,5735047680.0,9.75,1.15,1.59,0.95,11.76,18.41,4.0,3.19,17.63,7.5,18.75,1.36,1.03,0.91,9.29,-37.7,5.7,1.74,0.97,64.13,35.82,9.93,17.74,13.3,-36.6,-22.6,0.81,0.37,11.25,0.7656099600185554,1.4202064758344202,15.288461538461535,15.93648555693364,13.4080679095444,1.6480786246893329,10.81933391622435,,,,,4,False,20.8,,,n/d,n/d,,,,False,False,,,Em Baixa,11.59000015258789,-2.933564694664592,-37.15083664943837,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.9%))
