ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,candidato_padrao,candidato_nota,virada_alta,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
CSMG3,BOVA11+SMALL11,BOVA11,Serviços públicos,50.05,48.29,60.0,,,0.1,,64.33,15.72,34.5,85.11,True,75,Não,,,False,5,8,False,,True,,False,False,True,False,False,True,6,10,True,True,True,False,False,True,True,False,True,True,True,0.9,True,20752599040.0,16.09,2.35,3.99,10.18,14.6,15.68,11.59,14.88,8.82,2.77,3.34,1.22,1.06,,163.82,-21.2,11.35,6.35,0.28,51.64,48.36,26.64,67.45,107.2,-18.2,-4.6,0.88,0.47,55.20000076293945,40.14457034350494,58.450494420143194,35.679304408612204,42.58124836443645,,33.8014680094549,9.164876269794618,48.81663041531538,43.245619326911175,41.36290935397069,37.22661841857362,6,True,6.4,-32.56047481150204,-21.65648780942462,n/d,n/d,,,,False,False,,,Em Baixa,63.349998474121094,-12.865032213869698,-18.608078721132582,False,False,False,sem sinal (Em Baixa; sem novo topo (-12.9%))
EGIE3,BOVA11,BOVA11,Serviços públicos,49.74,51.46,40.0,,,0.1,,78.55,23.35,19.45,63.83,True,76,Não,,,False,7,8,False,,True,,False,False,True,False,True,False,4,10,True,True,True,True,True,False,True,True,True,True,True,1.43,True,40805953536.0,10.31,2.72,3.14,6.54,26.37,32.12,11.59,28.94,8.74,3.56,4.3,1.09,2.06,1.2,67.43,270.0,10.99,6.68,0.19,74.84,23.06,26.83,37.14,7.5,-22.3,-9.4,0.92,0.62,28.850000381469727,13.47826685979746,25.002185024924284,37.07686760955129,25.841831932277433,42.33310182664291,42.16403729076909,22.580471107576408,25.39446734308974,29.233903624328576,25.618149637683587,23.056334673915227,8,True,3.1,-20.082029916629583,1.330687132695596,n/d,n/d,,,,False,False,,,Lateral,29.324909210205078,-1.6194724605322341,-24.19493061245316,False,False,False,sem sinal (Lateral)
MOTV3,BOVA11,BOVA11,Bens Industriais,49.61,53.07,30.0,,,0.7,,73.12,53.29,25.0,18.44,False,77,Não,Fundo triplo,"Fundo triplo (pré-confirmação) — pescoço R$15.15, preço 0.5% abaixo do pescoço; falta fechar acima e segurar",False,6,8,False,,True,,False,False,True,False,True,False,3,10,True,True,False,True,True,False,True,True,True,True,False,1.9,False,30269687808.0,7.85,1.71,1.38,2.26,21.85,19.92,11.72,19.27,6.65,3.69,4.41,1.77,2.45,0.52,17.73,58.4,9.98,6.62,0.44,77.07,22.24,13.52,17.55,11.5,-14.1,1.2,1.29,0.78,15.079999923706055,2.4334431247321406,4.51403699637812,25.453503055936967,19.52359161971606,33.155185044820485,10.38593205872702,23.2443310925915,9.165197465554654,,,,6,False,13.6,,,n/d,n/d,,,,False,False,,,Lateral,15.119999885559082,-0.2645500142578139,-15.028002860960331,False,False,False,sem sinal (Lateral)
CPLE3,BOVA11,BOVA11,Serviços públicos,49.47,44.08,80.0,,,0.1,,47.71,30.32,35.42,79.43,True,78,Não,,,False,5,8,False,,True,,False,False,True,True,True,True,8,10,False,True,True,False,True,True,True,False,True,False,True,0.9,True,43593883648.0,13.97,1.81,7.24,9.15,12.99,9.34,9.82,11.41,9.11,2.97,4.24,1.3,0.98,0.28,127.82,50.0,13.17,5.45,0.3,61.78,38.29,10.29,16.67,41.6,-12.6,-2.8,1.11,0.75,14.569999694824219,9.522149335578966,17.66358701749898,13.819076303251315,13.744005213809503,31.288474648870906,8.56043112128839,12.6196847750446,12.2203515982404,14.929720001697884,13.181844994427053,11.863660494984348,8,True,3.7,-18.574737519049222,2.468910874455621,n/d,n/d,,,,False,False,,,Lateral,14.899999618530273,-2.2147646453336334,-13.642870416419983,False,False,False,sem sinal (Lateral)
ALOS3,BOVA11+SMALL11,BOVA11,Imobiliário,48.61,43.07,80.0,,,0.8,,50.07,38.45,24.12,60.99,False,79,Não,,,False,3,8,False,,True,,False,True,False,True,True,True,8,10,False,False,False,True,True,False,True,False,True,False,False,0.56,True,13208726528.0,14.25,1.04,11.85,6.38,7.27,9.51,6.39,31.4,4.9,3.4,7.45,0.72,0.56,21.47,90.87,60.8,13.6,3.66,0.27,46.56,50.55,20.42,32.08,28.4,-18.3,-4.7,1.2,0.81,26.209999084472656,11.938545986794193,12.615807968626708,13.883141140848343,32.29491627828039,12.94974348476262,24.672094269271042,5.680816707646442,61.56724104958222,,,,7,False,10.8,,,n/d,n/d,,,,False,False,,,Em Baixa,26.757112503051758,-2.0447401359795503,-19.172210398818855,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.0%))
ECOR3,SMALL11,SMALL11,Bens Industriais,48.31,44.48,70.0,,,0.7,,49.46,56.87,28.33,23.4,False,80,Não,,,False,1,8,False,,True,,False,True,True,False,False,True,7,10,False,False,False,False,False,False,True,False,False,True,False,5.91,False,4806742528.0,8.81,1.17,4.38,2.52,13.28,19.86,11.52,4.59,5.15,4.62,5.62,2.52,6.64,0.85,22.23,-89.7,8.33,6.86,0.19,88.21,11.06,5.87,11.74,18.6,-40.7,-8.0,1.8,0.73,6.960000038146973,1.2543243850728514,2.326771734310139,10.46765045464783,10.282994794813272,10.152561907768776,1.8737205648038542,7.23916861335511,11.455863492502061,,,,5,False,9.1,,,n/d,n/d,,,,False,False,,,Lateral,6.949999809265137,0.14388818929900182,-41.67264613706973,False,False,False,sem sinal (Lateral)
GOAU4,BOVA11+SMALL11,BOVA11,Materiais,48.16,51.37,30.0,,,1.0,,30.52,72.88,59.88,74.47,False,81,Não,,,False,4,8,False,,True,,False,False,False,True,True,False,3,10,False,False,True,False,True,True,True,False,False,True,True,0.5,True,13782409216.0,17.35,0.72,3.68,8.58,4.13,12.06,10.0,1.14,2.04,0.99,1.38,2.88,0.28,0.24,148.89,73.2,5.13,5.06,1.04,34.12,23.4,6.66,11.41,57.0,-8.4,4.3,0.9,0.54,10.449999809265137,6.405398473258392,11.882014167894317,7.980547404770202,14.02463456437777,18.069163935328763,6.1112762116739185,7.287896120582602,39.673773879719434,10.25156155398371,7.980547404770202,7.182492664293182,7,True,6.5,-31.26801152737755,-1.89893070720909,n/d,n/d,,,,False,False,,,Em Baixa,11.081195831298828,-5.696100237222401,-8.632904756322768,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.7%))
ANIM3,SMALL11,SMALL11,Consumo discricionário,47.9,49.29,40.0,,,0.9,,45.44,71.1,24.48,61.7,False,82,Não,,,False,4,8,False,,False,,False,False,False,False,True,False,4,10,True,False,True,False,True,False,True,False,False,False,False,1.75,False,1039115520.0,7.22,0.46,2.83,6.44,6.36,-2.07,14.6,3.71,3.18,3.35,3.21,1.49,2.02,2.12,46.48,205.2,3.66,6.53,0.35,72.15,22.61,1.93,5.17,44.0,-46.2,-7.6,2.08,0.51,2.7799999713897705,1.278437330738012,1.746572826835703,3.757394658527694,7.235833015165504,3.7895079946680914,1.3404041086447946,1.8523812795042165,,2.2941163664864184,1.7994770531699598,1.6195293478529638,6,True,5.7,-41.743548038839265,-17.477827694381254,n/d,n/d,,,,False,False,,,Em Alta,2.740000009536743,1.4598526172921567,-47.43295324830539,False,False,False,sem sinal (Em Alta)
FESA4,SMALL11,SMALL11,Materiais,47.38,52.21,20.0,,,1.0,,28.42,71.33,72.16,71.63,False,83,Não,,,False,2,8,False,,True,,False,False,False,True,False,False,2,10,False,False,False,False,False,True,True,False,False,True,True,-0.12,True,1758722816.0,12.43,0.56,13.53,8.28,4.49,15.62,3.69,6.78,3.47,-3.62,-9.04,3.61,0.12,,102.91,-76.0,3.71,-1.74,1.53,26.31,73.65,4.8,8.69,9.8,-39.4,-17.1,1.13,0.55,5.269999980926514,3.116563125408492,4.537715910594764,4.409332244701186,9.474848945408988,,5.225440763076465,1.1326169364823102,6.400473544325034,,,,6,False,8.4,,,n/d,n/d,,,,False,False,,,Em Baixa,5.699999809265137,-7.543856889954181,-40.7865145302468,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.5%))
SMTO3,SMALL11,SMALL11,Bens de primeira necessidade,46.76,51.48,20.0,,,0.0,,45.33,72.32,46.95,36.17,True,84,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$16.37, preço 15.3% acima do pescoço; falta fechar acima e segurar",False,3,8,False,,True,,False,False,True,False,False,False,2,10,False,True,False,False,False,True,True,False,True,True,True,0.99,True,5997127680.0,7.61,0.84,1.17,3.4,11.0,14.59,6.36,11.43,3.79,2.38,5.23,3.16,1.65,0.93,25.88,-39.3,9.63,3.45,0.45,68.55,31.45,12.82,21.12,47.2,-10.7,16.5,0.59,0.23,18.8700008392334,4.583569617755083,8.502521640935678,32.85512629695696,35.40227792012859,28.649579251224655,11.131294133715128,19.332150157461193,44.34329506457097,,,,6,False,9.7,,,n/d,n/d,,,,False,False,,,Em Alta,19.270000457763672,-2.0757634095909805,-11.810733223954706,False,False,False,sem sinal (Em Alta)
PRIO3,BOVA11,BOVA11,Energia,46.75,45.2,55.55555555555556,,,0.9,,60.94,40.78,34.73,6.38,False,85,Não,,,False,3,8,False,,True,,False,,True,True,True,False,5,9,False,False,False,True,True,False,True,False,True,True,True,0.77,True,48279953408.0,13.65,1.87,0.0,0.18,13.71,30.11,10.92,18.11,5.77,1.73,2.21,1.34,0.9,1.02,2.42,189.4,6.66,6.59,0.25,59.83,40.17,34.2,72.1,78.6,-15.3,0.2,0.12,0.06,61.09000015258789,0.77431531498201,1.4363549092916283,59.2998169979333,57.35539252649738,60.66647636403732,2.0484393527518083,49.58988749214635,20.76287316549984,,,,5,False,78.3,,,n/d,n/d,,,,False,False,,,Em Alta,62.849998474121094,-2.800315615374105,-16.29213847277259,False,False,False,sem sinal (Em Alta)
QUAL3,SMALL11,SMALL11,Cuidados de saúde,46.12,50.73,20.0,,,0.2,,52.72,73.38,36.92,12.77,True,86,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$1.63, preço 4.4% abaixo do pescoço; falta fechar acima e segurar",False,4,8,False,,False,,False,False,False,True,True,False,2,10,True,False,True,False,True,False,False,True,False,False,True,0.61,True,435622080.0,16.77,0.33,0.58,1.25,1.96,0.44,22.61,1.9,1.46,2.45,1.52,0.58,0.89,10.82,20.94,60.1,3.14,5.32,0.47,66.78,32.76,1.39,2.71,12.2,-42.4,-9.6,1.94,0.56,1.559999942779541,0.13912041941252887,0.1588600556948569,0.7587301048710173,3.1455191986246036,0.26029200924613616,0.5416071244230326,0.33911413129244006,,,,,6,False,22.6,,,n/d,n/d,,,,False,False,,,Lateral,1.7200000286102295,-9.30233041681805,-44.40029237550325,False,False,False,sem sinal (Lateral)
GGBR4,BOVA11,BOVA11,Materiais,45.85,48.65,30.0,,,1.0,,34.35,58.42,59.6,66.67,False,87,Não,,,False,4,8,False,,True,,False,False,False,True,True,False,3,10,False,False,True,False,True,True,True,False,False,True,True,0.18,True,46698606592.0,21.04,0.88,3.35,7.06,4.18,12.63,10.03,3.22,5.13,0.97,1.36,2.87,0.28,0.29,148.44,73.5,8.27,5.03,1.04,34.14,65.6,15.69,26.05,52.7,-8.0,4.9,0.84,0.52,23.969999313354492,12.079356229594708,22.407205805898183,15.095175423096341,26.42378803114604,34.17775567493511,11.887333533584622,13.785028122223832,23.162776228044542,19.877302381065423,18.75119061449726,16.876071553047534,8,True,2.9,-29.59502696503914,-17.074247182013437,n/d,n/d,,,,False,False,,,Em Baixa,25.3928279876709,-5.6032698485069865,-8.423752665566465,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.6%))
SAUD3,SMALL11,SMALL11,Cuidados de saúde,45.75,43.23,60.0,,,0.2,,49.65,8.09,65.95,56.74,True,88,Não,,,False,3,8,False,,True,,False,False,False,True,False,True,6,10,False,False,False,False,False,True,True,True,True,True,True,-0.69,True,41016250368.0,38.92,2.19,0.95,6.04,5.63,39.67,4.59,9.86,21.22,-7.41,-18.52,1.06,0.01,,235.22,-19.6,9.27,5.03,0.66,34.2,65.77,10.45,16.09,34.3,-12.7,-1.8,0.77,0.38,14.039999961853027,6.060896442980922,8.824665220980222,3.7516957760347247,7.213564052622798,,14.516166036785778,0.9636910853276011,6.3108881258912914,,,,6,False,15.1,,,n/d,n/d,,,,False,False,,,Em Baixa,14.1899995803833,-1.057079795390814,-14.802435757316912,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.1%))
MOVI3,SMALL11,SMALL11,Bens Industriais,45.69,48.46,30.0,,,0.7,,48.14,74.39,12.97,56.03,False,89,Não,,,False,4,8,False,,False,,False,False,True,False,True,False,3,10,False,False,True,False,True,False,True,True,False,False,False,5.5,False,2821057024.0,6.49,0.72,9.32,5.83,11.08,3.58,13.78,2.89,3.56,3.65,3.71,0.68,6.43,0.94,37.81,97.0,3.16,6.78,0.22,91.5,8.5,6.47,14.83,11.5,-51.4,-24.9,2.34,0.65,7.210000038146973,3.000514740673769,5.565954843949841,14.71995385291947,15.821145678128493,14.127420762633754,15.00312294900737,7.779395113044546,,13.490207671146726,14.71995385291947,13.247958467627523,5,True,5.3,83.74422187981506,87.10412759739481,n/d,n/d,,,,False,False,,,Em Baixa,7.760000228881836,-7.087631114852622,-51.83700795231858,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.1%))
IRBR3,SMALL11+Carteira,SMALL11,Insurance,45.59,48.59,28.571428571428573,,2.87,0.3,,18.15,70.07,100.0,29.08,False,90,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$57.45, preço 3.9% abaixo do pescoço; falta fechar acima e segurar",False,1,6,False,,False,,False,,False,,False,False,2,7,False,False,False,,False,,True,False,True,False,True,,True,4556004864.0,-31.23,0.86,2.81,2.94,-2.76,2.79,0.0,4.89,,,,,,,,-23.0,6.46,2.3,,66.23,33.77,44.53,62.39,24.0,-11.5,3.8,1.1,0.6,55.22999954223633,11.59547551352601,16.88301234769387,,,,26.3277,,,18.268729287073295,16.88301234769387,15.194711112924484,3,True,2.3,-72.48830121516741,-66.92245258285298,2026-11-12,2026-07-01,última,"A análise fundamentalista do IRB Brasil (IRBR3) revela uma empresa em momento de profunda reestruturação, onde a baixa qualidade operacional contrasta com múltiplos de preço aparentemente descontados. O retorno sobre o patrimônio líquido (ROE) negativo de -2,8% e o retorno sobre o capital investido (ROIC) nulo de 0,0% situam-se drasticamente abaixo das médias do setor de seguros, que registram 34,3% e 19,5% respectivamente, evidenciando uma severa deficiência na rentabilidade e na eficiência de alocação de capital. Essa fragilidade operacional reflete-se em um preço por valor patrimonial (P/VP) de 0,86, abaixo do valor de livro, e em um índice preço/lucro (P/L) negativo de -31,23, indicando que o aparente desconto patrimonial é, na verdade, um reflexo dos prejuízos recentes e não uma oportunidade clássica de barganha. No que tange ao crescimento, a contração histórica é severa, com uma taxa de crescimento anual composta (CAGR) da receita nos últimos cinco anos de -23,0%, desempenho muito inferior à média setorial de -2,5%, o que corrobora o encolhimento da operação. Sob a ótica dos proventos, o rendimento de dividendos (DY) de 2,81% mostra-se tímido e pouco sustentável no longo prazo, dado que a geração de lucro líquido é insuficiente para suportar distribuições robustas sem comprometer a estrutura de capital. O checklist de critérios fundamentalistas reforça esse cenário de alerta ao aprovar apenas 1 de 6 requisitos possíveis, falhando em métricas cruciais como rentabilidade mínima frente à taxa Selic, superação dos pares setoriais e governança relacionada a transações de insiders. Quanto à avaliação por preço-teto, os métodos clássicos de Bazin e Gordon apontam valores de R$ 11,60 e R$ 16,88, respectivamente, gerando uma média de R$ 18,27 e uma mediana de R$ 16,88, o que evidencia uma dispersão moderada entre as metodologias de fluxo de caixa e dividendos. Frente ao preço atual de R$ 55,23, o preço-teto ajustado com margem de segurança de R$ 15,19 resulta em um expressivo potencial de desvalorização (upside negativo) de -72,5%, indicando que o papel negocia com considerável prêmio sobre seus fundamentos de fluxo de caixa projetado. Em balanço, o ativo apresenta como pontos positivos uma excelente pontuação de segurança financeira e um valor de mercado robusto acima de R$ 4,5 bilhões, mas é fortemente penalizado pelos contras de rentabilidade deficitária, destruição histórica de receita, dividendos pouco expressivos e um valuation atual que se mostra desalinhado com a realidade operacional da companhia.",,False,True,57.62,-4.15,Lateral,53.400001525878906,3.4269624795245868,-14.668388717056768,False,False,False,sem sinal (Lateral)
SYNE3,SMALL11,SMALL11,Imobiliário,44.93,45.8,40.0,,,0.8,DY5a=127.8%>=20,43.99,58.5,33.98,,False,91,Não,,,False,2,8,False,,False,,False,False,False,True,False,False,4,10,False,False,False,True,False,False,False,True,True,True,False,0.72,True,560205120.0,10.29,0.8,70.33,127.78,7.8,14.02,6.47,16.16,4.68,3.1,6.71,1.45,0.5,1.32,1314.81,-67.2,12.23,3.08,0.36,40.97,29.56,3.49,5.11,4.9,-28.4,-6.6,1.0,0.44,3.6600000858306885,33.404072432225036,61.96455436177743,4.712828098858758,6.050895793984491,10.670554186095304,6.468000000000001,2.69406087117511,8.858663885271094,,,,5,False,23.0,,,n/d,n/d,,,,False,False,,,Em Baixa,4.0,-8.499997854232788,-29.81163852376235,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.5%))
RANI3,SMALL11,SMALL11,Materiais,44.66,49.01,20.0,,,1.0,,49.25,46.66,36.9,78.01,False,92,Não,,,True,3,8,False,,True,,False,False,False,False,False,False,2,10,False,True,True,False,False,False,True,False,False,True,True,0.78,True,1773728768.0,13.75,1.24,5.21,9.01,9.03,25.63,11.69,7.65,4.99,2.42,2.89,2.1,1.38,,123.91,-70.2,5.44,4.4,0.56,63.24,36.76,7.24,9.51,6.9,-18.6,-3.3,0.64,0.46,7.739999771118164,4.982339141799269,7.254285790459735,5.854254372336648,8.891397273263332,,4.91387477971708,1.5037713841029576,7.739999771118164,6.606025188115704,6.554270081398192,5.898843073258373,6,True,5.9,-23.787554939343458,-14.650834838960725,n/d,n/d,,,,False,False,,,Em Baixa,8.275388717651367,-6.469653146216814,-20.234127213616603,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.5%)) · ⚡ cruzamento de médias (MM21>MM30) hoje
RENT3,BOVA11,BOVA11,Bens Industriais,44.24,43.22,50.0,,,0.7,,53.99,46.04,18.29,37.59,False,93,Não,,,False,2,8,False,,True,,False,False,True,False,True,True,5,10,False,False,False,False,True,False,True,False,False,False,False,1.34,True,38451646464.0,11.43,1.44,5.89,3.47,12.63,7.58,12.27,7.39,5.0,4.1,4.68,1.14,1.71,1.5,39.62,24.5,7.56,6.27,0.33,70.15,29.84,32.03,51.57,9.5,-32.0,-15.0,1.75,0.78,35.060001373291016,8.680155220767219,16.10168793452319,40.64260876606351,40.991973431305134,34.02445211391557,50.0659293083826,22.89816535176007,54.19026455668205,36.98786878037602,40.64260876606351,36.57834788945716,7,True,6.2,4.330708661417315,5.498765920054027,n/d,n/d,,,,False,False,,,Em Baixa,38.15999984741211,-8.123685761312515,-33.45683434808792,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.1%))
VALE3,BOVA11+Wishlist,BOVA11,Materiais,44.2,48.47,20.0,,,1.0,,49.52,35.26,43.22,87.23,False,94,Não,,,False,4,8,False,,True,,False,False,False,True,False,False,2,10,True,False,True,False,False,True,True,False,False,True,True,0.41,True,334417854464.0,33.64,1.77,7.14,10.47,5.27,24.52,18.11,4.76,4.62,1.04,0.8,1.19,0.55,,352.11,-43.5,9.54,7.92,0.39,60.3,38.73,51.19,87.63,54.5,-9.7,2.3,0.85,0.57,79.11000061035156,59.1458031552502,86.1162893940443,24.457312911642575,48.63041997500544,,43.0,6.282304278127969,87.27846382233153,,,,6,False,13.9,,,2026-10-29,2026-08-12,última,"A Vale (VALE3) apresenta uma dinâmica operacional e financeira intrigante, onde a eficiência na alocação de capital, traduzida por um ROIC de 18,1% que se posiciona significativamente acima dos pares do setor (9,2%), contrasta com um ROE de 5,3%, ligeiramente abaixo da média setorial (5,6%). Essa forte rentabilidade sobre o capital investido convive com múltiplos de valuation mistos, pois o P/L de 33,64 indica que o mercado precifica o papel com ágio, enquanto a relação P/VP de 1,77 sugere uma avaliação patrimonial mais moderada. No âmbito do endividamento, a companhia demonstra sólida saúde financeira ao registrar uma relação Dívida Líquida/EBITDA de 1,04, patamar que está confortavelmente abaixo da média dos seus pares (1,76) e que, somado a uma relação Dívida/Patrimônio de 0,55, confere robustez para suportar suas operações. Essa estrutura de capital desalavancada e a forte geração operacional viabilizam um dividend yield atraente de 7,14%, o qual se mostra sustentável e coerente com a capacidade de geração de caixa da empresa, mesmo diante de uma margem líquida mais pressionada de 4,76%. Por outro lado, o crescimento histórico recente é o principal ponto de atenção, visto que o CAGR de receita nos últimos cinco anos contraiu 43,5%, situando-se severamente abaixo da média de expansão do setor (17,4%). Esse descompasso no crescimento reflete-se no checklist de critérios fundamentalistas da companhia, que atendeu a apenas 4 dos 8 requisitos avaliados, penalizado principalmente pela receita cadente, margem abaixo do patamar de referência e vendas recentes por parte de insiders. Sob a ótica de valuation por preço-teto, observa-se uma dispersão extrema entre as metodologias de cálculo aplicadas ao preço atual de R$ 79,11, variando desde a visão ultra-conservadora do fluxo de caixa descontado a R$ 24,46 e o modelo de Graham a R$ 48,63, passando pela fórmula de Bazin a R$ 59,14, até o modelo de Gordon a R$ 86,11, o qual é o único a sugerir um upside frente à cotação de mercado. Em suma, o investimento na mineradora contrapõe, como prós, um ROIC altamente competitivo, endividamento sob controle e proventos robustos, e, como contras, uma severa retração histórica na receita, margens líquidas comprimidas e uma expressiva divergência nas métricas de preço-teto que demandam cautela na avaliação do preço de entrada.",,True,False,,,Em Alta,78.69999694824219,0.520970365956952,-11.231316348971387,False,False,False,sem sinal (Em Alta)
BBAS3,BOVA11+Carteira,BOVA11,Produtos financeiros,44.15,49.74,12.5,14.56,,0.4,,39.32,58.28,50.86,73.05,False,95,Não,,,False,2,6,False,,True,,False,False,False,,False,False,1,8,False,False,False,,False,,True,True,True,True,True,,True,115147972608.0,7.98,0.64,2.73,8.35,7.99,14.73,0.0,21.83,,,,,,2.99,66.61,-13.8,4.39,0.79,,92.12,7.71,17.8,27.31,12.2,-26.9,-3.4,1.2,0.73,19.969999313354492,11.905944176385894,15.101717568751873,22.673033245749362,41.915811278652825,27.56465658152593,15.76132613201339,10.882260074917587,,16.360505280725132,15.431521850382632,13.888369665344369,4,True,1.9,-30.453830030645868,-18.074582657674863,2026-11-11,2026-09-02,próxima,"O Banco do Brasil (BBAS3) apresenta um cenário de valuation descontado que contrasta diretamente com seus indicadores de rentabilidade atuais, uma vez que o múltiplo preço sobre lucro de 7,98 vezes e o preço sobre valor patrimonial de 0,64 revelam um papel negociado com forte desconto, embora seu ROE de 8,0% e seu ROIC de 0,0% fiquem bem abaixo das médias do setor de 15,9% e 0,2%, respectivamente. Essa relação de qualidade e preço indica que o mercado já precifica a rentabilidade inferior aos pares, enquanto a margem líquida robusta de 21,83% atua como um importante colchão de segurança para a operação. No campo dos proventos, o dividend yield de 2.73% mostra-se tímido e coerente com o atual momento de contração de resultados, refletido no recuo do crescimento de receita com um CAGR de cinco anos de -13,8%, patamar muito abaixo da média setorial de 4,2%. O checklist de critérios fundamentalistas reforça essa postura de cautela ao aprovar apenas 2 de 6 requisitos, evidenciando que a companhia falha em superar a taxa Selic e a média dos concorrentes em termos de retorno, destacando-se positivamente apenas pelo elevado valor de mercado e pela ausência de venda de ações por controladores. Sob a ótica do valuation por múltiplos métodos de preço-teto, observa-se uma enorme dispersão entre as projeções, variando desde os conservadores R$ 11,91 pelo modelo de Bazin e R$ 15,10 por Gordon, até os otimistas R$ 22,67 por fluxo de caixa descontado e R$ 41,92 pela fórmula de Graham. Essa divergência resulta em uma média de preço-teto de R$ 16,36 e uma mediana de R$ 15,43, o que posiciona o preço-teto ajustado com margem de segurança em R$ 13,89, gerando um upside negativo de -30,5% em relação à cotação atual de R$ 19,97. Em um balanço final, o investimento em BBAS3 traz como pontos positivos as margens operacionais historicamente elevadas, o forte desconto patrimonial e o elevado score de dividendos de 73,0, ao passo que os principais pontos negativos residem na tendência lateral das ações, no encolhimento recente das receitas frente ao setor e na expressiva distância do preço atual frente ao preço-teto ajustado por segurança.",,False,True,22.29,-10.41,Lateral,20.280000686645508,-1.52860632541868,-27.49383440864105,False,False,False,sem sinal (Lateral)
RADL3,BOVA11,BOVA11,Bens de primeira necessidade,44.01,42.95,50.0,,,0.0,,62.99,19.02,41.81,14.89,True,96,Não,,,False,6,8,False,,True,,False,False,True,False,True,True,5,10,True,True,True,False,True,True,True,False,False,True,True,1.09,True,33851662336.0,25.27,4.65,2.27,1.44,18.41,18.18,16.71,2.88,7.24,2.06,1.72,1.41,1.18,2.16,36.51,14.4,16.59,7.8,0.84,70.85,29.09,16.14,26.71,20.2,-27.4,1.6,1.22,0.58,19.399999618530273,2.002220655048227,3.7141193151144614,10.172140678493315,8.489143658487551,10.08225773210836,7.542853165173372,7.6910468270292816,13.63549921457183,8.761008655854024,8.489143658487551,7.6402292926387965,7,True,6.8,-60.61737400581654,-54.84016067976732,n/d,n/d,,,,False,False,,,Em Alta,20.219999313354492,-4.055389330713988,-28.484998930265427,False,False,False,sem sinal (Em Alta)
SLCE3,BOVA11+SMALL11,BOVA11,Bens de primeira necessidade,43.09,47.17,20.0,,,0.0,,52.74,37.28,37.62,65.96,True,97,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$14.02, preço 14.2% acima do pescoço; falta fechar acima e segurar",False,2,8,False,,True,,False,False,False,False,True,False,2,10,False,False,False,False,True,False,True,False,False,True,True,1.87,True,7822177792.0,20.25,1.45,5.11,7.05,7.16,17.38,10.84,4.41,6.47,4.42,5.7,2.2,1.82,0.84,142.75,24.2,11.2,6.41,0.63,73.5,23.57,12.62,19.32,26.9,-17.1,5.7,0.51,0.36,16.010000228881836,8.061612831561469,14.954291802546523,10.475679162107866,14.014773467585435,23.718518857602717,9.032508696563744,9.566469272566431,10.006601870367763,12.478806995112745,10.241140516237815,9.217026464614033,8,True,2.9,-42.429566940376205,-22.056172287860832,n/d,n/d,,,,False,False,,,Em Alta,16.290000915527344,-1.7188500362735781,-17.81313857749779,False,False,False,sem sinal (Em Alta)
