ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
IRBR3,SMALL11+Carteira,SMALL11,Insurance,47.36,50.67,28.571428571428573,,2.87,0.3,,20.69,73.47,100.0,29.86,83,Não,1,6,False,,False,,False,,False,,False,False,2,7,False,False,False,,False,,True,False,True,,True,4179381760.0,-27.53,0.76,3.18,2.93,-2.76,0.0,6.77,,,,,,,-30.0,,66.23,33.77,44.53,62.39,15.6,-17.5,-3.3,1.03,0.6,51.4900016784668,10.790650915419253,15.711187732850433,,,,,,,13.250919324134843,13.250919324134843,11.92582739172136,2,True,1.5,-76.83855699560257,-74.26506332844731,2026-11-12,2026-07-01,última,"A análise fundamentalista do IRB Brasil (IRBR3) revela uma companhia em momento de profunda reestruturação, onde a baixa qualidade operacional contrasta fortemente com múltiplos de preço aparentemente descontados. O retorno sobre o patrimônio líquido (ROE) negativo de -2,8% e o retorno sobre o capital investido (ROIC) nulo de 0,0% situam-se drasticamente abaixo das médias setoriais de 34,3% e 19,5%, respectivamente, evidenciando que a empresa atualmente destrói valor e falha em converter seus ativos em rentabilidade. Essa fragilidade operacional reflete-se em um preço por valor patrimonial (P/VP) de 0,76, abaixo do valor de livro, e em um preço sobre lucro (P/L) negativo de -27,53, confirmando que o aparente desconto patrimonial é, na verdade, reflexo da ausência de lucros consistentes e da baixa eficiência da operação. No âmbito do crescimento, a receita da companhia encolheu a uma taxa anual composta (CAGR) de -30,0% nos últimos cinco anos, um desempenho muito inferior à média de retração do setor de -3,9%, o que evidencia uma perda severa de mercado e de capacidade de geração de caixa. Diante desse cenário de contração, o rendimento de dividendos (DY) de 3,18% mostra-se frágil e pouco sustentável no longo prazo, uma vez que a distribuição carece de suporte em lucros consistentes e geração operacional robusta, embora o indicador de segurança financeira atinja a pontuação máxima de 100,0. O rigoroso checklist de critérios fundamentalistas corrobora essa fragilidade ao aprovar apenas um dos seis requisitos avaliados, reprovando a empresa em eficiência frente à taxa Selic e aos pares, além de registrar vendas recentes por parte de insiders. Sob a ótica do valuation, os métodos de precificação teórica apresentam uma dispersão estreita, com o modelo de Bazin sugerindo um preço-teto de R$ 10,79 e o de Gordon apontando R$ 15,71, o que resulta em uma média e mediana de R$ 13,25. Frente ao preço atual de R$ 51,49, o preço-teto ajustado com margem de segurança de R$ 11,93 projeta um expressivo potencial de desvalorização de -76,8%, indicando que o papel negocia com forte prêmio sobre seus fundamentos atuais. Como prós, destacam-se a excelente pontuação de segurança financeira e o desconto em relação ao valor patrimonial; como contras, pesam a rentabilidade negativa, a forte retração histórica de receita, a tendência gráfica de baixa e o elevado prêmio de preço em relação ao valor intrínseco estimado pelos modelos matemáticos.",,False,True,57.62,-10.64,Em Baixa,55.29999923706055,-6.889688266108318,-20.446770874495712,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.9%))
SYNE3,SMALL11,SMALL11,Imobiliário,46.95,46.41,50.0,,,0.8,DY5a=129.4%>=20,48.55,55.43,30.33,,84,Não,2,8,False,,False,,False,False,False,True,True,False,5,10,False,False,False,True,False,False,False,True,False,2.16,False,532729120.0,10.46,0.82,69.2,129.45,7.8,6.47,20.02,4.74,3.43,0.98,0.5,1.34,1354.03,5.2,0.36,40.97,29.56,3.49,5.11,0.0,-31.7,-12.5,0.96,0.43,3.490000009536743,32.2697164416614,59.860323999281896,4.420889113418914,5.652543572043962,10.009560256797542,5.994614420459862,2.5271756419781224,8.72670955197667,,,,5,False,23.7,,,n/d,n/d,,,,False,False,,,Em Baixa,4.079999923706055,-14.460782480441491,-33.07175506094524,False,False,False,sem sinal (Em Baixa; sem novo topo (-14.5%))
GGBR4,BOVA11,BOVA11,Materiais,46.06,48.89,30.0,,,1.0,,36.02,54.69,62.77,64.58,85,Não,4,8,False,,True,,False,False,False,True,True,False,3,10,False,False,True,False,True,True,True,False,True,0.21,True,48287932416.0,21.92,0.92,2.29,6.78,4.18,10.03,3.22,5.32,0.97,2.87,0.28,0.3,148.55,73.5,1.04,34.14,65.6,15.54,26.31,58.3,-6.5,9.2,0.83,0.54,24.610000610351562,11.912804616820804,22.09825256420259,14.876026828793712,25.994932553539726,33.68157017840086,11.60533503320256,13.584899971955014,22.855060902693545,19.576110331201104,18.48713969649815,16.638425726848336,8,True,2.9,-32.39160782527648,-20.454653207253813,n/d,n/d,,,,False,False,,,Em Alta,26.309999465942383,-6.4614172941790615,-6.9213308878296464,False,False,False,sem sinal (Em Alta)
BBAS3,BOVA11+Carteira,BOVA11,Produtos financeiros,45.77,51.64,12.5,14.56,,0.4,,40.6,61.13,50.86,79.17,86,Não,2,6,False,,True,,False,False,False,,False,False,1,8,False,False,False,,False,,True,True,True,,True,102188826624.0,7.21,0.58,3.02,9.27,7.99,0.0,20.42,,,,,2.72,66.87,-54.4,,92.12,7.71,17.9,27.31,0.0,-34.5,-15.2,1.19,0.72,17.899999618530273,11.857835915138784,15.010008884144549,22.447358065313527,41.520507350740615,29.59722554477095,19.971778186244773,10.763417548569064,,17.321745262710408,17.49089353519466,15.741804181675196,4,True,1.9,-12.05695800474147,-3.2304713304085797,2026-11-11,2026-06-02,última,"A análise fundamentalista do Banco do Brasil (BBAS3) revela um cenário de valuation descontado que contrasta diretamente com seus indicadores de rentabilidade operacional. O papel negocia a múltiplos de preço muito baixos, com um P/L de 7,21 e um P/VP de 0,58, porém essa aparente barganha convive com um ROE de 8,0% e um ROIC de 0,0%, ambos posicionados abaixo da média do setor (16,0% e 0,2%, respectivamente), o que sugere que o mercado precifica uma eficiência abaixo de seus pares. Essa fragilidade na rentabilidade é acompanhada por uma contração severa no crescimento, evidenciada pelo CAGR de receita de cinco anos em -54,4%, patamar muito inferior à média setorial de 2,8% positivos. No que tange aos proventos, o dividend yield atual de 3,02% mostra-se tímido e, embora sustentado por uma robusta margem líquida de 20,42%, reflete a necessidade de maior consistência na geração de lucro para justificar distribuições mais robustas. O checklist de critérios reforça esse tom de alerta ao aprovar apenas 2 de 6 requisitos, falhando em superar a taxa Selic ou as médias setoriais de retorno e crescimento, restando como pontos positivos apenas o elevado valor de mercado e a ausência de venda de ações por controladores. Sob a ótica do valuation, as estimativas de preço-teto apresentam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 11,86 por Bazin e R$ 15,01 por Gordon, até os otimistas R$ 22,45 por fluxo de caixa descontado e R$ 41,52 por Graham. Essa divergência resulta em uma média de R$ 17,32 e uma mediana de R$ 17,49, valores que, quando ajustados pela margem de segurança para R$ 15,74, colocam o preço atual de R$ 17,90 em uma zona de prêmio, gerando um upside negativo de -12,1% frente ao teto ajustado. Em suma, o ativo traz como pontos favoráveis o seu robusto tamanho de mercado, a sólida margem líquida e o forte desconto patrimonial, enquanto os principais fatores contrários residem no fraco desempenho operacional recente, na tendência gráfica de baixa e na ausência de margem de segurança em relação ao preço-teto ajustado.",,False,True,22.29,-19.69,Em Baixa,21.270000457763672,-15.843915217234184,-35.009495190192474,False,False,False,sem sinal (Em Baixa; sem novo topo (-15.8%))
MOVI3,SMALL11,SMALL11,Bens Industriais,45.31,48.01,30.0,,,0.7,,50.78,72.86,6.92,55.56,87,Não,3,8,False,,False,,False,False,True,False,True,False,3,10,False,False,True,False,False,False,True,True,False,,True,2744266240.0,6.43,0.71,9.41,5.82,11.08,13.78,2.89,3.56,3.65,0.68,6.43,0.93,37.45,97.0,0.22,91.5,8.5,6.1,14.83,11.4,-54.2,-32.9,2.25,0.64,6.789999961853027,2.8245853547126365,5.23960583299194,13.991835069137265,15.073925692674447,13.468797839030794,13.09843029879189,7.421412350549043,,11.382334513862562,13.28361406891134,11.955252662020207,6,True,5.3,76.07146876562803,67.63379348762561,n/d,n/d,,,,False,False,,,Em Baixa,8.186177253723145,-17.055302476319135,-54.6426196343637,False,False,False,sem sinal (Em Baixa; sem novo topo (-17.1%))
VALE3,BOVA11,BOVA11,Materiais,45.08,49.5,20.0,,,1.0,,51.01,37.17,42.53,87.5,88,Não,4,8,False,,True,,False,False,False,True,False,False,2,10,True,False,True,False,False,True,True,False,True,0.52,True,304584949760.0,30.78,1.62,7.8,10.47,5.27,18.11,4.76,4.29,1.04,1.19,0.55,,322.12,-43.5,0.39,60.3,38.73,48.99,87.63,46.1,-18.3,-7.9,0.8,0.55,71.56999969482422,53.49983723099526,77.8957630083291,24.18219612820571,48.07623611016274,,38.75351943622711,6.2116355439209725,87.40903918048454,,,,6,False,14.1,,,n/d,n/d,,,,False,False,,,Lateral,74.56759643554688,-4.019972325799259,-19.69188961195949,False,False,False,sem sinal (Lateral)
SUZB3,BOVA11,BOVA11,Materiais,44.99,51.17,10.0,,,1.0,,57.72,62.48,32.25,31.25,89,Pivô de alta,5,8,False,,False,,False,False,True,False,False,False,1,10,True,True,False,True,False,False,True,True,False,1.58,False,51195977728.0,6.42,1.06,0.01,3.06,16.44,5.54,22.96,6.06,3.63,3.52,2.02,0.49,19.66,-31.9,0.57,73.83,26.09,39.68,58.97,4.8,-29.5,-4.8,0.39,0.25,41.56999969482422,9.09500645034742,16.871236965394463,85.79478130162317,75.58764830404718,105.35056014574549,15.819781109381712,71.05138451154497,23.625810783999,,,,5,False,11.6,,,n/d,n/d,,,Pivô de alta,False,False,,,Lateral,43.099998474121094,-3.5498812841386673,-30.303067475518674,False,True,False,Pivô de alta
ASAI3,BOVA11+SMALL11,BOVA11,Bens de primeira necessidade,44.43,45.21,40.0,,,0.0,,60.18,57.42,13.65,10.42,90,Não,5,8,False,,True,,False,False,True,False,True,False,4,10,True,True,True,False,True,False,True,False,False,,True,10547041280.0,11.17,1.7,1.31,0.83,15.21,21.18,1.24,2.67,3.72,1.12,4.25,0.81,9.29,123.2,0.41,88.47,11.53,7.01,10.43,12.5,-24.5,-9.2,1.64,0.61,7.880000114440918,0.46829527705773955,0.8686877389421067,9.347359133065545,8.577612753486731,10.319816121138416,1.4039394479228022,8.002395904783212,,,,,4,False,22.0,,,n/d,n/d,,,,False,False,,,Em Baixa,8.829999923706055,-10.75877482982367,-25.78430280894599,False,False,False,sem sinal (Em Baixa; sem novo topo (-10.8%))
RENT3,BOVA11+Wishlist,BOVA11,Bens Industriais,44.3,43.3,50.0,,,0.7,,56.38,44.72,14.99,37.5,91,Não,1,8,False,,True,,False,False,True,False,True,True,5,10,False,False,False,False,False,False,True,False,False,6.9,False,36971462656.0,11.18,1.41,6.02,3.46,12.63,12.27,7.39,4.94,4.1,1.14,1.71,1.44,38.67,24.5,0.33,70.15,29.84,31.14,51.57,7.5,-35.1,-21.2,1.7,0.78,33.470001220703125,8.269962919780545,15.34078121619291,39.667040802711654,39.98678882727029,33.54392064345585,47.635028686964205,22.572857797873077,50.444194548885996,35.598658931907714,39.667040802711654,35.70033672244049,7,True,6.1,6.663685152057219,6.359897321688446,2026-11-05,2026-06-29,última,"A análise fundamentalista da Localiza (RENT3) revela uma companhia que atualmente opera com indicadores de rentabilidade ligeiramente pressionados, visto que seu ROE de 12,6% e seu ROIC de 12,3% situam-se abaixo das médias do setor de bens industriais, que registram 14,5% e 12,6%, respectivamente. Essa rentabilidade mais contida convive com múltiplos de valuation moderados, como o P/L de 11,18 e o P/VP de 1,41, sugerindo que o mercado já precifica parte desse desempenho operacional menos robusto. No âmbito financeiro, a relação entre rentabilidade e endividamento exige atenção, uma vez que a alavancagem medida pela relação Dívida Líquida/EBITDA está em 4,1, patamar significativamente acima da média setorial de 2,32, o que é corroborado por uma liquidez corrente apertada de 1,14. Quanto aos proventos, o dividend yield de 6,02% mostra-se atraente, porém sua sustentabilidade futura pode ser desafiada pelo elevado endividamento e por uma margem líquida de 7,39%, que limitam a folga para distribuição de lucros. Em termos de expansão, o crescimento histórico da receita nos últimos cinco anos, com CAGR de 24,5%, fica muito abaixo da média do setor de 126,9%, refletindo-se no checklist de critérios da empresa, que atendeu a apenas 1 de 8 requisitos avaliados. Sob a ótica do valuation, as estimativas de preço-teto apresentam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 8,27 por Bazin e R$ 15,34 por Gordon, até os mais otimistas R$ 39,67 por Fluxo de Caixa Descontado e R$ 39,99 por Graham. Essa disparidade resulta em uma média de R$ 35,60 e em um preço-teto ajustado com margem de segurança de R$ 35,70, o que confere um upside de 6,7% em relação à cotação atual de R$ 33,47. Como prós, a empresa destaca-se pelo seu expressivo valor de mercado e por um retorno em dividendos ainda relevante; como contras, pesam a forte alavancagem financeira, o crescimento abaixo de seus pares e a baixa eficiência operacional frente à média do setor.",,True,False,,,Em Baixa,39.20000076293945,-14.61734548651743,-36.474622123214004,False,False,False,sem sinal (Em Baixa; sem novo topo (-14.6%))
RANI3,SMALL11,SMALL11,Materiais,44.28,48.57,20.0,,,1.0,,51.01,43.3,35.76,76.39,92,Não,4,8,False,,True,,False,False,False,False,False,False,2,10,False,True,True,False,False,True,True,False,True,1.16,True,1770200064.0,13.98,1.26,5.12,9.01,9.03,11.69,7.65,5.04,2.42,2.1,1.38,,125.93,-70.2,0.56,63.24,36.76,7.0,9.51,10.0,-19.0,-5.6,0.66,0.47,7.699999809265137,4.954282896711268,7.213435897611606,5.728182976849601,8.70248162996506,,4.748241205051613,1.4713876602621916,7.611936136265737,6.4930934570758145,6.470809437230603,5.823728493507542,6,True,5.9,-24.367160548496948,-15.674108858250813,n/d,n/d,,,,False,False,,,Em Baixa,8.384929656982422,-8.168581917045902,-20.64634560910679,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.2%))
FESA4,SMALL11,SMALL11,Materiais,44.21,48.48,20.0,,,1.0,,29.75,54.16,71.98,71.53,93,Não,2,8,False,,True,,False,False,False,True,False,False,2,10,False,False,False,False,False,True,True,False,True,-0.28,True,1640119168.0,11.9,0.53,14.13,8.28,4.49,3.69,6.78,3.28,-3.62,3.61,0.12,181.15,98.54,-76.0,1.53,26.31,73.65,4.84,8.69,0.0,-44.3,-27.3,1.1,0.55,4.840000152587891,2.8626576669468697,2.8780427420271937,2.920775667738376,9.141663243352738,3.394550871429114,5.1870769167324875,1.1033250203780887,6.054232463696117,,,,6,False,8.3,,,n/d,n/d,,,,False,False,,,Em Baixa,6.159999847412109,-21.428567005221055,-45.61797348270945,False,False,False,sem sinal (Em Baixa; sem novo topo (-21.4%))
SAUD3,SMALL11,SMALL11,Cuidados de saúde,44.06,40.07,66.66666666666667,,,0.2,,35.35,31.58,52.86,56.94,94,Não,4,8,False,,True,,False,False,False,,True,True,6,9,False,False,False,False,True,True,True,True,True,-0.77,True,39700688896.0,38.06,2.14,0.97,6.04,5.63,4.59,10.5,20.53,-11.59,1.06,,0.03,230.04,1189.0,0.66,34.2,65.77,10.45,16.09,30.0,-15.5,-4.3,0.74,0.37,13.59000015258789,5.86704790523439,10.883373864209792,4.7311482401941545,7.142815658495314,10.712033751382993,5.27499438365009,4.320520279724474,7.1735403283196195,7.013184301401353,6.504931781864852,5.854438603678367,8,True,2.5,-56.920982060743185,-48.3945237479202,n/d,n/d,,,,False,False,,,Em Baixa,16.09000015258789,-15.537600847057199,-17.533125768942924,False,False,False,sem sinal (Em Baixa; sem novo topo (-15.5%))
FRAS3,SMALL11,SMALL11,Consumo discricionário,44.06,43.01,50.0,,,0.9,,56.38,18.03,49.69,31.94,95,Não,5,8,False,,True,,False,False,True,False,True,True,5,10,True,False,True,False,True,True,True,False,True,0.52,True,5979344896.0,20.82,2.42,2.83,3.07,11.62,15.27,5.39,7.1,1.25,2.41,1.01,4.96,63.85,141.0,0.72,65.64,34.06,18.96,25.01,13.7,-13.8,1.7,0.76,0.49,21.559999465942383,4.722635142071861,7.030695350462521,11.011687300610285,14.407610504058923,7.525866804251968,8.772034412412975,5.5008046621751765,10.351043391336436,8.665297195922518,8.148950608332472,7.334055547499225,8,True,3.1,-65.98304392778586,-59.808453568791585,n/d,n/d,,,,False,False,,,Em Alta,21.979999542236328,-1.9108284123795394,-14.184096511678025,False,False,False,sem sinal (Em Alta)
RADL3,BOVA11,BOVA11,Bens de primeira necessidade,43.87,42.79,50.0,,,0.0,,62.19,19.32,42.24,15.28,96,Não,5,8,False,,True,,False,False,True,False,True,True,5,10,True,True,True,False,False,True,True,False,True,1.88,False,30459500544.0,23.89,4.4,2.4,1.44,18.41,16.71,2.88,6.88,2.06,1.41,1.18,1.98,34.48,14.4,0.84,70.85,29.09,16.14,26.71,7.9,-34.8,-11.1,1.14,0.56,17.420000076293945,1.7956619778874459,3.330952968981212,9.661573922599194,8.05944245072839,9.848272249544749,6.492381815079534,7.476841531854189,12.57986306696799,8.207046857965036,8.05944245072839,7.253498205655552,7,True,7.0,-58.36108970213787,-52.88721686555205,n/d,n/d,,,,False,False,,,Em Baixa,20.549999237060547,-15.231140033922031,-35.783951103741416,False,False,False,sem sinal (Em Baixa; sem novo topo (-15.2%))
PNVL3,SMALL11,SMALL11,Bens de primeira necessidade,43.69,39.05,70.0,,,0.0,,39.15,40.81,44.69,22.92,97,Não,4,8,False,,True,,False,False,True,False,True,True,7,10,False,True,False,False,False,True,True,True,True,1.11,True,1652676864.0,12.45,1.3,2.88,2.49,10.45,9.66,2.33,5.54,2.55,1.75,1.07,1.73,30.96,19.0,0.9,66.54,33.46,8.82,16.07,25.8,-31.0,-9.6,1.32,0.68,11.09000015258789,1.9701542978990432,3.6546362226027242,11.802610604159801,13.075745506582736,8.641572837686153,5.624638995789031,6.418896823307632,11.090000152587889,8.615443020387996,8.641572837686153,7.777415553917538,7,True,6.6,-29.870014004439394,-22.3134093611572,n/d,n/d,,,,False,False,,,Lateral,12.4399995803833,-10.852085798493361,-31.94348210710931,False,False,False,sem sinal (Lateral)
USIM5,BOVA11+SMALL11,BOVA11,Materiais,43.24,47.34,20.0,,,1.0,P/L=-3.49<2,10.96,89.37,70.45,59.72,98,Não,4,8,False,,False,,False,False,False,True,True,False,2,10,False,False,False,False,True,True,True,True,True,-0.02,True,7730320384.0,-3.49,0.39,0.0,6.24,-11.18,4.67,-9.36,3.21,-0.18,4.44,0.27,,,301.7,1.4,33.58,58.33,3.97,12.04,58.2,-47.8,-25.7,0.9,0.35,6.28000020980835,2.7986596010991347,5.191513560038895,,,,,,9.619312314654964,5.869828491930998,5.191513560038895,4.6723622040350055,3,True,3.4,-25.599330446875978,-6.531396563279235,n/d,n/d,,,,False,False,,,Em Baixa,8.6899995803833,-27.733020563260492,-48.44006525073961,False,False,False,sem sinal (Em Baixa; sem novo topo (-27.7%))
AZZA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,41.35,41.59,40.0,,,0.9,,26.85,60.67,52.6,38.19,99,Não,2,8,False,,True,,False,False,False,True,True,True,4,10,False,False,False,False,False,True,True,False,True,0.56,True,2959855104.0,9.72,0.39,16.22,3.53,4.03,5.88,2.85,3.68,2.18,2.26,0.49,3.67,34.33,21.9,0.93,48.36,51.64,14.64,31.78,0.0,-53.9,-25.7,1.3,0.5,14.640000343322754,3.6934529853492863,4.674911702425299,13.617193965214737,35.66702695491356,9.305818761723618,14.604750104541473,6.529138144091933,18.33880767893889,,,,6,False,9.7,,,n/d,n/d,,,,False,False,,,Em Baixa,17.149999618530273,-14.635564612465124,-55.15769637029446,False,False,False,sem sinal (Em Baixa; sem novo topo (-14.6%))
VBBR3,BOVA11,BOVA11,Consumo discricionário,41.08,37.74,60.0,,,0.9,,43.62,21.34,35.03,57.64,100,Não,4,8,False,,True,,False,False,True,False,True,True,6,10,False,True,False,False,True,True,True,False,True,0.69,True,39487614976.0,13.44,1.86,4.48,6.07,13.83,9.9,1.56,9.18,2.49,1.77,1.1,5.26,81.54,161.2,0.57,65.98,33.8,18.16,36.13,82.2,-8.4,4.2,1.08,0.67,33.099998474121094,14.344118988398083,17.991054527262115,22.06395738468676,31.402420611434295,21.22919692885023,20.580930548156697,10.531271591892322,7.763983252609309,18.238366729161225,19.285992537709404,17.357393283938464,8,True,4.0,-47.560742948344334,-44.89919163162285,n/d,n/d,,,,False,False,,,Lateral,36.130001068115234,-8.386389439296538,-9.636916437512333,False,False,False,sem sinal (Lateral)
VAMO3,BOVA11+SMALL11,BOVA11,Bens Industriais,40.93,44.62,20.0,,,0.7,,52.8,53.62,22.68,29.17,101,Não,4,8,False,,True,,False,False,False,False,False,False,2,10,True,False,True,False,False,False,True,True,False,6.03,False,3359786496.0,10.87,1.04,4.43,2.93,9.57,15.52,5.09,3.83,3.27,1.77,6.47,1.67,31.81,-20.2,0.32,88.84,11.16,2.68,4.82,2.6,-42.9,-17.8,1.99,0.65,2.75,0.574848242793406,1.0663434903817681,3.352115915363385,3.879649673177037,2.391306401500214,2.386181180570266,1.713572753513976,10.242314365552312,,,,6,False,17.8,,,n/d,n/d,,,,False,False,,,Em Baixa,3.4200000762939453,-19.590645068639457,-44.331984450475595,False,False,False,sem sinal (Em Baixa; sem novo topo (-19.6%))
HAPV3,BOVA11+SMALL11,BOVA11,Cuidados de saúde,40.85,38.25,55.55555555555556,,,0.2,P/L=-18.56<2,12.98,84.77,52.97,6.25,102,Não,1,8,False,,False,,False,,False,True,True,False,5,9,False,False,False,False,False,False,True,False,False,0.29,True,3064317184.0,-18.56,0.07,0.0,0.13,-0.36,2.12,-1.35,4.14,3.32,1.79,0.34,,,3.5,0.45,33.25,66.74,6.41,41.71,0.6,-84.5,-42.4,1.5,0.34,6.449999809265137,0.06087664630945292,0.08400977190704502,,,,,,16.144251488418178,,,,2,False,265.2,,,n/d,n/d,,,,False,False,,,Em Baixa,11.90999984741211,-45.84382962299836,-84.88045046334801,False,False,False,sem sinal (Em Baixa; sem novo topo (-45.8%))
UNIP6,SMALL11,SMALL11,Materiais,40.35,43.94,20.0,,,1.0,,54.59,10.83,34.4,97.92,103,Não,5,8,False,,True,,False,False,True,False,False,False,2,10,False,True,True,False,False,True,True,True,True,1.46,True,6413808640.0,24.49,3.27,11.23,17.12,13.34,11.66,5.09,8.83,2.73,2.39,1.85,,419.17,-49.4,0.47,74.89,24.93,51.73,71.62,11.1,-19.8,-6.0,0.67,0.36,57.459999084472656,70.24883408300843,102.28230242486029,24.40114293501493,30.457103904006022,,31.32170729455848,6.2678760011645505,21.46669052137462,,,,5,False,16.3,,,n/d,n/d,,,,False,False,,,Em Baixa,63.689998626708984,-9.781754869788495,-20.959583649566305,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.8%))
EMBJ3,BOVA11,BOVA11,Bens Industriais,39.92,35.2,66.66666666666667,,,0.7,,46.76,11.26,52.19,9.03,104,Rompimento,3,8,False,,False,,False,,True,True,True,False,6,9,False,False,False,False,False,True,True,True,True,0.16,True,70457245696.0,30.73,4.0,1.02,0.72,13.01,9.61,5.28,11.69,0.46,1.44,0.68,3.03,22.01,10.4,0.82,70.5,26.66,68.4,103.57,44.7,-4.5,23.6,0.83,0.38,98.94999694824219,5.0624999720843515,9.390937448216473,42.664739979310404,42.33462999739861,34.9774853593653,13.011039699406233,29.138072126178397,43.242562721717796,,,,6,False,8.5,,,n/d,n/d,,,Rompimento,False,False,,,Em Alta,96.66999816894531,2.3585381426326713,-5.8593188494475035,False,True,False,"Rompimento (vol x0.6, +2.4% do topo, MM50>MM200)"
SMFT3,BOVA11+SMALL11,BOVA11,Consumo discricionário,38.29,37.99,40.0,,,0.9,,51.68,39.43,11.53,25.69,105,Não,1,8,False,,False,,False,False,True,False,False,False,4,10,False,False,False,False,False,False,True,False,False,,True,10371707904.0,15.37,1.74,5.89,2.63,11.3,10.6,8.53,3.89,4.32,1.2,2.24,2.28,40.38,-6.3,0.3,73.66,26.34,16.68,26.03,1.3,-35.1,-10.9,1.27,0.6,16.899999618530273,3.171734228687964,5.883566994216173,14.568965188388166,15.501238416520497,10.296192500379833,13.016321391491967,7.593289997165395,,11.143262414693673,11.656256945935901,10.490631251342311,6,True,4.9,-37.925257466635145,-34.06353451940043,n/d,n/d,,,,False,False,,,Em Baixa,20.1200008392334,-16.003981542705603,-35.9940293908392,False,False,False,sem sinal (Em Baixa; sem novo topo (-16.0%))
TIMS3,BOVA11,BOVA11,Comunicação,38.25,32.65,70.0,,,0.4,,31.77,7.65,44.7,75.0,106,Não,3,8,False,,True,,False,False,False,True,True,True,7,10,False,False,False,True,True,False,True,False,True,0.02,True,43402121216.0,3144.31,1.72,8.18,8.95,0.05,0.76,15.78,109.48,1.05,0.85,0.66,1257.72,28137.91,2.5,0.43,57.89,42.11,17.95,27.96,1.2,-35.0,-21.3,0.74,0.46,18.170000076293945,11.61430975019833,14.49263868829096,,,,,,0.7034419723968726,,,,2,False,20.6,,,n/d,n/d,,,,False,False,,,Em Baixa,21.5,-15.488371738167695,-35.90745721961343,False,False,False,sem sinal (Em Baixa; sem novo topo (-15.5%))
CBAV3,SMALL11,SMALL11,Materiais,38.23,39.68,30.0,,,1.0,,40.49,37.57,45.06,30.56,107,Não,5,8,False,,False,,False,False,True,True,True,False,3,10,False,True,False,False,True,True,True,True,True,0.61,True,7213885440.0,12.12,1.43,0.4,3.04,11.81,6.25,6.41,6.5,1.95,2.06,0.89,1.63,36.88,28.1,0.48,67.68,30.73,2.83,11.13,291.8,-0.4,3.5,0.23,0.09,11.079999923706055,2.4083503080692954,4.467489821468543,12.113036220223202,12.624427360923157,9.596556984461548,6.038375846521423,6.72568140574729,7.452949640922554,8.43121675432396,7.452949640922554,6.707654676830299,7,True,5.2,-39.46159997276685,-23.90598544784218,n/d,n/d,,,,False,False,,,Em Alta,11.130000114440918,-0.4492380073742197,-0.8944577704835255,False,False,False,sem sinal (Em Alta)
RAIL3,BOVA11,BOVA11,Bens Industriais,37.85,35.71,50.0,,,0.7,,51.01,27.98,21.89,13.89,108,Não,1,8,False,,False,,False,False,False,False,True,True,5,10,False,False,False,False,False,False,True,False,False,1.93,False,25295405056.0,20.53,1.74,0.8,1.31,8.48,12.06,7.34,5.82,3.06,1.37,2.06,3.31,26.89,10.6,0.25,73.88,25.74,12.33,17.04,10.5,-20.0,-6.5,1.14,0.57,13.630000114440918,1.275107015874595,2.3653235144473737,8.796760911658165,10.817278713688859,4.985652239243857,7.75073146881146,4.360854137064548,11.379972454013794,,,,6,False,8.9,,,n/d,n/d,,,,False,False,,,Em Baixa,14.279999732971191,-4.551818142051401,-21.344200687786806,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.6%))
