ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
SBSP3,BOVA11,BOVA11,Serviços públicos,57.41,55.78,66.66666666666667,,,0.0,,77.5,38.5,43.56,25.69,54,Não,6,7,False,,True,,False,True,False,True,True,4,6,True,True,True,True,False,,True,True,True,,True,93263036416.0,10.86,2.17,2.52,2.57,19.97,13.3,22.03,,1.74,1.18,0.75,26.520000457763672,4.861840883628099,9.018714839130121,32.35635414966561,25.913137931959604,41.441351952979254,,,,3,False,8.5,,,2026-08-12,2026-03-20,última,,,False,False,,,Em Baixa,29.290000915527344,-9.457153879074232,-24.910810742501788,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.5%))
BPAC11,BOVA11,BOVA11,Produtos financeiros,56.72,52.61,80.0,15.65,,0.4,,60.24,39.69,66.43,22.92,56,Não,4,6,False,,True,,False,True,,True,True,4,5,True,True,False,,True,,True,False,True,,True,180945371136.0,12.12,2.81,1.18,2.48,23.23,0.0,38.77,,,,0.81,53.70000076293945,9.528572934431574,17.67550279337057,58.70668400238842,43.647671598617244,77.46699938334439,13.60203786390107,13.60203786390107,12.241834077510964,2,True,6.2,-77.20328882013806,-74.67032091126451,n/d,2026-08-11,próxima,,,False,False,,,Lateral,57.119998931884766,-5.987391864316449,-18.015266010779463,True,False,False,sem sinal (Lateral; sem novo topo (-6.0%))
BMOB3,SMALL11,SMALL11,Comunicação,56.69,51.99,83.33333333333333,,,0.4,,56.56,30.34,66.63,56.25,57,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,True,,True,True,True,,True,1894139648.0,12.25,2.01,9.34,5.97,16.39,10.11,8.91,,1.78,0.05,2.79,22.75,9.706974477371467,14.773004582624027,20.18841489628757,21.747362166341688,19.25863290979082,17.13487780648311,19.25863290979082,17.33276961881174,5,True,2.2,-23.812001675552796,-24.68185579567863,n/d,2026-05-18,última,,,False,False,,,Em Baixa,24.030000686645508,-5.326677694840265,-19.92697789268827,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.3%))
LOGG3,SMALL11,SMALL11,Imobiliário,56.41,51.66,83.33333333333333,,,0.8,,53.26,50.09,29.31,93.06,58,Não,3,7,False,,True,,True,True,True,True,False,5,6,False,False,False,True,True,,True,False,True,,True,2157753088.0,5.93,0.63,26.6,13.22,10.63,3.04,149.65,,0.45,0.63,2.58,24.68000030517578,23.302208946403855,28.51788858733146,36.38167647029302,60.56738151303422,64.57617684388296,42.6690664721891,36.38167647029302,32.743508823263724,5,True,2.8,32.67223832406883,72.88924612873984,2026-11-05,2026-06-12,última,,,False,False,,,Em Baixa,26.3799991607666,-6.44427183348485,-14.006969863759489,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.4%))
MDIA3,SMALL11,SMALL11,Bens de primeira necessidade,56.39,54.58,66.66666666666667,,,0.0,,39.53,63.35,88.08,33.33,59,Não,1,7,False,,True,,False,False,True,True,True,4,6,False,False,False,False,False,,True,False,True,,True,5812107264.0,8.51,0.71,6.04,3.22,8.33,9.09,6.67,,2.65,0.21,1.41,17.31999969482422,3.98484959231815,7.391895993750168,26.96709705715874,33.42298120140889,18.862091877863936,,,,3,False,8.4,,,2026-08-13,2026-07-24,última,,,False,False,,,Em Baixa,17.819028854370117,-2.800540723202838,-40.20968254037622,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.8%))
CMIN3,BOVA11,BOVA11,Materiais,56.09,60.11,33.333333333333336,,,1.0,,82.65,34.15,23.28,97.22,60,Não,5,7,False,,True,,False,True,False,False,False,2,6,True,True,True,False,False,,True,True,True,,True,29011079168.0,13.28,4.18,19.99,16.62,31.49,21.67,12.51,,1.37,1.31,,5.369999885559082,6.374353972234045,9.28105938357277,4.205421597124583,3.4188366983230014,,5.819917912813601,5.289887784679314,4.760899006211383,4,True,2.7,-11.342660937213122,8.378361952379754,n/d,2026-04-17,última,,,False,False,,,Em Alta,5.980000019073486,-10.200671096467905,-15.736479451861896,True,False,False,sem sinal (Em Alta; sem novo topo (-10.2%))
WEGE3,BOVA11+Carteira,BOVA11,Bens Industriais,55.64,53.69,66.66666666666667,,,0.7,,86.21,9.3,52.42,20.83,61,Não,5,7,False,,True,,False,True,True,False,True,4,6,True,True,True,True,False,,True,False,True,,True,200560656384.0,32.3,10.71,4.17,2.33,33.16,24.33,15.58,,1.59,0.29,3.94,47.79999923706055,7.956299768519056,14.758936070602848,19.60835882015642,12.19054584755898,15.58491765308517,14.019811631984492,14.758936070602848,13.283042463542564,5,True,2.5,-72.21120779172756,-70.66984967415108,2026-10-21,2026-06-22,última,"A WEG (WEGE3) se consolida como uma empresa de altíssima qualidade operacional no setor de bens industriais, apresentando um ROE de 33,2% e um ROIC de 24,3% que se posicionam muito acima dos pares setoriais, os quais registram médias de 15,4% e 12,6%, respectivamente. Essa excelente rentabilidade convive com um endividamento extremamente controlado, visto que a relação dívida sobre patrimônio de apenas 0,29 e a liquidez corrente de 1,59 indicam uma estrutura de capital robusta e segura. No entanto, essa qualidade excepcional cobra o seu preço sob a ótica de valuation, uma vez que os múltiplos de preço sobre lucro de 32,3 e preço sobre valor patrimonial de 10,71 mostram-se bastante esticados, sugerindo que o mercado precifica um prêmio elevado pelo papel. No que tange aos proventos, o dividend yield de 4,17% mostra-se coerente e sustentável frente à forte geração de caixa e à saúde financeira da companhia, embora não configure um patamar de retorno altamente agressivo. Por outro lado, o crescimento recente da receita acende um sinal de alerta, dado que o CAGR de cinco anos recuou 2,1%, situando-se drasticamente abaixo da média do setor, que avançou 115,3% no mesmo período. No checklist de critérios fundamentalistas, a empresa atende a 5 de 7 requisitos, sendo penalizada justamente pelo crescimento inferior ao dos pares e por vendas recentes de insiders, muito embora cumpra com folga as exigências de margem líquida acima de 15% e rentabilidade superior à taxa Selic. Sob a perspectiva de preço-teto, há uma dispersão relevante entre as metodologias de valuation, variando desde os conservadores R$ 8,01 pelo método de Bazin até R$ 19,74 pelo fluxo de caixa descontado, o que resulta em uma média de R$ 14,11 e uma mediana de R$ 14,86. Frente ao preço atual de R$ 48,12, o preço-teto ajustado com margem de segurança fica em R$ 13,37, o que aponta para um expressivo upside negativo de 72,2% e indica que a ação negocia com ágio significativo em relação às métricas teóricas de valor. Em balanço, os prós da WEGE3 residem em sua eficiência operacional traduzida em margens e retornos formidáveis, além de um balanço patrimonial blindado contra crises, enquanto os contras concentram-se no valuation esticado que limita a margem de segurança e na recente perda de tração no crescimento de receita frente aos seus pares de mercado.",,False,True,49.82,-4.05,Em Alta,49.16999816894531,-2.786249711007771,-11.946851280583692,True,False,False,sem sinal (Em Alta; sem novo topo (-2.8%))
SAPR11,SMALL11,SMALL11,Serviços públicos,55.63,56.62,50.0,,,0.0,,58.6,61.63,43.33,61.81,62,Não,4,7,False,,True,,False,False,True,False,True,3,6,False,False,True,True,False,,True,True,True,,True,10103916544.0,8.4,0.81,1.62,6.34,9.64,11.81,16.66,,1.08,0.57,1.86,33.43000030517578,15.137506646258585,23.329528603024933,43.810748742755706,60.791867809867,43.16450388610402,42.77416226043791,43.48762631442986,39.13886368298687,4,True,4.0,17.07706648428364,27.951426473111418,n/d,2026-01-02,última,,,False,False,,,Em Baixa,37.13999938964844,-9.98922763985477,-31.383416527974127,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.0%))
CPLE3,BOVA11,BOVA11,Serviços públicos,55.19,50.22,83.33333333333333,,,0.0,,53.66,42.65,37.79,78.47,63,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,True,True,False,True,,True,False,True,,True,42316951552.0,13.96,1.81,7.24,9.16,12.99,9.82,11.41,,1.3,0.98,0.28,14.25,9.327883185733326,17.303223309535316,13.525250716332376,13.446960427851906,30.62320916905444,16.845305361701474,13.525250716332376,12.172725644699138,5,True,3.3,-14.57736389684815,18.212669204922616,2026-08-05,2026-04-30,última,,,False,False,,,Em Baixa,14.949999809265137,-4.682273031410455,-15.539524890781975,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.7%))
SEER3,SMALL11,SMALL11,Consumo discricionário,55.0,58.82,33.333333333333336,,,0.9,,69.29,77.56,30.48,21.53,64,Não,5,7,False,,False,,False,True,False,True,False,2,6,True,True,True,False,True,,True,False,True,,True,1546728832.0,6.27,1.09,3.97,2.41,17.4,16.63,10.92,,1.56,1.16,0.42,12.079999923706055,2.0768303990900185,3.8525203903119842,25.527910524578186,21.918517233905117,33.101546771380605,,,,3,False,15.9,,,n/d,2026-04-07,última,,,False,False,,,Em Alta,12.350000381469727,-2.1862384568731463,-14.508139944314324,True,False,False,sem sinal (Em Alta; sem novo topo (-2.2%))
SMTO3,SMALL11,SMALL11,Bens de primeira necessidade,54.26,55.01,50.0,,,0.0,,46.74,80.84,51.46,34.72,65,Não,1,7,False,,True,,False,True,False,True,False,3,6,False,False,False,False,False,,True,False,True,,True,4838371328.0,5.87,0.67,1.47,3.4,11.35,6.93,11.25,,2.62,1.61,0.65,14.989999771118164,3.6414013403708188,6.754799486387869,33.836030147753945,35.853902512986004,31.88265759168103,,,,3,False,9.8,,,2026-08-10,2026-07-06,última,,,False,False,,,Em Baixa,16.049999237060547,-6.604358357194007,-29.943983572090684,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.6%))
VIVT3,BOVA11,BOVA11,Comunicação,53.01,44.72,100.0,,,0.4,,46.09,35.81,43.51,63.19,67,Não,5,7,False,,True,,True,True,True,True,True,6,6,False,True,True,False,True,,True,True,True,,True,97146429440.0,14.95,1.5,8.13,6.43,10.05,9.1,10.68,,0.95,0.3,38.94,30.399999618530273,13.969805421478773,14.41879913388922,14.991430803798778,30.450793304107403,13.86269595036947,17.53870492272873,14.41879913388922,12.976919220500298,5,True,2.2,-57.31276518638428,-42.30689097759712,2026-07-27,2026-07-28,última,,,False,False,,,Em Baixa,35.95353698730469,-15.446428457749196,-26.26176325136498,True,False,False,sem sinal (Em Baixa; sem novo topo (-15.4%))
MOTV3,BOVA11,BOVA11,Bens Industriais,52.68,53.15,50.0,,,0.7,,73.48,54.18,23.32,18.75,68,Não,5,7,False,,True,,False,True,False,True,False,3,6,True,True,False,True,False,,True,True,True,,True,28842629120.0,7.55,1.65,1.44,2.26,21.85,11.72,19.27,,1.77,2.45,0.5,14.350000381469727,2.3151379999116086,4.294580989836033,25.18377550390382,19.285358822886334,32.80290565838523,,,,3,False,14.2,,,2026-10-29,2026-04-22,última,,,False,False,,,Em Baixa,14.970000267028809,-4.1416157281214065,-19.141366211638722,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.1%))
GOAU4,BOVA11+SMALL11,BOVA11,Materiais,52.56,53.01,50.0,,,1.0,,32.11,72.42,66.84,70.83,69,Não,3,7,False,,True,,False,False,True,True,False,3,6,False,False,True,False,True,,True,False,True,,True,14670678016.0,18.33,0.76,3.03,8.27,4.13,10.0,1.92,,2.88,0.28,0.25,11.079999923706055,6.542121745684572,12.13563583824488,8.00927435837999,14.081307673612475,18.134206094445265,11.780509142073436,12.13563583824488,10.922072254420392,5,True,2.8,-1.4253399853168869,6.322285407860129,n/d,2026-08-20,próxima,,,False,False,,,Em Alta,11.529999732971191,-3.9028605350121315,-4.15225327410983,True,False,False,sem sinal (Em Alta; sem novo topo (-3.9%))
FLRY3,BOVA11+SMALL11,BOVA11,Cuidados de saúde,52.31,49.78,66.66666666666667,,,0.2,,57.94,27.02,55.93,57.64,70,Não,4,7,False,,True,,False,True,False,True,True,4,6,False,True,True,False,False,,True,True,True,,True,10051649536.0,14.72,1.91,5.69,6.05,13.0,12.7,7.47,,2.14,1.02,10.39,18.489999771118164,7.994094716413852,9.02056399594088,10.124310650984517,16.54084058995429,9.383310323622036,10.612624055383113,9.383310323622036,8.444979291259832,5,True,2.1,-54.326774495416174,-42.603438687109694,2026-11-05,2026-08-12,próxima,,,False,False,,,Em Alta,18.950000762939453,-2.4274457694002494,-6.2848443988236085,True,False,False,sem sinal (Em Alta; sem novo topo (-2.4%))
SUZB3,BOVA11,BOVA11,Materiais,52.14,58.4,16.666666666666668,,,1.0,,65.4,71.02,40.45,31.25,71,Não,5,7,False,,False,,False,True,False,False,False,1,6,True,True,False,True,False,,True,True,True,,True,50984304640.0,4.64,1.1,0.01,3.06,23.68,6.83,22.96,,3.52,2.02,0.31,41.29999923706055,9.03591903527865,16.761629810441892,117.93642023514057,86.71335103242261,160.77647738142443,,,,3,False,17.8,,,2026-08-12,2026-04-30,última,,,False,False,,,Em Alta,43.099998474121094,-4.176332484423028,-30.7557546014384,True,False,False,sem sinal (Em Alta; sem novo topo (-4.2%))
EGIE3,BOVA11+Wishlist,BOVA11,Serviços públicos,52.1,52.47,50.0,,,0.0,,80.14,31.79,12.78,59.03,72,Não,7,7,True,,True,,False,True,False,True,False,3,6,True,True,True,True,True,,True,True,True,,True,41046736896.0,10.64,2.8,3.27,6.07,26.37,11.59,28.94,,1.09,2.06,1.14,28.979999542236328,12.570098181625392,23.3175321269151,36.08881521942023,25.18487523273442,41.95686590070013,27.823637332279056,25.18487523273442,22.666387709460977,5,True,3.3,-21.786100526239494,-3.990207826856429,2026-08-05,2026-08-21,próxima,"A Engie Brasil (EGIE3) apresenta uma sólida eficiência operacional no setor de serviços públicos, evidenciada por um ROE de 26,4% e um ROIC de 11,6%, ambos posicionados acima da média dos seus pares setoriais de 12,8% e 9,7%, respectivamente. Essa elevada qualidade de retorno convive com múltiplos de preço que sugerem uma avaliação esticada pelo mercado, uma vez que o P/L de 10,64 e o P/VP de 2,80 indicam que o investidor paga um prêmio considerável pela rentabilidade da companhia. No âmbito financeiro, a expressiva margem líquida de 28,94% confere forte capacidade de geração de caixa, mas o endividamento é um ponto de atenção, com a relação dívida/patrimônio em 2,06 e uma liquidez corrente apertada de 1,09. Esse passivo mais alongado ajuda a explicar o atual dividend yield de 3,27%, que se mostra tímido frente ao histórico da empresa, sugerindo que a distribuição de proventos está sendo calibrada de forma conservadora para preservar a sustentabilidade financeira diante das obrigações de dívida. No quesito expansão, a empresa demonstra um desempenho formidável com um CAGR de receita de cinco anos de 270,0%, patamar vastamente superior à média setorial de 32,1%, o que chancela o seu checklist de critérios fundamentalistas ao atingir a pontuação máxima de sete requisitos atendidos. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos analíticos, variando desde os conservadores R$ 12,89 pelo modelo de Bazin até os otimistas R$ 43,04 pela fórmula de Lynch. Diante da média de R$ 28,54 e da mediana de R$ 25,84 desses modelos, o preço atual de R$ 29,73 situa-se ligeiramente acima das referências de valor justo, resultando em um upside negativo de 21,8% quando comparado ao preço-teto ajustado com margem de segurança de R$ 23,25. Em suma, o ativo destaca-se positivamente por sua rentabilidade excepcional, crescimento histórico robusto e aprovação integral nos filtros de qualidade, mas contrapõe-se negativamente pelo valuation esticado frente às métricas de preço-teto, endividamento elevado e um retorno em dividendos atualmente modesto para o setor.",,True,False,,,Em Baixa,30.34000015258789,-4.482533300961633,-25.34291335633595,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.5%))
PGMN3,SMALL11,SMALL11,Bens de primeira necessidade,51.98,55.27,33.333333333333336,,,0.0,,45.05,64.75,49.97,88.19,73,Não,2,7,False,,True,,False,False,False,True,False,2,6,False,False,True,False,False,,True,False,True,,True,2426897408.0,7.65,0.73,6.8,10.75,9.61,12.78,2.02,,1.78,1.02,4.47,3.369999885559082,2.5868130488778185,2.997020922160969,3.6455675263444354,6.764395587028388,5.487163369074063,4.296192090697135,3.6455675263444354,3.281010773709992,5,True,2.6,-2.6406265540370177,27.483449156984108,n/d,2025-12-26,última,,,False,False,,,Em Baixa,3.5399999618530273,-4.802262093950926,-55.77427905286873,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.8%))
