ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
TGMA3,SMALL11,SMALL11,Industrials,70.46,68.19,83.33333333333333,,78.88,30.1,83.89,83.89,11,Rompimento,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,False,,True,True,True,,True,2270237440.0,8.95,2.29,7.23,10.45,25.55,27.01,10.14,,2.22,0.23,5.38,33.290000915527344,24.84,28.66,30.65,34.88,45.04,32.81,30.65,27.59,5.0,-17.12,-1.43,n/d,2026-08-07,próxima,"A Tegma (TGMA3) apresenta-se como um ativo de alta qualidade operacional no setor industrial, evidenciado por um ROE de 25,6% e um ROIC de 27,0% que se posicionam muito acima das médias setoriais de 14,9% e 12,3%, respectivamente. Essa expressiva rentabilidade convive com múltiplos de preço que sugerem um valuation misto, pois enquanto o P/L de 8,72 indica um patamar atrativo, o P/VP de 2,23 revela um prêmio em relação ao valor patrimonial, refletindo o forte retorno sobre o capital investido. A saúde financeira da companhia é robusta, caracterizada por um endividamento extremamente controlado, com relação Dívida/Patrimônio de apenas 0,23, e uma confortável liquidez corrente de 2,22, o que garante que a alta rentabilidade não esteja ancorada em alavancagem excessiva. Esse balanço sólido dá sustentabilidade ao expressivo Dividend Yield de 11,44%, uma vez que a geração de lucro e a baixa necessidade de amortização de dívidas suportam a distribuição de proventos sem comprometer a operação. Por outro lado, o crescimento da receita nos últimos cinco anos, com CAGR de 23,5%, ficou significativamente abaixo da média do setor de 113,5%, o que acende um alerta sobre o ritmo de expansão frente aos seus pares. No checklist de critérios fundamentalistas, a empresa atende a 5 de 7 requisitos, falhando apenas na margem líquida, que ficou em 10,14% (abaixo do sarrafo de 15%), e no crescimento inferior ao do setor, embora passe com folga nos crivos de governança, tamanho e retorno sobre o capital. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão relevante entre os métodos, variando desde os conservadores R$ 24,84 por Bazin até os otimistas R$ 51,91 por Lynch, convergindo para uma média de R$ 36,73 e mediana de R$ 37,04. Frente ao preço atual de R$ 34,43, o papel exibe um upside negativo de 3,2% quando comparado ao preço-teto ajustado com margem de segurança de R$ 33,33, sugerindo que o mercado já precifica boa parte de suas qualidades. Em suma, os principais prós da TGMA3 residem em sua excepcional eficiência operacional, endividamento mínimo e robusto retorno em dividendos, enquanto os contras concentram-se no crescimento abaixo da média setorial e na escassa margem de segurança em relação ao preço atual de tela.",Rompimento,Lateral,33.0676155090332,0.6725172138081437,-15.798477768856733,True,True,True,"Rompimento (vol x1.8, +0.7% do topo, MM50>MM200)"
PETR4,BOVA11,BOVA11,Energy,70.09,73.64,50.0,,86.31,74.45,31.26,99.33,12,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,True,False,,True,False,True,,True,575642664960.0,4.07,1.13,7.05,39.11,27.73,19.69,21.6,,0.74,0.83,,42.130001068115234,117.7,171.37,107.65,93.19,,122.48,112.68,101.41,4.0,140.7,190.71,n/d,2026-06-02,última,,,Em Alta,43.41999816894531,-2.9709745629439177,-14.296633310604957,True,False,False,sem sinal (Em Alta; sem novo topo (-3.0%))
PLPL3,SMALL11,SMALL11,Real Estate,69.8,73.29,50.0,,81.33,74.78,60.46,59.06,13,Não,4,7,False,,True,,False,True,False,False,True,3,6,True,True,True,False,False,,True,False,True,,True,1442944512.0,4.32,1.36,6.93,6.32,31.56,29.38,9.85,,2.87,1.28,0.29,7.110000133514404,3.21,5.95,21.81,13.91,35.09,13.89,13.91,12.52,3.0,76.13,95.39,n/d,2025-12-30,última,,,Em Baixa,7.929999828338623,-10.340475568408847,-59.09240106605035,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.3%))
RIAA3,SMALL11,SMALL11,Consumer Cyclical,69.58,70.1,66.66666666666667,,66.09,82.72,53.77,89.26,14,Não,4,7,False,,False,,False,True,True,True,True,4,6,True,True,False,False,True,,True,False,True,,True,3996421888.0,2.61,0.74,40.68,13.09,28.35,8.96,14.2,,1.6,0.7,0.17,7.960000038146973,7.44,13.8,40.41,27.17,85.66,27.13,27.17,24.45,3.0,207.18,240.79,2026-11-04,2026-07-01,última,,,Em Baixa,8.420000076293945,-5.463183301412045,-26.523951013972624,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.5%))
VLID3,SMALL11,SMALL11,Industrials,69.35,69.83,66.66666666666667,,65.74,69.03,80.03,69.8,15,Não,3,7,False,,True,,False,True,True,False,True,4,6,True,False,True,False,False,,True,False,True,,True,1360647168.0,6.15,0.81,9.94,8.3,13.18,15.68,12.13,,2.32,0.43,0.95,17.389999389648438,10.31,19.12,37.47,36.96,41.71,33.82,37.21,33.49,4.0,92.59,94.45,2026-11-04,2026-05-12,última,,,Em Alta,18.65999984741211,-6.806004652458797,-24.64859152525549,True,False,False,sem sinal (Em Alta; sem novo topo (-6.8%))
PETR3,BOVA11,BOVA11,Energy,69.3,72.71,50.0,,86.31,71.0,31.26,98.66,16,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,True,False,,True,False,True,,True,609765949440.0,4.57,1.27,6.27,37.2,27.73,19.69,21.6,,0.74,0.83,,47.310001373291016,125.72,183.05,107.66,93.15,,127.4,116.69,105.02,4.0,121.99,169.28,2026-08-06,2026-06-02,última,,,Em Alta,49.040000915527344,-3.5277314639865054,-13.371945964980059,True,False,False,sem sinal (Em Alta; sem novo topo (-3.5%))
LEVE3,SMALL11,SMALL11,Consumer Cyclical,69.26,66.78,83.33333333333333,,86.22,51.79,27.17,95.97,17,Não,6,7,False,,True,,True,True,False,True,True,5,6,True,True,True,False,True,,True,True,True,,True,4373843968.0,6.58,4.08,8.84,19.55,62.01,33.17,12.31,,1.37,1.44,0.19,32.27000045776367,45.06,83.59,64.98,29.54,147.13,74.06,64.98,58.48,5.0,81.23,129.5,n/d,2026-04-30,última,,,Lateral,32.47999954223633,-0.6465489145083825,-10.88096858969132,True,False,False,sem sinal (Lateral; sem novo topo (-0.6%))
INTB3,SMALL11,SMALL11,Industrials,69.21,66.72,83.33333333333333,,72.63,48.7,86.48,45.64,18,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,False,,True,True,True,,True,4787098624.0,8.03,1.45,8.22,4.3,18.07,17.52,13.1,,2.64,0.26,0.68,14.630000114440918,4.5,8.34,24.14,20.34,29.39,20.55,22.24,20.01,4.0,36.81,40.47,n/d,2026-08-04,última,,,Lateral,15.130000114440918,-3.3046926385861153,-6.5716119761543235,True,False,False,sem sinal (Lateral; sem novo topo (-3.3%))
LREN3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,67.75,65.01,83.33333333333333,,69.55,58.81,71.55,46.98,19,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,True,,True,True,True,,True,12958097408.0,9.08,1.31,6.76,4.35,14.41,23.53,9.37,,1.78,0.28,1.04,13.479999542236328,4.19,7.78,19.67,18.54,19.4,16.35,18.97,17.07,4.0,26.65,21.26,2026-11-05,2026-06-24,última,,,Em Baixa,13.899999618530273,-3.0215833656141777,-22.17714848128123,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.0%))
GRND3,SMALL11,SMALL11,Consumer Cyclical,67.29,67.4,66.66666666666667,,63.63,51.18,81.52,96.64,20,Não,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,3193646336.0,5.51,0.99,43.44,19.55,18.04,7.81,24.95,,2.05,0.02,,3.5399999618530273,4.94,7.2,6.68,7.19,,6.5,6.94,6.24,4.0,76.33,83.7,2026-11-05,2026-04-24,última,,,Em Baixa,3.8499999046325684,-8.051946765155215,-28.804446093990432,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.1%))
ISAE4,BOVA11,BOVA11,Utilities,66.67,63.73,83.33333333333333,,61.65,50.27,80.16,73.83,21,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,False,False,True,True,,True,True,True,,True,18278866944.0,6.65,0.85,6.51,8.9,12.71,9.63,26.4,,5.28,0.79,1.28,26.649999618530273,16.95,28.31,47.82,53.17,56.46,46.44,50.49,45.44,4.0,70.52,74.26,n/d,2026-04-20,última,,,Em Baixa,28.530000686645508,-6.589558439776821,-16.83337387601458,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.6%))
VIVA3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,66.29,66.22,66.66666666666667,,76.52,48.94,89.37,16.78,22,Não,5,7,False,,True,,False,True,True,False,True,4,6,True,True,True,True,False,,True,False,True,,True,5128295424.0,8.79,1.62,3.2,1.97,18.4,17.32,18.97,,4.14,0.41,0.59,21.809999465942383,3.07,5.69,32.88,27.42,42.1,34.13,32.88,29.59,3.0,35.67,56.5,n/d,2025-12-22,última,,,Em Baixa,23.350000381469727,-6.595292892369587,-39.23351936634612,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.6%))
MULT3,BOVA11+SMALL11,BOVA11,Real Estate,65.79,62.7,83.33333333333333,,87.53,36.73,51.85,37.58,23,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,True,,True,False,True,,True,13690378240.0,10.32,2.12,4.03,3.71,20.52,18.7,43.42,,1.64,0.75,0.81,27.8799991607666,7.38,13.69,35.8,28.27,44.25,30.5,32.03,28.83,4.0,3.41,9.4,2026-10-29,2026-07-01,última,,,Em Baixa,29.219999313354492,-4.585900698414691,-20.970952323360812,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.6%))
PSSA3,BOVA11,BOVA11,Financial Services,65.31,62.72,80.0,,77.11,42.03,,49.66,24,Não,5,6,False,,True,,False,True,,True,True,4,5,True,True,True,,True,,True,False,True,,True,33748246528.0,9.24,2.19,5.72,5.33,23.7,77.55,8.31,,,,0.77,52.650001525878906,20.05,37.2,75.5,55.52,98.89,44.25,37.2,33.48,3.0,-36.41,-15.95,2026-08-07,2026-06-23,última,,,Lateral,55.45000076293945,-5.049592783652324,-5.220518003620223,True,False,False,sem sinal (Lateral; sem novo topo (-5.0%))
CYRE3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,64.97,64.67,66.66666666666667,,61.52,57.77,79.84,65.77,25,Rompimento,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,7997351424.0,5.01,0.93,10.59,7.26,18.6,6.91,20.76,,3.78,0.75,0.42,21.829999923706055,11.33,21.01,57.73,47.97,83.2,52.48,52.85,47.57,4.0,117.9,140.4,2026-08-13,2025-12-10,última,"A Cyrela (CYRE3) apresenta-se como um caso de estudo interessante no setor de consumo cíclico, onde a expressiva rentabilidade sobre o patrimônio (ROE) de 18,6% situa-se bem acima da média setorial de 8,4%, sugerindo forte eficiência na alocação do capital dos acionistas, embora o retorno sobre o capital investido (ROIC) de 6,9% decepcione ao ficar abaixo dos 11,4% dos pares. Essa dualidade de qualidade convive com múltiplos de preço bastante descontados, evidenciados por um P/L de apenas 5,01 e um P/VP de 0,93, o que indica que o mercado pode estar precificando o papel com excesso de conservadorismo frente à sua capacidade de geração de valor. No âmbito financeiro, a sólida margem líquida de 20,76% e uma robusta liquidez corrente de 3,78 garantem que a empresa navegue com folga suas obrigações de curto prazo, mantendo o endividamento em patamar controlável de 0,75 vezes o patrimônio líquido. Essa estrutura de capital saudável confere sustentabilidade ao atraente dividendo distribuído (DY de 10,59%), uma vez que o fluxo de proventos se mostra coerente com a rentabilidade interna e a sólida posição de caixa, mesmo diante de um histórico recente de contração operacional. O crescimento, contudo, é o principal ponto de atenção, visto que o CAGR de receita nos últimos cinco anos recuou 9,4%, desempenho pior que a média setorial de -2,8%, refletindo-se em um checklist fundamentalista intermediário que atende a 4 de 7 critérios avaliados. Sob a ótica de valuation, as estimativas de preço-teto revelam uma enorme dispersão entre as metodologias, variando desde os conservadores R$ 11,33 pelo método de Bazin e R$ 21,01 por Gordon, até marcas muito mais otimistas como os R$ 57,73 do fluxo de caixa descontado e R$ 83,20 de Lynch. Essa divergência resulta em uma média de R$ 52,48 e uma mediana de R$ 52,85, estabelecendo um preço-teto ajustado com margem de segurança de R$ 47,57 que projeta um expressivo potencial de valorização (upside) de 117,9% em relação à cotação atual de R$ 21,83. Em balanço, o ativo destaca-se positivamente pelo ROE elevado, múltiplos de valuation muito atraentes, excelente liquidez e dividendos robustos, mas contrapõe esses prós com o sinal de alerta de uma tendência gráfica de baixa, vendas recentes por parte de insiders e uma clara perda de tração na receita histórica frente aos seus concorrentes.",Rompimento,Em Baixa,21.790000915527344,0.18356588571875054,-39.38661638847858,True,True,True,"Rompimento (vol x1.8, +0.2% do topo, MM50>MM200)"
DIRR3,BOVA11+SMALL11,BOVA11,Real Estate,64.54,64.17,66.66666666666667,,72.78,38.87,64.55,87.92,26,Não,5,7,False,,True,,False,True,False,True,True,4,6,True,True,False,True,True,,True,False,True,,True,6110044160.0,7.3,2.87,13.19,12.12,39.35,10.1,18.16,,4.26,1.3,1.61,11.75,10.17,15.73,17.77,12.18,26.81,16.53,15.73,14.15,5.0,20.46,40.69,n/d,2025-12-17,última,,,Em Baixa,12.380000114440918,-5.08885386605159,-31.915141060883045,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.1%))
EZTC3,SMALL11,SMALL11,Real Estate,64.51,61.18,83.33333333333333,,51.6,56.67,93.13,51.68,27,Não,3,7,False,,True,,False,True,True,True,True,5,6,False,False,False,True,True,,True,False,True,,True,3056496640.0,5.75,0.58,10.43,5.5,10.15,5.14,37.12,,8.52,0.33,0.83,11.020000457763672,4.33,8.03,25.39,28.62,23.84,25.95,25.39,22.85,3.0,107.39,135.5,2026-11-05,2026-05-15,última,,,Em Baixa,12.0600004196167,-8.623548305698003,-33.58004930825277,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.6%))
ALPA4,SMALL11,SMALL11,Consumer Cyclical,64.35,63.94,66.66666666666667,,75.3,39.13,65.13,72.48,28,Não,5,7,False,,False,,False,True,True,True,True,4,6,True,True,True,False,True,,True,False,True,,True,8327023616.0,11.95,2.31,14.64,8.77,19.37,17.96,13.17,,1.73,0.41,0.27,12.260000228881836,7.68,14.25,13.59,11.07,30.78,15.47,13.59,12.23,5.0,-0.21,26.21,n/d,2025-12-17,última,,,Lateral,12.479999542236328,-1.762815075512969,-24.414298718325167,True,False,False,sem sinal (Lateral; sem novo topo (-1.8%))
KEPL3,SMALL11,SMALL11,Industrials,63.91,66.37,50.0,,67.5,48.3,72.95,93.29,29,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,False,False,,True,True,True,,True,1056871616.0,7.42,1.38,7.09,16.51,18.67,13.9,10.19,,2.02,0.42,,6.099999904632568,7.2,10.48,8.55,9.04,,8.82,8.8,7.92,4.0,29.78,44.53,n/d,2025-12-16,última,,,Em Baixa,6.489999771118164,-6.009243146990162,-41.904762813023154,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.0%))
ITSA4,BOVA11,BOVA11,Industrials,63.33,59.8,83.33333333333333,,61.8,27.27,87.26,77.18,30,Não,4,7,False,,True,,False,True,True,True,True,5,6,True,True,False,True,False,,True,False,True,,True,151411310592.0,8.92,1.68,9.69,9.4,18.83,0.36,203.02,,2.38,0.13,2.93,13.510000228881836,9.07,11.94,14.25,16.55,18.85,14.13,14.25,12.82,5.0,-5.08,4.6,n/d,2026-09-01,próxima,,,Em Alta,13.880000114440918,-2.6657052053921104,-10.234341372509181,True,False,False,sem sinal (Em Alta; sem novo topo (-2.7%))
BRSR6,SMALL11,SMALL11,Financial Services,63.11,63.66,60.0,,49.57,81.73,,81.88,31,Não,2,6,False,,True,,False,True,,False,True,3,5,False,False,False,,False,,True,True,True,,True,5729732096.0,3.62,0.51,11.33,10.15,13.99,0.0,22.75,,,,0.41,14.010000228881836,10.16,18.85,51.28,48.91,73.54,14.51,14.51,13.06,2.0,-6.81,3.54,n/d,2026-06-15,última,,,Em Alta,14.449999809265137,-3.0449798352327972,-24.77436654777193,True,False,False,sem sinal (Em Alta; sem novo topo (-3.0%))
EVEN3,SMALL11,SMALL11,Real Estate,63.08,62.45,66.66666666666667,,44.51,71.8,84.77,75.17,32,Não,1,7,False,,True,,False,True,True,False,True,4,6,False,False,False,False,False,,True,False,True,,True,922575488.0,4.3,0.48,19.71,9.08,11.22,6.52,11.31,,4.53,0.65,0.63,4.650000095367432,3.02,5.59,14.33,15.35,17.21,15.63,15.35,13.82,3.0,197.15,236.17,n/d,2026-06-02,última,,,Em Baixa,5.110000133514404,-9.001957458474807,-45.49325836708316,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.0%))
ABCB4,SMALL11,SMALL11,Financial Services,62.69,59.64,80.0,,53.24,62.52,,81.21,33,Não,2,6,False,,True,,False,True,,True,True,4,5,True,False,False,,False,,True,False,True,,True,6081715200.0,6.03,0.85,11.04,10.04,14.05,0.0,41.54,,,,1.09,23.600000381469727,16.93,29.57,48.83,49.45,60.99,31.78,29.57,26.62,3.0,12.78,34.65,n/d,2026-06-30,última,,,Lateral,24.15999984741211,-2.317878598837686,-13.642910885623039,True,False,False,sem sinal (Lateral; sem novo topo (-2.3%))
TOTS3,BOVA11+SMALL11,BOVA11,Technology,62.5,58.83,83.33333333333333,,87.32,29.64,53.57,14.09,34,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,True,,True,False,True,,True,18462611456.0,13.09,3.42,2.18,1.39,26.12,23.37,21.89,,1.84,0.92,0.87,32.209999084472656,3.19,5.92,32.6,22.83,40.32,31.92,32.6,29.34,3.0,-8.9,-0.9,2026-11-04,2026-06-16,última,,,Em Alta,32.5099983215332,-0.9227906876323688,-32.45080650614594,True,False,False,sem sinal (Em Alta; sem novo topo (-0.9%))
TFCO4,SMALL11,SMALL11,Consumer Cyclical,62.17,61.37,66.66666666666667,,81.99,22.62,86.05,16.11,35,Não,5,7,False,,True,,False,True,True,False,True,4,6,True,True,True,False,True,,True,False,True,,True,2255117056.0,15.85,3.87,2.14,1.72,24.42,25.98,13.23,,2.83,0.3,1.06,14.859999656677246,1.83,3.39,12.42,9.0,15.68,12.37,12.42,11.18,3.0,-24.76,-16.78,n/d,2026-06-29,última,,,Em Baixa,15.010000228881836,-0.9993375743989841,-18.25221164262062,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.0%))
CEAB3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,62.1,64.24,50.0,,61.73,77.24,54.86,61.74,36,Não,4,7,False,,False,,False,True,True,False,True,3,6,True,True,True,False,False,,True,False,True,,True,2832123648.0,5.17,0.77,5.53,6.49,14.79,14.93,7.02,,1.67,0.72,0.53,9.4399995803833,4.37,8.11,24.19,22.44,29.79,25.48,24.19,21.77,3.0,130.66,169.88,n/d,2025-12-26,última,,,Em Baixa,9.979999542236328,-5.410821509236497,-47.77046540458689,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.4%))
RECV3,BOVA11+SMALL11,BOVA11,Energy,61.98,64.09,50.0,,56.56,69.49,66.75,79.19,37,Não,2,7,False,,True,,False,True,True,False,False,3,6,False,False,False,True,False,,True,False,True,,True,2950601216.0,5.92,0.67,13.55,9.76,11.26,10.15,17.93,,2.18,0.77,1.24,10.069999694824219,7.02,11.13,19.28,23.98,24.69,19.77,21.63,19.47,4.0,93.33,96.33,n/d,2026-05-19,última,,,Lateral,10.890000343322754,-7.529849611082174,-29.286676229465503,True,False,False,sem sinal (Lateral; sem novo topo (-7.5%))
CXSE3,BOVA11,BOVA11,Financial Services,60.83,53.92,100.0,,64.67,24.72,,78.52,38,Não,5,6,False,,True,,True,True,,True,True,5,5,True,True,False,,True,,True,True,True,,True,58860003328.0,13.4,4.27,6.89,9.63,31.89,-1.14,75.12,,,,1.41,19.6200008392334,13.49,25.02,19.4,12.3,28.0,19.31,19.4,17.46,3.0,-11.01,-1.61,2026-08-10,2026-08-04,última,,,Em Baixa,22.04433250427246,-10.99752811553354,-11.392393392660082,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.0%))
BBSE3,BOVA11,BOVA11,Financial Services,60.7,57.3,80.0,,68.46,25.5,,86.58,39,Não,4,6,False,,True,,True,True,,False,True,4,5,True,True,False,,False,,True,True,True,,True,79513534464.0,8.65,7.3,11.4,11.68,84.38,0.0,87.93,,,,,38.97671127319336,32.53,47.37,46.86,23.27,,42.25,46.86,42.18,3.0,8.21,8.41,2026-11-03,2026-08-07,próxima,,,Em Alta,40.51827621459961,-3.8046163001642985,-4.388431384480739,True,False,False,sem sinal (Em Alta; sem novo topo (-3.8%))
BLAU3,SMALL11,SMALL11,Healthcare,60.63,62.51,50.0,,60.49,55.48,87.61,38.93,40,Não,3,7,False,,True,,False,True,True,False,False,3,6,False,True,False,False,False,,True,True,True,,True,2058075904.0,8.52,0.91,8.34,3.81,10.63,12.15,13.82,,2.66,0.25,1.19,8.90999984741211,2.43,4.5,13.86,15.18,11.49,13.51,13.86,12.47,3.0,39.96,51.62,n/d,2026-06-26,última,,,Em Baixa,9.680000305175781,-7.954549932730492,-37.61843258427754,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.0%))
SANB11,BOVA11,BOVA11,Financial Services,59.96,56.43,80.0,,54.24,56.35,,66.44,41,Não,3,6,False,,True,,True,True,,True,False,4,5,True,False,False,,True,,True,False,True,,True,157281763328.0,7.08,1.11,7.88,7.32,15.69,0.0,28.66,,,,0.94,29.270000457763672,15.3,28.38,54.78,49.53,61.51,32.82,28.38,25.55,3.0,-12.73,12.13,n/d,2026-07-22,última,,,Lateral,29.479999542236328,-0.7123442596116303,-19.718206293424966,True,False,False,sem sinal (Lateral; sem novo topo (-0.7%))
ABEV3,BOVA11,BOVA11,Consumer Defensive,59.84,55.69,83.33333333333333,,78.54,18.3,53.71,50.34,42,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,False,,True,False,True,,True,241990762496.0,15.19,2.8,4.95,5.43,18.4,20.62,18.41,,1.02,0.03,4.72,15.65999984741211,6.08,8.14,9.87,11.39,8.92,8.88,8.92,8.03,5.0,-48.74,-43.3,2026-10-29,2026-09-22,próxima,,,Em Baixa,16.1299991607666,-2.9138210651472485,-7.842699081804517,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.9%))
ALUP11,SMALL11,SMALL11,Utilities,59.66,61.37,50.0,,67.01,51.42,67.65,48.32,43,Não,6,7,False,,True,,False,True,False,False,True,3,6,True,True,True,True,False,,True,True,True,,True,15463575552.0,7.73,1.11,3.32,4.6,14.38,10.21,25.17,,3.3,1.14,0.83,32.5099983215332,10.68,19.81,55.73,52.64,58.32,55.56,55.73,50.15,3.0,54.27,70.91,n/d,2026-05-15,última,,,Lateral,33.709999084472656,-3.5597769075354058,-11.825957225296435,True,False,False,sem sinal (Lateral; sem novo topo (-3.6%))
CMIG4,BOVA11,BOVA11,Utilities,59.63,55.45,83.33333333333333,,56.1,51.31,39.23,95.3,44,Não,4,7,False,,True,,True,True,True,False,True,5,6,True,True,False,False,False,,True,True,True,,True,31782176768.0,6.57,1.1,9.51,17.42,16.75,9.62,11.15,,0.93,0.69,,11.109999656677246,13.83,20.13,17.59,19.6,,17.79,18.59,16.74,4.0,50.63,60.1,2026-08-13,2026-06-24,última,,,Em Alta,11.34000015258789,-2.0282230407038915,-16.689506802616194,True,False,False,sem sinal (Em Alta; sem novo topo (-2.0%))
