ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,78.06,75.95,90.0,,,0.8,,87.64,81.0,46.36,69.93,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.28,True,6620868096.0,3.21,0.91,6.73,7.77,28.4,16.71,13.12,52.59,4.4,0.96,1.73,0.79,0.21,24.95,86.6,5.83,7.22,0.72,61.6,36.26,4.95,13.85,101.7,-27.9,-9.3,1.35,0.6,9.989999771118164,5.546714931506469,10.2891561979445,41.23598036364974,27.725764174821283,70.87352199621901,19.57807411896471,37.657008483031085,16.559377974227345,,,,6,False,12.8,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,11.149999618530273,-10.403586431377953,-29.41774405691574,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.4%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.39,77.52,70.0,,,0.9,,88.33,59.84,66.13,95.8,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4243665664.0,4.65,1.63,29.0,15.45,35.06,31.82,17.83,24.89,6.25,0.76,2.96,0.37,0.47,71.84,-64.7,5.92,11.45,1.64,37.42,62.57,13.47,20.08,0.3,-32.7,-10.3,0.87,0.57,13.510000228881836,14.908841304386609,27.65590061963716,38.49623721132995,23.276964100610414,73.57077372563687,48.35363159662875,25.79141045641799,8.634006919022138,,,,6,False,8.5,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.180000305175781,-4.724965175419571,-33.21715014121165,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.7%))
MDNE3,SMALL11,SMALL11,Imobiliário,75.48,72.92,90.0,,,0.8,,73.28,77.43,63.41,79.02,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.19,True,2348540672.0,4.31,1.05,16.75,9.25,24.38,16.15,10.98,19.89,4.18,0.7,2.78,0.43,0.29,39.87,87.7,3.55,6.56,1.12,72.76,27.27,18.83,34.28,20.6,-33.8,-18.8,1.64,0.62,22.709999084472656,15.005594328617333,27.835377479585148,69.81612247546698,50.63783054938444,125.98664053735128,25.843155312484846,62.62986487859264,38.90400758875655,,,,6,False,8.4,,,n/d,2026-01-02,última,,,False,False,,,Em Baixa,25.110000610351562,-9.55795088626764,-33.7514588880669,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.6%))
POMO3,SMALL11,SMALL11,Bens Industriais,74.29,75.05,70.0,,,0.7,,81.07,76.74,51.82,90.21,4,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.46,True,5102155264.0,4.06,1.15,24.21,11.85,28.32,24.74,18.39,13.19,4.38,1.29,1.94,0.81,0.28,48.12,-14.0,,8.72,1.02,59.93,39.42,3.85,6.69,6.8,-38.5,-25.3,0.88,0.44,4.110000133514404,3.479750490360905,6.454937159619479,13.413177775631985,9.02238090441201,26.871394281969945,11.384387492050992,12.052602383659348,5.368022131106909,9.615917974413454,10.2033841982315,9.183045778408351,6,True,7.7,123.43176350595529,133.96393338291733,n/d,2026-04-27,última,,,False,False,,,Em Baixa,4.989999771118164,-17.63526408752858,-39.028752138609626,True,False,False,sem sinal (Em Baixa; sem novo topo (-17.6%))
PSSA3,BOVA11,BOVA11,Insurance,73.31,73.01,75.0,,1.8,0.3,,76.51,53.92,100.0,51.05,5,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,29825372160.0,8.16,1.86,6.48,5.34,22.84,17.35,79.28,8.13,,,,,0.63,43.54,0.3,7.47,6.06,,71.59,28.18,43.07,55.45,8.0,-16.1,-8.4,0.72,0.48,46.529998779296875,17.73217098015039,32.89317716817897,75.55422595902984,56.65297864480212,103.9608313779454,48.592301707185065,61.45691412096182,,43.69296895363607,40.74273943768202,36.66846549391382,4,True,4.3,-21.19392551923053,-6.097205888866519,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,54.349998474121094,-14.388224313470277,-16.237624809445393,True,False,False,sem sinal (Em Baixa; sem novo topo (-14.4%))
POMO4,BOVA11+SMALL11,BOVA11,Bens Industriais,72.88,73.39,70.0,,,0.7,,81.07,74.03,51.82,80.42,6,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5524231168.0,4.35,1.23,22.59,9.47,28.32,24.74,18.39,13.19,4.6,1.29,1.94,0.81,0.29,41.22,-14.0,4.55,8.72,1.02,59.93,39.42,4.05,7.92,9.9,-43.8,-23.1,0.94,0.47,4.449999809265137,3.011607044855494,5.586531068206942,13.554597120175416,9.125445321912338,25.037355348725054,11.575137762178509,12.378160388990382,5.425479583603467,,,,7,False,8.3,,,n/d,2026-04-27,última,,,False,False,,,Em Baixa,5.369999885559082,-17.13221780074884,-44.03186066682176,True,False,False,sem sinal (Em Baixa; sem novo topo (-17.1%))
ABCB10,SMALL11,SMALL11,Produtos financeiros,72.81,76.83,50.0,,,0.4,,78.69,73.47,,,7,Não,1,3,False,,,,,,True,,False,,1,2,True,False,,,False,,,,True,True,True,,True,,,0.78,,,14.9,,,40.92,,,,,,,-2.9,,1.54,,,,,,,,,,,,,,,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,,,,,False,False,False,histórico insuficiente
CURY3,BOVA11+SMALL11,BOVA11,Consumo discricionário,71.1,69.53,80.0,,,0.9,,90.6,35.27,56.68,86.01,8,Não,6,8,False,,True,,False,False,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,-0.21,True,9226024960.0,8.82,5.85,15.31,10.4,66.38,57.38,37.72,18.37,5.68,-0.2,1.94,0.71,1.6,91.71,33.5,6.23,16.14,0.91,70.61,24.44,26.99,40.16,11.0,-25.4,-4.8,1.29,0.57,29.950000762939453,22.244604283351986,38.662178350737925,42.156238468651296,19.77770392874795,53.99135397404952,52.042137811816076,20.814607311911228,22.77101119548745,34.05747941559418,30.71659477311269,27.64493529580142,8,True,2.7,-7.696378659163017,13.714452581040938,n/d,2026-05-18,última,,,False,False,,,Lateral,32.31999969482422,-7.332917556506979,-25.58715788765975,True,False,False,sem sinal (Lateral)
MILS3,SMALL11,SMALL11,Bens Industriais,70.7,69.06,80.0,,,0.7,,85.44,53.85,58.49,54.55,9,Pivô de alta,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3567860736.0,8.15,1.94,5.42,5.72,23.81,18.37,20.65,23.53,4.85,1.28,2.98,0.99,0.64,46.62,21.3,8.37,11.12,0.54,61.6,38.32,10.3,15.81,52.1,-0.9,8.8,0.76,0.48,15.65999984741211,6.398312964131792,11.868870548464473,25.459508954381644,18.681138626641253,35.413087843243744,12.302655467047465,20.484123551530388,17.74176349961534,20.278735498703472,18.681138626641253,16.81302476397713,7,True,5.5,7.3628667164742145,29.4938422496513,n/d,2026-04-22,última,"A Mills (MILS3) apresenta-se como um ativo de alta qualidade operacional no setor de bens industriais, com um retorno sobre o patrimônio líquido de 23,8% e um retorno sobre o capital investido de 20,6% que se posicionam significativamente acima das médias setoriais de 14,5% e 12,6%, respectivamente. Essa robusta rentabilidade convive com múltiplos de preço bastante atrativos, uma vez que o preço sobre lucro de 8,15 e o preço sobre valor patrimonial de 1,94 sugerem que o mercado ainda não precifica totalmente a eficiência da companhia, configurando uma relação favorável entre qualidade e preço. No âmbito financeiro, a excelente rentabilidade é acompanhada por um endividamento controlado, visto que a relação entre dívida líquida e EBITDA de 1,28 está bem abaixo da média do setor de 2,4, o que, somado a uma liquidez corrente de 2,98, confere grande segurança ao balanço. Essa sólida estrutura de capital e a margem líquida de 23,53% dão sustentabilidade ao rendimento de dividendos de 5,42%, o qual se mostra coerente com a geração de lucro e a saúde financeira da empresa. Por outro lado, o crescimento da receita nos últimos cinco anos, com uma taxa anual composta de 21,3%, ficou abaixo da média setorial de 26,1%, indicando que a companhia expande em ritmo inferior ao de seus pares diretos. No checklist de critérios fundamentalistas, a MILS3 atende a seis dos oito requisitos avaliados, sendo penalizada justamente pelo crescimento abaixo do setor e por vendas recentes de papéis por parte de pessoas de dentro da empresa. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 6,40 por Bazin e R$ 11,87 por Gordon até os otimistas R$ 25,46 por fluxo de caixa descontado e R$ 35,42 por Lynch. Diante dessa amplitude, a média dos modelos resulta em R$ 20,28 e a mediana em R$ 18,68, enquanto o preço-teto ajustado com margem de segurança fica em R$ 16,81, o que confere um potencial de valorização de 7,4% em relação à cotação atual de R$ 15,66. Em suma, o papel traz como pontos positivos a rentabilidade muito acima dos pares, o endividamento sob controle e múltiplos de avaliação descontados, enquanto os pontos de atenção concentram-se no crescimento histórico inferior à média do setor e na pressão vendedora de insiders.",Pivô de alta,False,False,,,Em Alta,15.8100004196167,-0.9487701974914109,-1.7565855730371283,True,True,True,Pivô de alta
VTRU3,SMALL11,SMALL11,Consumo discricionário,70.65,72.09,62.5,,,0.9,P/L=1.78<2,86.97,89.9,48.88,6.99,10,Não,8,8,True,,True,,,,True,True,True,True,5,8,True,True,True,True,True,True,True,True,True,False,True,0.4,True,2070765824.0,1.78,0.49,0.19,0.21,27.23,9.79,15.07,48.63,2.82,2.49,2.13,0.76,,0.37,1514.7,3.77,6.01,0.37,51.99,48.01,9.82,16.86,29.4,-24.6,-4.8,1.1,0.48,12.710000038146973,0.18705596945249234,0.34698882333437325,94.61095534013897,64.55483415634832,214.21348378899393,0.39176666666666665,86.39943846156089,68.27396573467303,,,,4,False,1145.2,,,n/d,n/d,,,,False,False,,,Lateral,13.15999984741211,-3.419451477832869,-26.73465385987328,False,False,False,sem sinal (Lateral)
