ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
CPLE3,BOVA11,BOVA11,Serviços públicos,53.32,50.12,71.42857142857143,,,0.0,,53.44,42.65,37.79,78.47,64,Não,4,7,False,,True,,False,False,True,True,True,True,5,7,False,True,True,False,True,,True,False,True,,True,42465431552.0,13.96,1.81,7.24,9.16,12.99,9.82,11.41,,1.3,0.98,0.28,14.300000190734863,9.360393641108175,17.363530204255664,13.572707917423847,13.49414292512887,30.730659435676635,16.90428682471864,13.572707917423847,12.215437125681461,5,True,3.3,-14.577363896848162,18.211794400332405,2026-08-05,2026-04-30,última,,,False,False,,,Em Baixa,14.949999809265137,-4.34782359078989,-15.24317121604386,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.3%))
SMTO3,SMALL11,SMALL11,Bens de primeira necessidade,53.1,54.91,42.857142857142854,,,0.0,,46.52,80.84,51.46,34.72,65,Não,1,7,False,,True,,False,False,True,False,True,False,3,7,False,False,False,False,False,,True,False,True,,True,4825460224.0,5.87,0.67,1.47,3.4,11.35,6.93,11.25,,2.62,1.61,0.65,14.949999809265137,3.6319054343563977,6.7371845807311175,33.74574062568365,35.75822841327288,31.797756424287897,,,,3,False,9.8,,,2026-08-10,2026-07-06,última,,,False,False,,,Em Baixa,16.049999237060547,-6.853579315165548,-30.13092406758625,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.9%))
VIVT3,BOVA11,BOVA11,Comunicação,52.84,44.52,100.0,,,0.4,,45.65,35.81,43.51,63.19,66,Não,5,7,False,,True,,True,True,True,True,True,True,7,7,False,True,True,False,True,,True,True,True,,True,97625767936.0,14.95,1.5,8.13,6.43,10.05,9.1,10.68,,0.95,0.3,39.03,30.549999237060547,14.040008021279007,14.490198923443865,15.064300386327162,30.60104354874149,13.930498321442688,17.62520984024684,14.490198923443865,13.041179031099478,5,True,2.2,-57.312015198746465,-42.30700399211303,2026-07-27,2026-07-28,última,,,False,False,,,Em Baixa,35.95353698730469,-15.029224390780104,-25.897924188135246,True,False,False,sem sinal (Em Baixa; sem novo topo (-15.0%))
BRBI11,SMALL11,SMALL11,Produtos financeiros,52.41,52.83,50.0,20.63,,0.4,,34.81,33.12,100.0,88.89,67,Não,4,5,False,,True,,False,False,True,,False,True,3,6,True,True,True,,False,,,True,True,,True,,8.55,1.69,12.0,11.45,19.7,1.85,0.0,,,,20.3,12.739999771118164,10.415701268429267,10.784038114687007,11.019659326668013,15.897698985202908,17.68259686647179,10.739799569928095,10.784038114687007,9.705634303218307,3,True,1.1,-23.81762576463168,-15.700158847134071,n/d,n/d,,,,False,False,,,Em Baixa,14.720000267028809,-13.451090081469829,-40.73295192369905,False,False,False,sem sinal (Em Baixa; sem novo topo (-13.5%))
SUZB3,BOVA11,BOVA11,Materiais,51.78,58.4,14.285714285714286,,,1.0,,65.4,71.02,40.45,31.25,68,Não,5,7,False,,False,,False,False,True,False,False,False,1,7,True,True,False,True,False,,True,True,True,,True,50971959296.0,4.64,1.1,0.01,3.06,23.68,6.83,22.96,,3.52,2.02,0.31,41.290000915527344,9.0337346042809,16.75757769094107,117.90786899369338,86.69235858736548,160.7375642656989,,,,3,False,17.8,,,2026-08-12,2026-04-30,última,,,False,False,,,Lateral,43.31999969482422,-4.68605446352165,-30.77251794871705,True,False,False,sem sinal (Lateral; sem novo topo (-4.7%))
MOTV3,BOVA11,BOVA11,Bens Industriais,51.61,53.15,42.857142857142854,,,0.7,,73.48,54.18,23.32,18.75,69,Não,5,7,False,,True,,False,False,True,False,True,False,3,7,True,True,False,True,False,,True,True,True,,True,28882827264.0,7.55,1.65,1.44,2.26,21.85,11.72,19.27,,1.77,2.45,0.5,14.369999885559082,2.3183864247217607,4.300606817858866,25.218873971345406,19.31223670458598,32.84866334165442,,,,3,False,14.2,,,2026-10-29,2026-04-22,última,,,False,False,,,Em Baixa,14.970000267028809,-4.008018508798683,-19.028674048982186,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.0%))
GOAU4,BOVA11+SMALL11,BOVA11,Materiais,51.49,53.01,42.857142857142854,,,1.0,,32.11,72.42,66.84,70.83,70,Não,3,7,False,,True,,False,False,False,True,True,False,3,7,False,False,True,False,True,,True,False,True,,True,14745890816.0,18.33,0.76,3.03,8.27,4.13,10.0,1.92,,2.88,0.28,0.25,11.149999618530273,6.58325573365745,12.211939385934569,8.05987424689177,14.170268616452365,18.24877187975495,11.854821972538222,12.211939385934569,10.990745447341112,5,True,2.8,-1.4282885797098688,6.321276933826958,n/d,2026-08-20,próxima,,,False,False,,,Em Alta,11.529999732971191,-3.2957512857027194,-3.546719603839088,True,False,False,sem sinal (Em Alta; sem novo topo (-3.3%))
SBFG3,SMALL11,SMALL11,Consumo discricionário,51.24,45.16,85.71428571428571,,,0.9,,38.3,74.82,31.88,28.47,71,Não,1,7,False,,True,,False,True,True,True,True,True,6,7,False,False,False,False,False,,True,False,True,,True,2105962368.0,6.32,0.69,5.91,2.68,10.84,7.5,4.2,,1.39,0.94,0.7,9.130000114440918,1.7462659602378847,3.2393233562412758,19.141218594357934,20.738577192747744,16.87786119074772,,,,3,False,11.9,,,n/d,2026-04-27,última,,,False,False,,,Em Baixa,9.710000038146973,-5.973222671755418,-40.2664618977386,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.0%))
PGMN3,SMALL11,SMALL11,Bens de primeira necessidade,51.22,55.22,28.571428571428573,,,0.0,,45.05,64.52,49.97,88.19,72,Não,2,7,False,,True,,False,False,False,False,True,False,2,7,False,False,True,False,False,,True,False,True,,True,2405293056.0,7.65,0.73,6.8,10.75,9.61,12.78,2.02,,1.78,1.02,4.47,3.3399999141693115,2.563785047982966,2.970341231100782,3.6131144457448445,6.704178471013183,5.438316256172947,4.257947090402945,3.6131144457448445,3.25180300117036,5,True,2.6,-2.640626205551466,27.48344909649303,n/d,n/d,,,,False,False,,,Em Baixa,3.5399999618530273,-5.649718922003178,-56.167979470720766,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.6%))
EGIE3,BOVA11+Wishlist,BOVA11,Serviços públicos,51.03,52.47,42.857142857142854,,,0.0,,80.14,31.79,12.78,59.03,73,Não,7,7,True,,True,,False,False,True,False,True,False,3,7,True,True,True,True,True,,True,True,True,,True,41429159936.0,10.64,2.8,3.27,6.07,26.37,11.59,28.94,,1.09,2.06,1.14,29.25,12.68753554528127,23.535378436496753,36.42504699248119,25.419517328972166,42.34699815681949,28.082895292010175,25.419517328972166,22.877565596074948,5,True,3.3,-21.786100526239494,-3.990101565777182,2026-08-05,2026-08-21,próxima,"A Engie Brasil (EGIE3) apresenta uma sólida eficiência operacional no setor de serviços públicos, evidenciada por um ROE de 26,4% e um ROIC de 11,6%, ambos posicionados acima da média dos seus pares setoriais de 12,8% e 9,7%, respectivamente. Essa elevada qualidade de retorno convive com múltiplos de preço que sugerem uma avaliação esticada pelo mercado, uma vez que o P/L de 10,64 e o P/VP de 2,80 indicam que o investidor paga um prêmio considerável pela rentabilidade da companhia. No âmbito financeiro, a expressiva margem líquida de 28,94% confere forte capacidade de geração de caixa, mas o endividamento é um ponto de atenção, com a relação dívida/patrimônio em 2,06 e uma liquidez corrente apertada de 1,09. Esse passivo mais alongado ajuda a explicar o atual dividend yield de 3,27%, que se mostra tímido frente ao histórico da empresa, sugerindo que a distribuição de proventos está sendo calibrada de forma conservadora para preservar a sustentabilidade financeira diante das obrigações de dívida. No quesito expansão, a empresa demonstra um desempenho formidável com um CAGR de receita de cinco anos de 270,0%, patamar vastamente superior à média setorial de 32,1%, o que chancela o seu checklist de critérios fundamentalistas ao atingir a pontuação máxima de sete requisitos atendidos. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos analíticos, variando desde os conservadores R$ 12,89 pelo modelo de Bazin até os otimistas R$ 43,04 pela fórmula de Lynch. Diante da média de R$ 28,54 e da mediana de R$ 25,84 desses modelos, o preço atual de R$ 29,73 situa-se ligeiramente acima das referências de valor justo, resultando em um upside negativo de 21,8% quando comparado ao preço-teto ajustado com margem de segurança de R$ 23,25. Em suma, o ativo destaca-se positivamente por sua rentabilidade excepcional, crescimento histórico robusto e aprovação integral nos filtros de qualidade, mas contrapõe-se negativamente pelo valuation esticado frente às métricas de preço-teto, endividamento elevado e um retorno em dividendos atualmente modesto para o setor.",,True,False,,,Em Baixa,30.34000015258789,-3.5926174921093956,-24.647349247036598,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.6%))
FLRY3,BOVA11+SMALL11,BOVA11,Cuidados de saúde,50.8,49.68,57.142857142857146,,,0.2,,57.72,27.02,55.93,57.64,74,Não,4,7,False,,True,,False,False,True,False,True,True,4,7,False,True,True,False,False,,True,True,True,,True,10231046144.0,14.72,1.91,5.69,6.05,13.0,12.7,7.47,,2.14,1.02,10.39,18.81999969482422,8.136769201471047,9.181558341303543,10.305004056263625,16.83605293177623,9.550778752596436,10.802032656682176,9.550778752596436,8.595700877336792,5,True,2.1,-54.326774618913845,-42.60343872559734,2026-11-05,2026-08-12,próxima,,,False,False,,,Em Alta,18.950000762939453,-0.6860214400068898,-4.612264919033871,True,False,False,sem sinal (Em Alta; sem novo topo (-0.7%))
BEEF3,BOVA11+SMALL11,BOVA11,Bens de primeira necessidade,50.05,53.84,28.571428571428573,,,0.0,,68.41,67.4,13.33,35.42,75,Não,4,7,False,,False,,False,False,True,False,False,True,2,7,True,True,True,False,False,,True,False,True,,True,3270771456.0,4.84,2.73,5.69,3.41,56.47,17.78,1.25,,1.32,13.29,0.32,3.299999952316284,0.8031534170615087,1.4898495886490986,9.03409077855181,4.3062693260001925,12.550443620579625,,,,2,False,15.6,,,n/d,n/d,,,,False,False,,,Em Baixa,3.6600000858306885,-9.836068991039305,-54.88608719814496,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.8%))
CSMG3,BOVA11+SMALL11,BOVA11,Serviços públicos,49.54,50.72,42.857142857142854,,,0.0,,66.14,15.38,42.16,86.81,76,Não,5,7,False,,True,,False,False,True,False,False,True,3,7,True,True,True,True,False,,True,False,True,,True,22967019520.0,17.38,2.69,3.53,10.18,15.46,11.6,16.14,,1.6,1.08,,60.56999969482422,44.049921183962184,64.13668524384894,36.24441868965316,42.01920240146455,,46.61255687973221,43.03456179271336,38.731105613442026,4,True,1.8,-36.055628514801455,-23.0434916384599,n/d,n/d,,,,False,False,,,Em Baixa,64.38999938964844,-5.932597811824691,-10.690061976737663,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.9%))
RDOR3,BOVA11,BOVA11,Cuidados de saúde,49.46,50.63,42.857142857142854,,,0.2,,70.18,22.84,44.81,43.75,77,Não,4,7,False,,True,,False,False,True,False,False,True,3,7,True,True,True,False,False,,True,False,True,,True,74061651968.0,16.47,3.84,12.8,4.01,23.35,15.25,8.08,,2.86,2.44,2.07,33.970001220703125,9.723075788186955,18.036305587086805,27.328628790183146,20.26163137043196,24.640437655097806,19.998015838197336,20.26163137043196,18.235468233388765,5,True,2.8,-46.318906158074846,-41.13036467596744,n/d,n/d,,,,False,False,,,Em Baixa,35.45000076293945,-4.174892836063249,-24.43049390542256,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.2%))
PRIO3,BOVA11,BOVA11,Energia,49.26,46.19,66.66666666666667,,,0.9,,62.47,44.49,31.33,6.94,78,Rompimento,3,7,False,,True,,False,,True,True,True,False,4,6,False,False,False,True,True,,True,False,True,,True,48880463872.0,12.96,1.78,0.0,0.18,13.71,10.92,18.11,,1.34,0.9,0.97,61.2400016784668,0.776216583249625,1.4398817619280542,62.61034122219792,60.48030199658703,64.13261871551765,,,,3,False,82.6,,,n/d,n/d,,,Rompimento,False,False,,,Em Alta,60.849998474121094,0.6409255778561329,-16.08660062818621,False,True,False,"Rompimento (vol x1.5, +0.6% do topo, MM50>MM200)"
ECOR3,SMALL11,SMALL11,Bens Industriais,48.87,47.41,57.142857142857146,,,0.7,,51.92,59.55,33.65,24.31,79,Não,1,7,False,,True,,False,True,True,False,False,True,4,7,False,False,False,False,False,,True,False,True,,True,4340676608.0,8.45,1.12,4.56,2.51,13.28,11.52,4.59,,2.52,6.64,0.81,6.239999771118164,1.1178847332872586,2.0736761802478645,9.78461502571783,9.621404355936257,9.58051429280379,,,,3,False,8.8,,,n/d,n/d,,,,False,False,,,Em Baixa,7.239999771118164,-13.812155132783344,-47.70651253451511,False,False,False,sem sinal (Em Baixa; sem novo topo (-13.8%))
AXIA3,BOVA11+Carteira,BOVA11,Serviços públicos,48.8,47.33,57.142857142857146,,,0.0,,48.04,29.1,69.25,45.83,80,Não,2,7,False,,True,,False,False,False,True,True,True,4,7,False,False,False,True,False,,True,False,True,,True,118163644416.0,12.95,1.28,5.39,4.28,9.86,3.25,27.05,,2.05,0.63,2.94,51.849998474121094,15.838543208618342,24.112507446315377,43.538963399441045,60.40879016067601,34.73729270582639,35.72721938417543,34.73729270582639,31.263563435243753,5,True,3.8,-39.703829594425656,-31.095042554326636,2026-11-04,2025-11-17,última,"A análise fundamentalista da AXIA3 revela uma empresa de serviços públicos que atualmente entrega um retorno sobre o patrimônio líquido (ROE) de 9,9% e um retorno sobre o capital investido (ROIC) de 3,2%, ambos situando-se abaixo da média do setor, que registra 12,8% e 9,7%, respectivamente. Essa rentabilidade mais tímida convive com múltiplos de valuation que não parecem descontados, visto que o preço sobre lucro (P/L) de 12,95 e o preço sobre valor patrimonial (P/VP) de 1,28 sugerem que o mercado cobra um preço relativamente alto por uma qualidade operacional que se mostra inferior à de seus pares. No que tange à relação entre rentabilidade e endividamento, a companhia adota uma postura conservadora com uma relação dívida sobre patrimônio de apenas 0,63 e excelente liquidez corrente de 2,05, indicando que a baixa eficiência não decorre de uma alavancagem financeira sufocante, mas sim de gargalos na geração de valor dos próprios ativos. O dividendo distribuído de 5,39% apresenta-se coerente com a robusta margem líquida de 27,05%, mas a sustentabilidade de pagamentos futuros pode ser pressionada caso a geração de caixa não acompanhe o mercado, especialmente porque o crescimento da receita nos últimos cinco anos, medido pelo CAGR de 9,7%, ficou severamente abaixo da média setorial de 32,1%. Esse ritmo de expansão mais lento e a eficiência abaixo dos pares refletem-se no checklist de critérios da empresa, que atendeu a apenas 2 de 7 requisitos fundamentais, falhando em superar a taxa Selic e a média do setor em termos de ROE e ROIC, além de registrar vendas de papéis por parte de insiders. Sob a ótica do valuation, os métodos de precificação expõem uma enorme dispersão, variando desde o conservadorismo do método de Bazin a R$ 16,21 até o teto de Graham a R$ 61,81, resultando em uma média de R$ 36,55 e uma mediana de R$ 35,54. Diante do preço atual de R$ 53,05, o preço-teto ajustado com margem de segurança fica estabelecido em R$ 31,99, o que aponta para um upside negativo de 39,7% em relação a essa métrica de referência e evidencia o prêmio exigido pelo mercado no momento. Em balanço, a AXIA3 destaca-se positivamente por sua sólida estrutura de capital, baixo endividamento e margem líquida robusta, mas peca pelo fraco crescimento histórico, rentabilidade abaixo da média setorial e um preço de tela desalinhado com as principais métricas de valor justo estimadas.",,False,True,59.55,-12.93,Em Baixa,53.709999084472656,-3.4630434594240755,-23.57016321776929,False,False,False,sem sinal (Em Baixa; sem novo topo (-3.5%))
GGBR4,BOVA11,BOVA11,Materiais,48.63,49.65,42.857142857142854,,,1.0,,34.78,57.14,66.28,64.58,81,Não,3,7,False,,True,,False,False,False,True,True,False,3,7,False,False,True,False,True,,True,False,True,,True,49569427456.0,22.15,0.93,2.76,6.78,4.18,10.03,3.22,,2.87,0.28,0.3,25.25,12.223431174082663,22.674464827923337,15.104401805869074,26.389083174102105,34.19864559819413,22.118005316034264,22.674464827923337,20.407018345131004,5,True,2.8,-19.180125365817812,-12.403939342438564,n/d,n/d,,,,False,False,,,Em Alta,26.309999465942383,-4.028884406913525,-4.500758358626989,False,False,False,sem sinal (Em Alta; sem novo topo (-4.0%))
COGN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,48.6,51.29,33.333333333333336,,,0.9,,43.23,71.62,47.43,44.44,82,Não,2,7,False,,False,,False,,False,True,True,False,2,6,False,False,False,False,True,,True,False,True,,True,4262618368.0,6.82,0.34,5.34,4.01,4.94,10.12,8.92,,1.65,0.49,1.9,2.130000114440918,0.6106008191204697,0.8504620326829123,3.1071682033099814,6.6349742232658855,2.373985897693455,,,,2,False,10.9,,,n/d,n/d,,,,False,False,,,Em Baixa,2.3299999237060547,-8.58368308214451,-54.93725491574184,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.6%))
FESA4,SMALL11,SMALL11,Materiais,48.58,52.11,28.571428571428573,,,1.0,,29.82,69.96,70.24,71.53,83,Não,1,7,False,,True,,False,False,False,True,False,False,2,7,False,False,False,False,False,,True,False,True,,True,1907824512.0,12.41,0.61,12.37,8.28,4.93,4.41,7.06,,3.27,0.12,,5.630000114440918,3.3297177364910855,4.8480690243310205,4.71813063579255,9.706191476031867,,5.650527218161631,4.783099830061785,4.3047898470556065,4,True,2.9,-23.53837016781145,0.3646021901147378,n/d,n/d,,,,False,False,,,Em Baixa,6.159999847412109,-8.603891982137801,-36.74156903648672,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.6%))
ALOS3,BOVA11+SMALL11,BOVA11,Imobiliário,48.54,44.5,71.42857142857143,,,0.8,,50.06,39.1,31.12,59.72,84,Não,3,7,False,,True,,False,True,False,True,True,True,5,7,False,False,False,True,True,,True,False,True,,True,13533818880.0,14.53,1.06,10.94,6.09,7.27,6.39,31.4,,0.72,0.56,17.33,27.059999465942383,11.768761244682633,12.6231986080923,14.268318549234804,32.70644210465846,12.900547203163256,12.890206401293248,12.76187290562778,11.485685615065002,4,True,2.8,-57.55474559590866,-52.36435086587191,n/d,n/d,,,,False,False,,,Em Baixa,27.56999969482422,-1.8498376297682029,-17.48497372131891,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.8%))
UGPA3,BOVA11,BOVA11,Consumo discricionário,47.76,46.1,57.142857142857146,,,0.9,,57.28,35.22,32.93,49.31,85,Não,6,7,False,,True,,False,False,True,False,True,True,4,7,True,True,True,False,True,,True,True,True,,True,33133459456.0,11.65,2.12,4.16,4.42,18.19,14.05,2.06,,1.67,1.14,1.32,31.0,9.786667769207362,18.154268711879656,35.25751072961373,29.58843941515082,35.240649435666406,29.560217073077652,32.414544425408614,29.173089982867754,4,True,3.6,-5.893258119781441,-4.644461054588223,n/d,n/d,,,,False,False,,,Em Alta,33.38999938964844,-7.157829989027742,-7.157829989027742,False,False,False,sem sinal (Em Alta; sem novo topo (-7.2%))
VALE3,BOVA11,BOVA11,Materiais,45.59,48.59,28.571428571428573,,,1.0,,50.86,37.72,35.87,90.97,86,Não,3,7,False,,True,,False,False,False,True,False,False,2,7,True,False,True,False,False,,True,False,True,,True,323140059136.0,32.1,1.69,7.47,12.74,5.27,18.11,4.76,,1.19,0.55,,75.93000030517578,69.09217792802603,100.59821106320591,24.600373930648846,48.89999246124405,,60.79768884578121,58.99608519463504,53.09647667517154,4,True,4.1,-30.07180763628654,-19.929291977578288,n/d,n/d,,,,False,False,,,Lateral,76.66000366210938,-0.9522610514750229,-17.12508401118944,False,False,False,sem sinal (Lateral; sem novo topo (-1.0%))
GGPS3,SMALL11,SMALL11,Bens Industriais,45.08,45.47,42.857142857142854,,,0.7,,55.93,35.29,47.67,19.44,87,Não,3,7,False,,True,,False,False,True,False,False,True,3,7,True,True,False,False,False,,True,False,True,,True,8388707328.0,13.24,2.12,2.51,2.31,16.03,11.82,3.74,,3.24,1.51,1.19,11.149999618530273,1.8402694801637383,3.4136998857037346,11.15842106839321,9.982841794144711,11.315555647067644,10.818939503201856,11.15842106839321,10.04257896155389,3,True,6.1,-9.932024169184295,-2.969149117980474,n/d,n/d,,,,False,False,,,Em Baixa,12.100000381469727,-7.85124572718453,-43.25699829522826,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.9%))
BBAS3,BOVA11+Carteira,BOVA11,Produtos financeiros,45.04,50.05,16.666666666666668,14.56,,0.4,,39.57,58.84,50.86,73.61,88,Não,2,6,False,,True,,False,False,False,,False,False,1,6,False,False,False,,False,,True,True,True,,True,114348736512.0,7.99,0.62,2.74,8.34,7.71,0.0,20.42,,,,3.11,20.030000686645508,11.934654765226567,14.99562295035314,22.498874880268247,42.68772290681693,27.357592470846086,16.476384198615985,14.99562295035314,13.496060655317825,3,True,1.9,-32.620767884865934,-17.74146962660269,2026-08-12,2026-06-02,última,"O Banco do Brasil (BBAS3) apresenta um cenário de valuation intrigante, onde múltiplos de preço historicamente baixos, como o P/L de 7,99 e o P/VP de 0,62, convivem com indicadores de rentabilidade que operam abaixo da média do setor de produtos financeiros. O Retorno sobre o Patrimônio Líquido (ROE) de 7,7% e o Retorno sobre o Capital Injetado (ROIC) de 0,0% situam-se abaixo de seus pares, que registram médias de 16,0% e 0,2%, respectivamente, sugerindo que o desconto no preço de tela reflete essa menor eficiência na geração de valor atual. No âmbito do crescimento, a contração na receita com um CAGR de cinco anos de -54,4% contrasta fortemente com a expansão média de 4,2% do setor, evidenciando um período recente de forte retração operacional. Essa perda de tração reflete-se no checklist de critérios fundamentalistas, no qual o papel atende a apenas 2 de 6 requisitos, falhando em superar a taxa Selic ou a média setorial em rentabilidade e crescimento, embora mantenha a solidez de um valor de mercado robusto de R$ 114,5 bilhões e a ausência de vendas por insiders. Quanto aos proventos, o Dividend Yield de 2,74% mostra-se modesto, mas guarda coerência com a necessidade de preservação de capital diante de uma rentabilidade pressionada, não havendo dados de endividamento líquido sobre EBITDA aplicáveis para este segmento financeiro que comprometam essa distribuição. No campo do valuation por preço-teto, observa-se uma dispersão acentuada entre os métodos de cálculo, variando desde os conservadores R$ 11,95 por Bazin e R$ 15,02 por Gordon, até os otimistas R$ 27,40 por Lynch e R$ 42,75 por Graham. Essa disparidade resulta em uma média de preço-teto de R$ 16,50 e uma mediana de R$ 15,02, estabelecendo um preço-teto ajustado com margem de segurança de R$ 13,52 que, frente à cotação atual de R$ 20,06, aponta para um upside negativo de -32,6%. Em um balanço final, os prós da tese residem no desconto patrimonial evidente, no elevado valor de mercado e na tendência gráfica de alta, enquanto os contras concentram-se na rentabilidade e no crescimento historicamente abaixo dos pares, além de um preço atual que supera as principais métricas de teto ajustadas.",,False,True,22.29,-10.14,Lateral,21.350000381469727,-6.182668249363987,-27.275984150397015,False,False,False,sem sinal (Lateral; sem novo topo (-6.2%))
ANIM3,SMALL11,SMALL11,Consumo discricionário,44.96,50.37,14.285714285714286,,,0.9,,45.06,72.72,28.31,62.5,89,Não,3,7,False,,False,,False,False,False,False,True,False,1,7,True,False,True,False,False,,True,False,True,,True,785949184.0,6.59,0.37,3.55,6.42,5.62,14.19,3.27,,1.9,2.02,2.03,2.0799999237060547,0.953384918175092,1.2811026400961814,3.0294620572575504,6.318456628933414,3.0491162646923287,3.4195343977448682,3.0392891609749393,2.7353602448774454,4,True,6.6,31.50770890432044,64.40069822945418,n/d,n/d,,,,False,False,,,Em Baixa,2.2699999809265137,-8.370046643917117,-60.66926102221623,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.4%))
RENT3,BOVA11+Wishlist,BOVA11,Bens Industriais,44.63,42.42,57.142857142857146,,,0.7,,54.6,42.26,18.0,36.81,90,Não,1,7,False,,True,,False,False,True,False,True,True,4,7,False,False,False,False,False,,True,False,True,,True,40097521664.0,12.42,1.57,5.42,3.46,12.63,12.27,5.13,,1.23,1.66,1.72,36.29999923706055,8.96426974409676,16.628720375299487,38.72584459670307,38.993053969671315,31.16779746404603,31.378854101429976,34.94682103037455,31.452138927337096,4,True,4.3,-13.35498735981796,-13.556873936808023,2026-11-05,2026-06-29,última,"A Localiza (RENT3) apresenta um panorama desafiador sob a ótica fundamentalista, caracterizado por indicadores de rentabilidade que operam abaixo de seus pares no setor de Bens Industriais. O retorno sobre o patrimônio líquido (ROE) de 12,6% e o retorno sobre o capital investido (ROIC) de 12,3% situam-se ligeiramente aquém das médias setoriais de 15,4% e 12,6%, respectivamente, evidenciando que a reconhecida qualidade operacional da companhia hoje convive com uma eficiência interna pressionada. Essa rentabilidade mais tímida reflete-se em múltiplos de preço que não parecem excessivamente descontados para compensar tal desvio, visto que o preço sobre o lucro (P/L) de 12,42 e o preço sobre o valor patrimonial (P/VP) de 1,57 sugerem que o mercado ainda precifica o ativo com certo otimismo em relação ao seu valor de livro. No âmbito financeiro, a relação de dependência de capital de terceiros é nítida, com uma relação dívida/patrimônio de 1,66 que exige atenção diante de uma liquidez corrente de 1,23, indicando que a rentabilidade atual precisa ser rigorosamente gerida para suportar esse endividamento. O retorno em dividendos (DY) de 5,42% mostra-se razoável, contudo, sua sustentabilidade futura depende diretamente da manutenção de lucros consistentes frente ao peso da estrutura de capital e à necessidade de reinvestimento. Em termos de expansão, o crescimento composto anual (CAGR) da receita nos últimos cinco anos atingiu expressivos 39,4%, mas este patamar ainda se posiciona muito abaixo da média setorial de 115,3%, o que ajuda a explicar por que a empresa atendeu a apenas um dos sete critérios do checklist fundamentalista. No campo do valuation, as metodologias de preço-teto revelam uma dispersão acentuada entre si, variando desde os conservadores R$ 9,34 pelo método de Bazin até os R$ 40,63 pela fórmula de Graham, resultando em uma média de R$ 32,69 e uma mediana de R$ 36,41. Frente ao preço atual de R$ 37,82, o preço-teto ajustado com margem de segurança de R$ 32,77 aponta para um potencial de valorização negativo de 13,4%, sinalizando que o papel negocia acima do seu valor justo estimado por essas métricas combinadas. Como principais prós, destacam-se o robusto valor de mercado da empresa e sua capacidade de gerar receitas crescentes em ritmo de duplo dígito; em contrapartida, pesam negativamente o desempenho operacional abaixo da média dos pares, o elevado endividamento, o fraco desempenho no checklist de qualidade e a ausência de margem de segurança nos preços atuais.",,True,False,,,Em Baixa,39.20000076293945,-7.397962932237057,-31.103343759816227,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.4%))
SYNE3,SMALL11,SMALL11,Imobiliário,44.18,46.93,28.571428571428573,,,0.8,DY5a=129.9%>=20,46.28,57.4,35.31,,91,Não,2,7,False,,False,,False,False,False,True,True,False,2,7,False,False,False,True,False,,False,True,True,,True,605998464.0,9.31,0.88,64.53,129.91,9.47,5.96,20.02,,0.98,0.5,0.98,3.9700000286102295,36.837404482785196,68.33338531556653,5.650107452103709,6.579086438874385,12.792696117970664,,,,3,False,12.1,,,n/d,n/d,,,,False,False,,,Em Baixa,4.090000152587891,-2.933988251852082,-23.866723897760355,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.9%))
